Gene_ID	subject_id	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
WUAT02007376.1	Potri.001G144200.1	27862	33414	33514	21984	32090	31672	28860	30948
WUAT02007378.1	Potri.011G075051.1	2246	3958	4096	2916	7262	2912	4318	12532
WUAT02007379.1	Potri.015G095500.1	10	2	8	20	2	0	4	6
WUAT02007381.1	Potri.010G136700.1	19150	20704	29534	27618	33642	25782	53660	47956
WUAT02007385.1	Potri.005G091200.2	4410	3682	3064	1690	2962	3462	1660	2556
WUAT02007386.1	Potri.013G139112.1	1078	1650	368	728	1884	1662	1456	2846
WUAT02007390.1	Potri.002G001100.6	53302	64150	61584	40862	56876	54642	57074	56004
WUAT02007394.1	Potri.003G131200.1	2110	2302	1922	1370	2056	1542	1230	2058
WUAT02007398.1	Potri.013G138000.1	118	236	20	192	30	200	8	2
WUAT02007399.1	Potri.007G062622.1	2678	3334	1902	2402	5250	4444	5340	5592
WUAT02007401.1	Potri.006G035000.2	2318	2994	2236	1914	2638	2812	2234	3286
WUAT02007404.1	Potri.001G002200.2	30710	42210	28446	18868	41214	77520	49478	34998
WUAT02007408.1	Potri.010G192600.1	7628	8674	6322	4780	8088	7106	5174	7172
WUAT02007410.1	Potri.009G146000.1	3054	3420	4884	4418	4262	5788	4154	5816
WUAT02007416.1	Potri.003G050600.3	1086	8	1208	0	2	1174	2	1996
WUAT02007417.1	Potri.006G264500.6	93514	96606	68786	56780	78170	74388	83662	77314
WUAT02007421.1	Potri.013G133550.2	29350	61666	53748	60482	26852	50486	35060	32148
WUAT02007423.1	Potri.010G112200.2	1688	2248	2452	1478	3482	2590	2236	2756
WUAT02007426.1	Potri.001G342933.1	19614	25966	30884	17852	26324	29840	20756	21684
WUAT02007435.1	Potri.004G202466.1	4834	11464	4982	4414	4992	3788	3396	2942
WUAT02007436.1	Potri.018G043700.1	3084	3444	9162	9108	3396	6356	22056	29914
WUAT02007439.1	Potri.018G108200.2	62486	65122	70526	41866	98622	54638	89664	125788
WUAT02007440.1	Potri.009G041800.1	75256	62596	144002	44818	41670	58670	28134	34156
WUAT02007441.1	Potri.013G133550.2	42	28	50	22	36	52	58	28
WUAT02007444.1	Potri.018G008600.10	61902	67032	59658	51662	62418	62212	72014	75706
WUAT02007446.1	Potri.001G342933.1	208	268	164	156	114	82	190	200
WUAT02007448.1	Potri.009G042400.3	5338	6888	6644	4166	10220	6876	9220	11338
WUAT02007452.1	Potri.008G205400.2	3616	4536	6872	4784	3972	4130	9940	16366
WUAT02007453.1	Potri.001G316700.3	12596	14738	15386	11584	15240	13988	17232	19136
WUAT02007458.1	Potri.005G093000.5	6466	10576	8904	6594	9136	6740	4442	6380
WUAT02007462.1	Potri.008G042700.1	125178	150878	182212	129374	144780	153344	106092	124086
WUAT02007466.1	Potri.001G019400.1	284	260	166	344	462	530	858	672
WUAT02007471.1	Potri.002G031000.3	42964	55306	25616	11750	22462	23900	6146	13380
WUAT02007475.1	Potri.004G147800.1	232846	294148	172344	76316	116218	100042	40010	55720
WUAT02007476.1	Potri.002G256500.1	18578	22574	20054	12584	13026	12698	9230	11036
WUAT02007480.1	Potri.005G026400.2	13838	13994	15190	13320	14160	14560	15604	16680
WUAT02007481.1	Potri.010G204300.1	14	50	36	10	26	124	76	38
WUAT02007485.1	Potri.006G152700.10	4750	5628	2380	1218	2350	1540	1722	2636
WUAT02007486.1	Potri.017G013500.1	220	450	208	506	210	502	222	134
WUAT02007488.1	Potri.001G265300.2	10936	13748	23724	23862	13514	14678	17138	19906
WUAT02007489.1	Potri.013G133550.2	3186	2470	3476	2098	2838	5142	3998	7258
WUAT02007494.1	Potri.017G086500.1	89860	130748	147644	85578	122160	119514	72980	99798
WUAT02007497.1	Potri.013G133550.2	346	96	120	136	74	106	136	486
WUAT02007498.1	Potri.013G142124.1	17084	28316	38252	14526	41064	36564	110628	67582
WUAT02007502.1	Potri.013G081300.10	6168	7482	4434	4276	6738	6780	5452	5976
WUAT02007503.1	Potri.014G185804.1	3634	1922	3986	3634	3054	7688	2682	7678
WUAT02007505.1	Potri.004G163000.2	26	56	16	64	10	42	40	0
WUAT02007507.1	Potri.001G312800.7	5256	6744	7972	5186	7870	8616	12532	8808
WUAT02007511.1	Potri.013G142232.6	31804	34438	37760	27864	41610	30622	35060	39586
WUAT02007516.1	Potri.009G109900.3	24956	36110	41430	32740	32562	32636	33050	36386
WUAT02007520.1	Potri.010G250900.7	164	194	132	218	268	254	80	220
WUAT02007521.1	Potri.013G143400.2	10750	14010	17538	15858	41994	22708	43498	84662
WUAT02007525.1	Potri.006G116800.1	160396	163210	164890	124150	153184	159208	135144	142976
WUAT02007529.1	Potri.011G085000.1	4644	5782	8888	5282	11172	5636	13176	11344
WUAT02007533.1	Potri.018G145800.2	2510	4152	3318	2900	4608	3540	4794	6350
WUAT02007534.1	Potri.002G056300.1	17752	28210	57956	53470	37660	39190	59900	75744
WUAT02007543.1	Potri.004G064000.1	22628	23594	22752	18226	25902	21896	19982	22972
WUAT02007545.1	Potri.013G162200.1	58	90	124	820	48	94	20	170
WUAT02007547.1	Potri.013G139112.2	1976	802	1742	3366	480	7932	1020	1834
WUAT02007548.1	Potri.004G236600.2	25922	30040	29652	22492	23424	35138	24738	26518
WUAT02007552.1	Potri.006G090400.2	15442	29240	24228	28936	23192	18940	18376	31290
WUAT02007555.1	Potri.001G134100.5	248	254	738	216	508	1972	710	496
WUAT02007556.1	Potri.013G133550.2	314	316	82	128	290	76	292	324
WUAT02007557.1	Potri.002G102100.8	4652	5074	5210	1710	2442	3254	1812	2370
WUAT02007561.1	Potri.002G192500.2	22320	19702	22066	22982	37562	36442	32272	31492
WUAT02007565.1	Potri.001G267300.1	20224	19574	13200	8088	14678	12618	9554	11396
WUAT02007566.1	Potri.002G143000.5	19034	23460	14100	11748	19656	21180	22558	22456
WUAT02007570.1	Potri.003G020300.2	228416	178850	149560	138484	222508	117752	70828	268864
WUAT02007584.1	Potri.002G177900.1	2884	4238	8310	4332	5498	6226	12764	11938
WUAT02007588.1	Potri.007G062122.1	960	1300	1004	780	1210	958	848	766
WUAT02007590.1	Potri.010G142800.1	1042	968	840	8654	39414	6362	65858	117588
WUAT02007592.1	Potri.013G133550.2	16	36	60	48	30	10	16	4
WUAT02007594.1	Potri.013G162700.1	4728	6346	6272	7290	5796	4106	8276	6954
WUAT02007596.1	Potri.006G138500.11	16	30	10	24	10	44	56	48
WUAT02007597.1	Potri.018G068600.3	6562	7182	7912	4658	4844	5608	4266	4664
WUAT02007598.1	Potri.019G064100.2	3638	3252	7336	4824	6366	6850	10600	8724
WUAT02007599.1	Potri.004G001200.1	12	20	54	30	8	14	118	172
WUAT02007601.1	Potri.001G442900.12	24058	28330	24674	21038	35598	27330	32662	44870
WUAT02007602.1	Potri.007G020100.1	2378	2486	3062	2184	2768	2810	1998	2528
WUAT02007606.1	Potri.013G142232.5	2794	1980	2222	2228	1210	4432	3520	8852
WUAT02007608.1	Potri.018G096035.1	158	198	142	206	230	202	92	334
WUAT02007610.1	Potri.014G185804.1	28084	27558	30512	22382	26618	46818	21546	32408
WUAT02007611.1	Potri.006G193300.1	4712	5788	4598	2978	6502	4900	4378	5580
WUAT02007614.1	Potri.011G074600.2	10	34	28	4	44	22	8	104
WUAT02007615.1	Potri.006G163301.1	8178	8738	11432	7346	11562	10262	11714	12376
WUAT02007616.1	Potri.014G168600.5	972	854	572	532	1426	976	1640	1588
WUAT02007624.1	Potri.004G022500.1	19756	25628	29948	21452	30622	23234	37220	34536
WUAT02007629.1	Potri.016G093600.1	20862	26644	8522	6282	12854	12936	5022	4712
WUAT02007632.1	Potri.001G330900.6	10252	10008	5518	2732	8860	5138	4408	5444
WUAT02007633.1	Potri.004G059400.1	24828	44550	39514	22570	40330	36468	28620	38504
WUAT02007636.1	Potri.006G097200.1	19416	8484	12478	13370	18928	32666	10986	13462
WUAT02007637.1	Potri.013G142124.1	42	132	28	94	60	150	240	74
WUAT02007638.1	Potri.001G146400.1	46330	32934	30502	21320	23230	29770	30052	48984
WUAT02007640.1	Potri.008G224210.1	0	8	0	6	6	10	6	14
WUAT02007642.1	Potri.003G120600.1	38072	44386	43982	36936	42172	43628	47066	47220
WUAT02007652.1	Potri.001G322300.1	43698	50124	47770	38608	30366	31894	20204	25256
WUAT02007653.1	Potri.009G066100.1	7956	7230	9666	9026	25398	16734	19742	25646
WUAT02007659.1	Potri.013G042300.1	4162	6496	6280	5694	6450	4912	3694	3802
WUAT02007666.1	Potri.018G018600.2	3744	4610	3950	2584	4640	5354	5748	6428
WUAT02007670.1	Potri.016G036300.1	5214	4240	3014	2008	4040	4334	3070	3186
WUAT02007674.1	Potri.003G015800.1	1018	1160	408	676	696	828	1152	476
WUAT02007677.1	Potri.005G257500.1	10	4	86	10	56	180	1934	220
WUAT02007680.1	Potri.006G265900.7	1532	1490	1620	1670	1396	1824	1128	1378
WUAT02007682.1	Potri.002G100200.1	36628	29278	30416	19504	32814	29574	22426	31856
WUAT02007684.1	Potri.001G333200.1	50582	45866	16152	12440	24470	20490	8088	8540
WUAT02007687.1	Potri.011G059600.1	1206	4472	1914	1278	3634	2420	2952	3744
WUAT02007688.1	Potri.012G144700.1	27378	30194	34668	36478	33304	28092	17264	21988
WUAT02007691.1	Potri.011G083300.2	80	336	1132	230	50	226	96	152
WUAT02007697.1	Potri.003G201200.4	4928	9856	7134	1766	9588	5688	630	3874
WUAT02007710.1	Potri.006G098700.1	2152	3496	2702	1772	1634	2646	1258	1318
WUAT02007715.1	Potri.013G008500.6	3534	5232	3472	2320	4262	2692	3218	3574
WUAT02007716.1	Potri.009G002400.1	10820	14148	10284	7068	10740	9200	10026	9822
WUAT02007718.1	Potri.014G185948.1	19214	11592	16276	7844	9876	9894	4454	6460
WUAT02007720.1	Potri.013G092500.1	10282	5422	11014	15044	5892	6170	4704	12032
WUAT02007728.1	Potri.014G104600.3	204	288	648	354	1186	1278	1622	1370
WUAT02007729.1	Potri.009G120800.4	17468	23762	16988	12794	18196	16360	12886	19574
WUAT02007730.1	Potri.007G061841.1	0	0	6	0	0	4	0	2
WUAT02007732.1	Potri.018G121300.1	24128	25620	21694	16172	27724	21390	20164	24710
WUAT02007733.1	Potri.014G170200.1	32298	44156	36104	26744	36466	40888	48154	48520
WUAT02007736.1	Potri.009G119500.3	30462	34534	30944	15128	28818	27138	20344	25332
WUAT02007738.1	Potri.012G088200.1	66252	72118	92140	70252	104090	92356	129014	119400
WUAT02007741.1	Potri.001G272700.2	75644	67260	98308	53372	170022	253938	105572	109588
WUAT02007742.1	Potri.007G081200.1	2556	2256	510	224	402	556	624	88
WUAT02007745.1	Potri.014G170500.2	41484	60150	75324	47080	53110	43004	40264	38936
WUAT02007750.1	Potri.006G063300.1	19172	27122	25372	16726	25578	27600	27760	36318
WUAT02007756.1	Potri.013G141912.1	38	66	24	18	34	10	24	14
WUAT02007759.1	Potri.003G203100.10	9464	9154	12480	7560	14378	10234	14796	15320
WUAT02007763.1	Potri.013G025000.1	63652	65176	81606	66904	60870	61832	51512	54292
WUAT02007768.1	Potri.014G146300.1	33642	53460	43704	32092	31800	30290	35550	55462
WUAT02007772.1	Potri.002G236800.2	16598	24258	25566	19476	25748	36652	19548	26036
WUAT02007774.1	Potri.008G042700.1	706	958	850	482	680	806	550	728
WUAT02007775.1	Potri.009G162300.1	14	22	62	26	32	62	44	108
WUAT02007777.1	Potri.018G053640.1	51734	81178	54550	31862	40576	40102	38822	41676
WUAT02007781.1	Potri.011G064500.1	6500	7546	7960	6566	8650	9378	7266	6488
WUAT02007782.1	Potri.014G185948.1	2578	32	4800	1328	4286	3770	5402	4394
WUAT02007786.1	Potri.004G125150.1	10414	14568	14314	11708	13590	12042	14420	15926
WUAT02007790.1	Potri.004G092100.2	13780	15766	19946	15106	18934	14750	14906	22412
WUAT02007791.1	Potri.004G125150.1	460	1458	1344	1236	722	1300	1792	1412
WUAT02007792.1	Potri.005G154350.1	4422	6572	5572	4218	5292	4244	4980	5330
WUAT02007794.1	Potri.003G117000.5	24064	23784	15072	6410	11234	14834	4600	4376
WUAT02007795.1	Potri.008G067900.1	272	412	348	272	664	288	542	748
WUAT02007798.1	Potri.016G028900.5	36952	25806	34664	23402	28234	20964	22598	25744
WUAT02007799.1	Potri.002G010100.4	16966	21530	31926	36008	33382	25146	74304	82778
WUAT02007805.1	Potri.004G010900.2	6398	10220	8912	6534	8098	8296	7524	7132
WUAT02007808.1	Potri.003G116900.1	14488	21304	9090	13368	24450	30914	18510	19942
WUAT02007809.1	Potri.007G082400.1	78	150	74	108	124	116	206	92
WUAT02007814.1	Potri.009G115800.1	8626	15086	22212	16288	13836	13562	25942	23140
WUAT02007818.1	Potri.002G239600.1	7842	8456	7464	5282	12024	7642	7518	11880
WUAT02007819.1	Potri.011G075051.1	82	126	126	128	170	80	164	282
WUAT02007822.1	Potri.001G442500.2	2626	3278	2442	1404	2198	2990	2138	1806
WUAT02007823.1	Potri.012G097300.1	15372	22404	24404	24124	21344	21370	28280	25726
WUAT02007826.1	Potri.004G030400.1	10866	11122	15418	7384	11210	11060	8944	11382
WUAT02007827.1	Potri.006G043400.3	3954	3916	5574	2168	4326	3972	3144	4082
WUAT02007835.1	Potri.013G162600.1	12870	15236	15746	14260	12190	13094	14706	14886
WUAT02007839.1	Potri.012G031250.1	6	52	8	2	2	4	2	2
WUAT02007840.1	Potri.007G113300.5	29908	40300	47166	43094	44780	40658	66382	64852
WUAT02007841.1	Potri.006G101800.6	12560	17480	17864	14208	22632	12698	39126	36270
WUAT02007844.1	Potri.011G073900.2	19674	28328	31150	16640	18522	22148	22566	31630
WUAT02007845.1	Potri.007G061781.1	6310	6794	5700	4054	6786	7006	7172	6184
WUAT02007846.1	Potri.001G157400.1	32018	40858	41118	35368	37712	39684	55084	50162
WUAT02007848.1	Potri.014G014700.4	0	0	0	2	14	2	0	0
WUAT02007849.1	Potri.013G151000.1	8004	8078	7308	7366	9020	8414	7736	10438
WUAT02007851.1	Potri.019G040100.15	338	294	260	446	86	350	464	430
WUAT02007853.1	Potri.013G133550.2	1874	2610	3930	1098	1932	3606	2226	3236
WUAT02007867.1	Potri.006G038400.4	2352	3010	2908	1750	2910	2524	2778	3366
WUAT02007868.1	Potri.005G033900.2	8380	9932	7332	4078	8258	6988	6752	6554
WUAT02007871.1	Potri.019G040100.15	1668	2488	2834	2048	3604	1666	3632	5548
WUAT02007872.1	Potri.010G227000.4	26138	31960	43568	49762	24782	28196	32282	34238
WUAT02007875.1	Potri.018G086700.1	93110	114308	102832	124028	127006	105980	206940	250738
WUAT02007878.1	Potri.003G091200.1	28	58	246	50	46	56	68	56
WUAT02007885.1	Potri.013G133550.2	2182	3952	3092	4488	5418	5166	3920	4970
WUAT02007886.1	Potri.019G068500.1	71042	72996	72336	59678	55948	60480	48898	63478
WUAT02007889.1	Potri.001G202100.1	18206	19346	1514	1172	11322	5744	1128	1308
WUAT02007892.1	Potri.013G157900.1	162304	236492	190638	128844	124506	128696	86078	118296
WUAT02007894.1	Potri.013G105200.2	7174	8792	6148	4594	7298	6858	4772	6114
WUAT02007896.1	Potri.006G231200.4	135638	163756	108888	69930	91594	92780	48508	57110
WUAT02007898.1	Potri.013G141912.1	19600	19446	13874	10094	17682	14288	19698	22366
WUAT02007899.1	Potri.015G110000.3	7344	7132	8262	6662	14896	13480	15080	14328
WUAT02007903.1	Potri.012G133600.4	48374	54338	55770	47642	57200	58104	65896	63394
WUAT02007907.1	Potri.010G168700.1	40	66	94	126	48	16	12	30
WUAT02007908.1	Potri.018G034600.1	214	286	118	78	330	262	128	148
WUAT02007912.1	Potri.011G113575.1	2116	1556	1894	1904	3202	2958	3498	3742
WUAT02007921.1	Potri.003G031200.1	5914	7066	7500	4760	6402	6028	6074	5814
WUAT02007922.1	Potri.008G042400.2	13614	14838	18610	9714	14158	12284	7348	11644
WUAT02007923.1	Potri.016G075000.1	32	62	16	64	14	28	22	38
WUAT02007927.1	Potri.006G271200.2	13136	17954	21654	14908	34372	28462	37502	39280
WUAT02007930.1	Potri.010G052500.1	34522	44854	52408	26506	35326	34128	34572	36692
WUAT02007931.1	Potri.011G103401.1	280	642	142	396	178	270	556	272
WUAT02007933.1	Potri.013G138900.1	28	70	52	62	140	50	78	136
WUAT02007934.1	Potri.013G139670.1	20	28	36	50	70	72	56	74
WUAT02007939.1	Potri.006G144500.1	660	430	578	590	632	432	376	524
WUAT02007940.1	Potri.016G138700.2	16674	19970	20856	17236	17698	20718	22094	22754
WUAT02007947.1	Potri.004G064600.4	4166	5648	4620	3478	5374	5024	5626	5966
WUAT02007948.1	Potri.016G046600.1	25844	28206	38510	27616	27236	27218	23610	30104
WUAT02007950.1	Potri.019G132450.1	190	562	434	742	378	448	636	944
WUAT02007951.1	Potri.013G133550.2	1804	2790	2948	2152	1978	2658	2834	2696
WUAT02007953.1	Potri.004G222900.1	5676	5618	3366	2846	4456	4150	3912	4124
WUAT02007955.1	Potri.013G133550.1	14	10	4	8	26	0	0	16
WUAT02007957.1	Potri.002G201300.1	36406	41492	38488	27212	37776	29952	31054	32752
WUAT02007966.1	Potri.013G162700.1	4038	6098	5954	4682	8734	7130	11636	11478
WUAT02007975.1	Potri.001G036100.4	6492	7200	7108	4342	6090	6272	5150	5992
WUAT02007976.1	Potri.016G128900.3	448	574	488	526	520	1406	1572	468
WUAT02007979.1	Potri.003G104300.4	1630	2520	1040	1080	2146	1508	2282	2414
WUAT02007984.1	Potri.006G163301.1	7532	8624	7890	6888	7772	8070	6102	6344
WUAT02007987.1	Potri.014G128400.1	3014	3606	3008	2482	2636	2588	2220	2184
WUAT02007988.1	Potri.018G043700.1	20292	25000	22430	17894	23370	22462	21104	25688
WUAT02007989.1	Potri.012G058400.2	364	828	292	964	1152	282	444	734
WUAT02007990.1	Potri.012G024700.7	36296	47302	90186	28934	28706	24562	31374	39026
WUAT02007993.1	Potri.001G158900.3	46368	49266	44852	35928	46966	41614	43298	53572
WUAT02007997.1	Potri.013G143400.2	106	80	92	114	104	100	224	178
WUAT02007998.1	Potri.011G027800.1	6270	10912	7556	6862	13598	13118	16348	16308
WUAT02008002.1	Potri.004G038400.3	3162	4076	2900	2792	2976	4536	4326	4216
WUAT02008006.1	Potri.003G124200.2	1922	2878	3140	1580	5038	3382	2282	5550
WUAT02008007.1	Potri.001G266700.3	57902	61644	65316	44082	53602	58292	49006	61800
WUAT02008011.1	Potri.006G153900.1	30450	32004	33532	31020	37444	31436	42420	38914
WUAT02008012.1	Potri.002G245200.1	1528	1982	1986	1400	2772	2050	2020	1930
WUAT02008014.1	Potri.009G093500.1	5332	6778	4986	3088	5024	5458	2328	3148
WUAT02008015.1	Potri.010G034300.1	24	14	32	28	22	8	30	12
WUAT02008016.1	Potri.007G062061.1	32006	38946	34070	26714	39738	37214	35966	45784
WUAT02008021.1	Potri.018G005600.1	13370	13094	10456	8008	13464	10286	13120	13846
WUAT02008022.1	Potri.007G011600.3	322	702	418	376	504	568	1054	664
WUAT02008024.1	Potri.001G323600.8	1002	1856	1190	1838	1884	1842	1296	1032
WUAT02008026.1	Potri.005G251000.2	95052	117032	185838	135178	64496	98938	120590	98232
WUAT02008027.1	Potri.013G142100.1	1058	546	644	2342	1466	1348	44	1096
WUAT02008029.1	Potri.002G261800.3	53904	56092	34610	26836	49204	43468	22214	26720
WUAT02008031.1	Potri.005G140200.3	4252	5662	2972	2540	3092	3468	1064	1518
WUAT02008033.1	Potri.013G136466.1	5286	4338	1010	338	996	582	322	310
WUAT02008043.1	Potri.017G129100.14	10128	10844	11100	8888	18812	12744	23734	26194
WUAT02008044.1	Potri.014G097800.4	7498	8864	7218	5472	8828	7670	5128	5332
WUAT02008047.1	Potri.015G084800.1	13308	18084	13870	11538	17394	14390	13930	15110
WUAT02008053.1	Potri.013G145400.3	6628	11210	10468	9294	6350	7710	6604	8018
WUAT02008056.1	Potri.008G055500.7	46078	52682	27316	20724	27306	28452	13500	16432
WUAT02008057.1	Potri.012G058400.2	2	4	4	1854	2	16	648	492
WUAT02008067.1	Potri.012G031250.1	2	0	0	0	0	0	0	2
WUAT02008070.1	Potri.015G098900.5	6190	7084	6196	4644	6116	6312	4588	5552
WUAT02008071.1	Potri.011G032900.4	3008	3388	7370	3914	3286	3026	3972	3086
WUAT02008074.1	Potri.013G113000.1	52582	90622	53974	33788	44102	45516	51792	39104
WUAT02008075.1	Potri.004G016900.1	9118	12150	11112	11802	17652	14382	16110	20376
WUAT02008078.1	Potri.012G135200.2	22	8	30	36	26	18	12	22
WUAT02008079.1	Potri.013G138000.1	39844	47524	39718	33714	37356	32232	31466	31284
WUAT02008080.1	Potri.002G255800.4	21160	23962	27684	18748	24898	23090	14382	21792
WUAT02008083.1	Potri.010G077100.1	3718	5296	4426	2048	4316	5094	1822	3242
WUAT02008084.1	Potri.010G202100.1	2386	1894	3176	1554	742	2412	1076	2648
WUAT02008087.1	Potri.006G136600.1	9430	10564	7646	3472	7682	7812	4612	5220
WUAT02008089.1	Potri.013G133550.2	12	54	32	96	212	88	110	86
WUAT02008092.1	Potri.013G143400.2	14184	17024	13136	10256	14010	13974	14790	17656
WUAT02008093.1	Potri.001G285600.4	118662	115450	90054	70036	85618	94298	77828	76314
WUAT02008095.1	Potri.003G048150.1	6	2	6	2	0	4	0	2
WUAT02008098.1	Potri.010G052500.1	164	282	252	224	318	222	230	318
WUAT02008101.1	Potri.011G045500.1	8434	10596	7524	6712	9256	10824	8312	10258
WUAT02008102.1	Potri.001G397600.6	29832	34684	29106	18086	20976	24906	14348	19090
WUAT02008104.1	Potri.006G004400.2	7154	8620	8178	6456	8362	9250	16562	20600
WUAT02008105.1	Potri.013G046300.4	7760	7418	9086	6272	6616	8226	6724	7444
WUAT02008106.1	Potri.013G138490.1	5990	7198	8892	7162	7210	6972	7024	7146
WUAT02008107.1	Potri.005G220600.8	5178	5500	4002	2026	3168	4404	3408	3624
WUAT02008110.1	Potri.005G041101.3	14190	15824	16930	13170	21028	17638	23430	25722
WUAT02008111.1	Potri.010G166100.6	24170	31696	30748	27096	28844	28260	31586	31220
WUAT02008114.1	Potri.001G352400.1	15998	19600	21694	16624	49676	32586	39748	46422
WUAT02008115.1	Potri.016G023500.5	18694	18206	22118	19188	18462	19302	17732	20910
WUAT02008119.1	Potri.007G020100.1	1222	2500	1178	930	1582	1544	1432	1518
WUAT02008123.1	Potri.019G079200.3	14440	14496	11916	9324	11318	10294	11392	10420
WUAT02008125.1	Potri.013G042900.1	3092	4442	5490	3392	4354	5400	2656	3324
WUAT02008128.1	Potri.005G154350.1	816	712	696	556	1284	1336	1604	1096
WUAT02008133.1	Potri.004G029400.1	29916	33398	40670	28012	40258	37230	24508	29646
WUAT02008137.1	Potri.013G066600.1	4356	4778	5708	2780	4856	5152	3378	2696
WUAT02008142.1	Potri.013G162600.1	201194	218446	85068	38864	87832	86078	33024	31206
WUAT02008143.1	Potri.006G086200.1	1034	2920	2008	1210	1444	1380	3788	5706
WUAT02008144.1	Potri.016G073500.2	1022	996	674	1130	1296	1450	5572	5700
WUAT02008149.1	Potri.013G143400.2	1380	2390	1712	962	1504	1360	1082	1372
WUAT02008151.1	Potri.009G053800.1	42968	51426	44222	35026	41924	36976	31806	40296
WUAT02008155.1	Potri.002G003600.14	32490	39662	43796	35834	41680	48496	54092	52274
WUAT02008159.1	Potri.011G085200.3	350	348	284	112	120	198	52	548
WUAT02008160.1	Potri.003G045500.1	56902	69834	78866	80384	76212	66842	41174	56120
WUAT02008162.1	Potri.013G143400.2	2	6	4	16	2	2	34	18
WUAT02008164.1	Potri.001G441040.1	2526	4960	9558	3514	22892	27296	59736	43154
WUAT02008165.1	Potri.001G250200.2	178	278	108	70	180	168	144	68
WUAT02008167.1	Potri.001G097600.2	9512	8738	24610	9824	9748	20366	19680	32568
WUAT02008168.1	Potri.013G136466.1	18340	21026	25364	21012	30050	27552	38932	38280
WUAT02008169.1	Potri.006G202500.1	1042	548	374	140	148	294	462	138
WUAT02008170.1	Potri.001G026100.1	912	52	1006	1234	830	1020	772	1976
