Gene_ID	subject_id	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4
WUAT02007841.1	Potri.006G101800.6	16400	14902	16594	21674	30052	26112	33020	22160
WUAT02007844.1	Potri.011G073900.2	24570	21478	27422	28066	19044	23170	27286	23642
WUAT02007845.1	Potri.007G061781.1	7516	5672	6784	9072	6058	8872	7642	6100
WUAT02007846.1	Potri.001G157400.1	37644	49278	45476	45756	38516	49768	61788	45182
WUAT02007848.1	Potri.014G014700.4	4	0	0	6	0	0	0	0
WUAT02007849.1	Potri.013G151000.1	8630	10114	8224	9674	7396	7600	9788	8556
WUAT02007851.1	Potri.019G040100.15	470	210	344	642	370	536	420	684
WUAT02007853.1	Potri.013G133550.2	2518	2916	3280	3892	2026	4060	3112	3266
WUAT02007867.1	Potri.006G038400.4	2566	2170	2386	5042	1882	4810	3736	2170
WUAT02007868.1	Potri.005G033900.2	9418	6178	9588	14966	5048	7276	6686	6350
WUAT02007871.1	Potri.019G040100.15	2444	2328	2768	4438	2894	4680	2854	4168
WUAT02007872.1	Potri.010G227000.4	29618	34242	42828	40616	32870	35016	43986	51512
WUAT02007875.1	Potri.018G086700.1	96274	81758	107636	113044	170472	211386	209796	185824
WUAT02007878.1	Potri.003G091200.1	56	126	144	26	26	64	18	92
WUAT02007885.1	Potri.013G133550.2	3454	4474	2774	5034	4286	4322	3996	5110
WUAT02007886.1	Potri.019G068500.1	77754	75616	74910	94812	54674	58414	60752	76328
WUAT02007889.1	Potri.001G202100.1	35584	3450	4146	10188	734	2236	1552	18254
WUAT02007892.1	Potri.013G157900.1	233254	171170	214586	269930	102542	101948	153288	143142
WUAT02007894.1	Potri.013G105200.2	13146	7640	6208	7612	5180	6422	7478	6324
WUAT02007896.1	Potri.006G231200.4	173712	111046	114202	232640	63854	59496	64852	69920
WUAT02007898.1	Potri.013G141912.1	22284	19870	17546	26028	20262	20622	21910	17916
WUAT02007899.1	Potri.015G110000.3	9226	10886	9898	11958	12370	14504	13076	8612
WUAT02007903.1	Potri.012G133600.4	56640	58134	63252	78508	58828	71344	62398	60994
WUAT02007907.1	Potri.010G168700.1	52	46	46	82	16	26	10	16
WUAT02007908.1	Potri.018G034600.1	224	82	198	242	104	114	168	92
WUAT02007912.1	Potri.011G113575.1	1626	2222	2518	4874	2326	4026	3480	2030
WUAT02007921.1	Potri.003G031200.1	7458	5700	6414	8932	5794	6422	6772	6404
WUAT02007922.1	Potri.008G042400.2	17426	11880	17146	16566	7298	12006	9618	20144
WUAT02007923.1	Potri.016G075000.1	22	8	82	38	28	22	26	48
WUAT02007927.1	Potri.006G271200.2	19922	27178	24612	37190	24706	41410	28426	19768
WUAT02007930.1	Potri.010G052500.1	44014	38612	46894	49020	38518	37416	36270	40760
WUAT02007931.1	Potri.011G103401.1	256	124	382	438	96	452	296	454
WUAT02007933.1	Potri.013G138900.1	48	158	64	90	96	172	116	38
WUAT02007934.1	Potri.013G139670.1	68	32	22	46	32	128	72	120
WUAT02007939.1	Potri.006G144500.1	318	502	590	844	610	676	336	728
WUAT02007940.1	Potri.016G138700.2	20578	26130	23040	22668	16490	23496	24960	24082
WUAT02007947.1	Potri.004G064600.4	5072	4112	5084	7018	4226	6948	5364	5186
WUAT02007948.1	Potri.016G046600.1	30942	23510	34774	44100	26862	31096	34086	25878
WUAT02007950.1	Potri.019G132450.1	370	328	904	970	338	980	1524	618
WUAT02007951.1	Potri.013G133550.2	2130	3000	2976	3846	1456	2876	3686	3352
WUAT02007953.1	Potri.004G222900.1	5390	3876	4786	6800	3130	4512	4028	5056
WUAT02007955.1	Potri.013G133550.1	24	2	4	8	6	0	4	44
WUAT02007957.1	Potri.002G201300.1	36086	33866	34324	54434	29196	33288	35354	33692
WUAT02007966.1	Potri.013G162700.1	4074	8874	9010	7940	11536	11970	11318	7156
WUAT02007975.1	Potri.001G036100.4	6992	6592	6766	10558	5582	6242	7814	6312
WUAT02007976.1	Potri.016G128900.3	1336	648	564	2156	1240	1622	1554	1732
WUAT02007979.1	Potri.003G104300.4	2312	1416	1526	2628	1304	1258	1718	836
WUAT02007984.1	Potri.006G163301.1	9860	6574	8832	12306	6082	7008	7400	8872
WUAT02007987.1	Potri.014G128400.1	4020	3042	2984	4432	2130	2524	2826	3252
WUAT02007988.1	Potri.018G043700.1	24294	25076	24434	34370	25236	25568	24348	22082
WUAT02007989.1	Potri.012G058400.2	844	308	486	1492	380	582	532	924
WUAT02007990.1	Potri.012G024700.7	52894	31316	44784	103212	28444	48040	53910	21040
WUAT02007993.1	Potri.001G158900.3	49724	54708	56018	85030	40810	40352	51730	59434
WUAT02007997.1	Potri.013G143400.2	128	102	162	108	96	320	158	264
WUAT02007998.1	Potri.011G027800.1	9376	11594	9808	13678	16976	15242	17982	6932
WUAT02008002.1	Potri.004G038400.3	2630	2766	2772	4286	2286	5724	4286	3960
WUAT02008006.1	Potri.003G124200.2	2950	3166	3522	5430	4638	3686	4930	2712
WUAT02008007.1	Potri.001G266700.3	56636	63712	71252	72826	41870	71988	65352	60872
WUAT02008011.1	Potri.006G153900.1	32722	38424	31064	54382	45866	50686	45466	29622
WUAT02008012.1	Potri.002G245200.1	2096	1484	2020	2050	1588	2126	1754	2156
WUAT02008014.1	Potri.009G093500.1	8244	3958	5266	11224	3362	3580	3754	3734
WUAT02008015.1	Potri.010G034300.1	34	34	18	220	46	48	38	12
WUAT02008016.1	Potri.007G062061.1	37018	33184	39884	54846	43026	42578	47696	39610
WUAT02008021.1	Potri.018G005600.1	16200	10272	13036	15410	12660	14126	13264	11266
WUAT02008022.1	Potri.007G011600.3	378	504	592	1000	438	668	564	908
WUAT02008024.1	Potri.001G323600.8	2412	442	1810	3694	1032	3524	616	3006
WUAT02008026.1	Potri.005G251000.2	102842	98478	163378	85628	74834	133424	163296	195382
WUAT02008027.1	Potri.013G142100.1	2106	66	1682	664	1372	410	128	1516
WUAT02008029.1	Potri.002G261800.3	52092	32152	39414	51260	34500	29858	36476	46148
WUAT02008031.1	Potri.005G140200.3	4658	2760	3360	8830	1670	1708	2288	2294
WUAT02008033.1	Potri.013G136466.1	2970	728	996	5288	402	450	272	662
WUAT02008043.1	Potri.017G129100.14	11168	8928	12464	13902	22626	24920	24534	11318
WUAT02008044.1	Potri.014G097800.4	8996	5948	6682	10074	5852	7220	7210	6728
WUAT02008047.1	Potri.015G084800.1	14708	13656	19290	24122	19308	17752	16114	14562
WUAT02008053.1	Potri.013G145400.3	10240	8046	11950	14648	11024	6998	12346	7774
WUAT02008056.1	Potri.008G055500.7	48108	35386	34140	67440	22470	19744	24148	23690
WUAT02008057.1	Potri.012G058400.2	12	52	20	26	0	328	6356	18
WUAT02008067.1	Potri.012G031250.1	0	10	6	0	0	2	0	0
WUAT02008070.1	Potri.015G098900.5	7254	5968	7142	9464	4594	5374	5448	6686
WUAT02008071.1	Potri.011G032900.4	2732	3652	3686	4902	4510	4516	3586	3920
WUAT02008074.1	Potri.013G113000.1	70058	34546	56228	73452	30394	48428	45122	65064
WUAT02008075.1	Potri.004G016900.1	11836	13552	10844	13114	15074	17706	21174	15268
WUAT02008078.1	Potri.012G135200.2	34	10	38	46	34	18	12	12
WUAT02008079.1	Potri.013G138000.1	46554	38252	44162	59888	30060	38778	38234	37280
WUAT02008080.1	Potri.002G255800.4	22990	22220	26466	25370	19600	27600	29266	31370
WUAT02008083.1	Potri.010G077100.1	5228	5670	5922	7736	1678	4256	4168	3278
WUAT02008084.1	Potri.010G202100.1	2064	1736	3592	3940	1484	2306	3862	1844
WUAT02008087.1	Potri.006G136600.1	10988	5996	8430	14366	4728	5690	5784	5458
WUAT02008089.1	Potri.013G133550.2	64	22	76	58	66	74	48	144
WUAT02008092.1	Potri.013G143400.2	16532	13436	14306	21468	11460	15248	16794	19046
WUAT02008093.1	Potri.001G285600.4	108618	99146	97214	157872	69402	86414	80372	90748
WUAT02008095.1	Potri.003G048150.1	4	0	4	0	0	0	4	0
WUAT02008098.1	Potri.010G052500.1	254	172	190	602	414	578	280	218
WUAT02008101.1	Potri.011G045500.1	9904	11630	10370	15270	5992	9368	9858	12292
WUAT02008102.1	Potri.001G397600.6	31512	28230	26218	47386	18522	23976	23150	20170
WUAT02008104.1	Potri.006G004400.2	8700	6216	7252	7788	12416	16348	17218	8232
WUAT02008105.1	Potri.013G046300.4	7840	8230	7294	9002	6812	8758	7068	7108
WUAT02008106.1	Potri.013G138490.1	7698	6806	7828	10586	8724	8022	8366	5344
WUAT02008107.1	Potri.005G220600.8	5982	5966	4824	6864	2124	3292	2560	4164
WUAT02008110.1	Potri.005G041101.3	15886	18170	16496	19256	23630	23858	25962	16004
WUAT02008111.1	Potri.010G166100.6	28288	32524	34346	39106	23926	33268	37830	31278
WUAT02008114.1	Potri.001G352400.1	16294	25996	21764	33546	34220	44940	36174	18198
WUAT02008115.1	Potri.016G023500.5	17856	21064	24460	20880	21304	25614	29616	28442
WUAT02008119.1	Potri.007G020100.1	1656	1430	2070	2730	1088	2008	2456	1890
WUAT02008123.1	Potri.019G079200.3	14260	11968	14932	16612	10352	11884	11122	14888
WUAT02008125.1	Potri.013G042900.1	4904	3632	3280	5244	1908	4804	3806	4132
WUAT02008128.1	Potri.005G154350.1	982	796	934	1044	668	1542	930	818
WUAT02008133.1	Potri.004G029400.1	38998	34548	38450	55876	31860	34814	33646	31600
WUAT02008137.1	Potri.013G066600.1	5850	3708	3996	6292	4314	5302	3406	4734
WUAT02008142.1	Potri.013G162600.1	222610	207022	164022	210388	30046	29588	31262	156328
WUAT02008143.1	Potri.006G086200.1	1282	2174	3002	4292	942	5118	5164	2076
WUAT02008144.1	Potri.016G073500.2	1562	436	1304	2016	4220	4976	3318	1064
WUAT02008149.1	Potri.013G143400.2	1386	1646	1738	2564	1894	1412	1632	1094
WUAT02008151.1	Potri.009G053800.1	46864	45864	40694	60166	40204	44594	44234	40802
WUAT02008155.1	Potri.002G003600.14	34892	47714	45150	55926	51578	56850	52256	46166
WUAT02008159.1	Potri.011G085200.3	300	332	596	514	212	910	1190	244
WUAT02008160.1	Potri.003G045500.1	78998	65582	63230	124400	65976	66346	70722	59300
WUAT02008162.1	Potri.013G143400.2	0	24	2	8	2	4	0	28
WUAT02008164.1	Potri.001G441040.1	2650	13854	7530	11390	16430	85764	18920	7196
WUAT02008165.1	Potri.001G250200.2	168	84	126	362	92	106	130	76
WUAT02008167.1	Potri.001G097600.2	10284	26358	20942	11968	17408	19214	36028	25870
WUAT02008168.1	Potri.013G136466.1	19588	26986	26138	28704	30300	40670	32298	27706
WUAT02008169.1	Potri.006G202500.1	806	458	556	676	44	1308	410	322
WUAT02008170.1	Potri.001G026100.1	670	1524	396	1812	1016	1570	1066	1222
WUAT02008175.1	Potri.008G110800.1	174100	126796	20762	259722	2438	2720	1952	20946
WUAT02008178.1	Potri.003G094800.1	528	298	722	1220	286	514	400	428
WUAT02008180.1	Potri.017G069600.4	10570	10360	12846	13118	14206	13074	18058	14100
WUAT02008181.1	Potri.018G145800.2	28750	30538	36080	35560	27246	37174	41208	43202
WUAT02008182.1	Potri.014G175500.6	1898	1444	2094	2024	1866	3604	2372	1852
WUAT02008187.1	Potri.003G125700.3	5488	6468	8292	7662	3452	6302	4622	12036
WUAT02008188.1	Potri.010G052500.1	10	18	26	18	56	26	24	36
WUAT02008191.1	Potri.006G038400.4	25774	14442	20084	26670	11204	15754	13054	18718
WUAT02008196.1	Potri.015G121000.1	20970	23476	22190	29688	28202	30342	34784	26138
WUAT02008200.1	Potri.002G178200.1	53360	32674	60526	75440	65398	61068	50946	35634
WUAT02008201.1	Potri.001G450401.1	13894	4974	21694	42280	11052	38146	19398	14548
WUAT02008208.1	Potri.016G062500.6	1550	1224	2320	2170	1390	3598	2418	2136
WUAT02008209.1	Potri.001G004500.1	6214	4978	5950	9422	5952	5964	6362	4834
WUAT02008212.1	Potri.011G131300.1	7260	4760	8200	9610	3990	3994	4702	6928
WUAT02008213.1	Potri.005G160100.3	7584	8674	7736	14668	24098	19782	19278	11758
WUAT02008214.1	Potri.016G132600.1	14040	18374	21728	19224	27174	38768	31036	25964
WUAT02008222.1	Potri.007G061861.1	856	576	500	1206	826	1848	906	774
WUAT02008226.1	Potri.018G123200.1	16470	12046	17170	21130	14674	11838	14426	13180
WUAT02008227.1	Potri.003G151700.1	147922	149688	113696	193950	55906	61250	67050	105134
WUAT02008231.1	Potri.009G050100.5	532	608	1092	1164	728	1344	1154	1258
WUAT02008236.1	Potri.002G189400.1	2224	2510	2484	3934	1804	2796	2932	2400
WUAT02008242.1	Potri.014G135590.1	12	2	6	4	6	0	2	6
WUAT02008245.1	Potri.002G245700.2	13080	11452	9552	13584	11616	17484	15074	14176
WUAT02008246.1	Potri.012G031250.1	10260	10274	14832	14402	8696	14356	14026	12730
WUAT02008249.1	Potri.007G011500.6	1306	1686	1666	1724	4142	5292	5944	3454
WUAT02008250.1	Potri.009G030600.1	4162	2342	3752	5114	1898	1938	2792	3864
WUAT02008254.1	Potri.013G136466.1	32214	23202	31848	26066	22548	26984	29380	25096
WUAT02008259.1	Potri.009G014500.5	46180	22558	38300	58456	16388	28262	26786	41638
WUAT02008263.1	Potri.010G104500.1	35480	47766	38824	57442	57922	64594	65584	43784
WUAT02008266.1	Potri.006G143300.1	19138	16640	18432	20138	14892	22768	30500	26284
WUAT02008267.1	Potri.002G008800.1	734	696	796	1376	88	246	152	640
WUAT02008269.1	Potri.014G159300.5	10374	9228	10622	12494	10770	12274	12424	11304
WUAT02008272.1	Potri.013G133550.2	694	466	408	314	332	1056	754	310
WUAT02008276.1	Potri.001G349100.8	56688	38418	66344	59672	63974	116028	184400	153806
WUAT02008278.1	Potri.008G034900.1	1756	1490	1578	2130	1690	2426	1926	1654
WUAT02008280.1	Potri.011G074501.1	376	352	584	438	244	508	482	340
WUAT02008281.1	Potri.001G106951.1	76	58	48	200	30	50	96	56
WUAT02008284.1	Potri.011G110700.10	42416	26310	28378	70892	23836	23666	25184	22148
WUAT02008285.1	Potri.019G079200.3	554	1054	3576	786	2804	4464	1138	1442
WUAT02008286.1	Potri.015G008500.2	12510	14048	14904	19370	9986	15724	19096	14156
WUAT02008290.1	Potri.011G084150.1	30822	31118	37110	44718	37314	44400	36662	29066
WUAT02008291.1	Potri.014G185804.1	48	34	24	102	16	46	22	28
WUAT02008299.1	Potri.013G143400.2	33662	28566	29742	43058	27388	32638	30154	26818
WUAT02008301.1	Potri.004G138600.4	3542	2608	2972	4698	1996	3168	2592	2746
WUAT02008303.1	Potri.001G161400.8	21842	21528	29302	27394	26944	35766	33926	38452
WUAT02008304.1	Potri.016G000200.1	2088	2972	2642	5654	3794	3960	5014	2350
WUAT02008305.1	Potri.016G131900.1	83960	129722	37026	86618	209376	164490	271048	23220
WUAT02008308.1	Potri.003G161700.1	37076	26518	36030	43852	15234	18450	24100	38798
WUAT02008312.1	Potri.008G069000.2	35008	24060	22692	37136	6516	8658	7870	19188
WUAT02008313.1	Potri.005G107066.1	6690	5740	4908	5208	4354	10856	6958	4280
WUAT02008316.1	Potri.006G134400.1	24334	14800	15956	27218	16874	16040	16866	20712
WUAT02008317.1	Potri.013G133550.2	8420	7978	8290	11980	5154	14154	8146	7326
WUAT02008321.1	Potri.005G144200.2	11114	9454	11692	20184	10542	20718	12344	11454
WUAT02008326.1	Potri.019G028400.1	5696	10646	8138	11394	19060	11730	6146	5008
WUAT02008330.1	Potri.013G092500.1	854	1166	1052	1160	828	1122	1014	1302
WUAT02008334.1	Potri.009G167000.3	8184	2372	5174	2930	1742	3128	3980	1898
WUAT02008335.1	Potri.018G065800.4	11136	4638	8442	16546	4240	5802	5562	5624
WUAT02008341.1	Potri.005G063500.1	4698	5534	6382	5866	5764	9296	7252	3628
WUAT02008344.1	Potri.013G140850.1	31928	33144	34974	41452	24268	30910	36158	35102
WUAT02008353.1	Potri.001G256700.2	40042	29386	49942	44236	24042	18280	26522	44064
WUAT02008358.1	Potri.010G168500.11	11398	14754	10912	16778	11514	13190	11880	9676
WUAT02008362.1	Potri.010G052500.1	4972	3002	4966	8556	2058	3498	2536	5238
WUAT02008366.1	Potri.006G199400.1	5102	4208	4478	6766	3376	5774	5008	5072
WUAT02008367.1	Potri.013G139112.2	48	1856	2982	1686	366	4204	1126	250
WUAT02008371.1	Potri.016G138000.6	36188	28422	33438	45682	17364	27876	27518	36766
WUAT02008372.1	Potri.008G074800.1	15106	12244	14138	15108	13540	15560	14012	11252
WUAT02008376.1	Potri.007G045700.4	21368	15944	15464	27842	19686	21244	22878	20726
WUAT02008377.1	Potri.013G143400.2	558	1534	1864	702	2034	2296	2102	9590
WUAT02008384.1	Potri.001G102200.1	14790	15404	13968	17730	23442	24708	26000	15572
WUAT02008390.1	Potri.008G121500.1	32	32	38	86	152	72	70	76
WUAT02008391.1	Potri.010G241200.1	5092	3982	4564	9610	3400	2788	2744	2024
WUAT02008393.1	Potri.001G313900.1	30	2	26	26	18	8	26	40
WUAT02008394.1	Potri.013G010000.1	37592	37572	42960	57228	35724	39274	40656	43386
WUAT02008395.1	Potri.003G120600.1	410	566	270	424	472	410	408	424
WUAT02008397.1	Potri.005G039800.1	33568	12684	23032	41898	950	4930	2596	11686
WUAT02008398.1	Potri.015G023300.1	95976	74700	111806	113922	90030	109046	107244	118994
WUAT02008403.1	Potri.002G163200.3	201640	151114	126028	219912	19524	24884	26392	55392
WUAT02008407.1	Potri.003G168100.2	37218	39836	36202	50532	27344	33948	28944	31472
WUAT02008410.1	Potri.005G239500.1	21680	17416	17702	22266	16650	17538	21746	16536
WUAT02008413.1	Potri.008G095500.4	22968	13480	30636	40988	2500	4880	3040	14554
WUAT02008415.1	Potri.013G138900.1	296	200	240	240	280	262	264	304
WUAT02008416.1	Potri.001G176900.1	11104	9962	12196	15480	7166	9684	10086	14342
WUAT02008419.1	Potri.012G039300.1	10	0	2	12	58	4	102	14
WUAT02008420.1	Potri.014G143100.2	2986	2660	4396	3642	1818	1888	2110	3774
WUAT02008426.1	Potri.001G209500.3	3278	3074	2726	3600	2794	3558	2570	2794
WUAT02008431.1	Potri.006G127400.1	1742	2266	3008	2374	1146	1462	2360	2450
WUAT02008434.1	Potri.008G224210.1	50578	43608	43100	69154	49640	44530	44734	34274
WUAT02008435.1	Potri.013G136466.1	54	584	362	48	56	40	294	54
WUAT02008438.1	Potri.004G189400.2	112	38	16	20	14	4	10	112
WUAT02008442.1	Potri.012G031250.1	6	8	4	24	12	38	38	34
WUAT02008443.1	Potri.001G026000.3	24032	28756	31136	36658	23386	27380	31466	32644
WUAT02008444.1	Potri.012G031250.1	94070	104344	138902	123170	115706	160384	183428	176162
WUAT02008454.1	Potri.012G069700.2	18246	24674	18110	25648	15798	16726	19612	14554
WUAT02008456.1	Potri.005G091800.1	6142	4270	4348	7152	3604	3256	4206	6378
WUAT02008460.1	Potri.009G044300.1	46	32	68	90	46	126	66	108
WUAT02008461.1	Potri.010G231500.1	38478	37130	51228	38160	65894	80860	83842	64582
WUAT02008470.1	Potri.016G104900.1	2090	2770	4544	3484	4094	4622	4076	4436
WUAT02008476.1	Potri.002G224000.2	48	8	26	12	16	40	12	18
WUAT02008477.1	Potri.006G080700.2	19886	19222	16384	26644	21856	26554	28456	23806
WUAT02008485.1	Potri.008G046200.9	28438	27718	31158	48566	27338	37902	34742	31932
WUAT02008488.1	Potri.008G130200.8	26910	21146	25842	29256	24572	24378	22148	21116
WUAT02008491.1	Potri.002G221400.1	19644	21150	27862	30890	16976	22340	25268	41948
WUAT02008494.1	Potri.010G073100.1	54	62	34	100	84	126	72	72
WUAT02008496.1	Potri.003G201200.4	450	180	266	408	270	500	422	256
WUAT02008497.1	Potri.015G133700.1	14050	9820	14450	20022	12002	16976	13816	11258
WUAT02008498.1	Potri.008G071500.1	6532	3032	5202	4764	3626	11448	7200	5584
WUAT02008502.1	Potri.003G146500.1	4374	3924	3980	7220	5384	3356	3678	3950
WUAT02008506.1	Potri.003G220100.1	32192	37606	42270	49276	38312	53090	54508	41536
WUAT02008507.1	Potri.011G162900.1	320	40	200	348	424	20	16	78
WUAT02008511.1	Potri.013G133550.1	12968	11938	11592	17646	17122	17876	14752	7424
WUAT02008515.1	Potri.006G165100.8	58920	63728	60730	71252	80390	80808	84044	65060
WUAT02008519.1	Potri.013G085500.1	4550	3884	5158	7122	3126	4654	5104	5732
WUAT02008522.1	Potri.002G235700.5	32848	37516	33922	42730	29188	36656	37840	31620
WUAT02008524.1	Potri.018G124100.3	9624	6390	8580	10532	8036	7994	11248	8634
WUAT02008525.1	Potri.002G090900.5	286	228	342	328	398	256	544	328
WUAT02008528.1	Potri.011G037000.5	6	24	0	24	10	14	38	26
WUAT02008529.1	Potri.001G018600.2	83360	72578	102158	82190	76984	101954	128018	149300
WUAT02008533.1	Potri.002G034200.2	10190	7890	9458	12874	10216	11756	11332	10110
WUAT02008534.1	Potri.009G153600.2	7434	4792	4196	7074	10302	8410	7974	4554
WUAT02008540.1	Potri.009G026000.2	23132	19192	19192	33326	2304	3846	5412	14782
WUAT02008543.1	Potri.004G125150.1	482	216	304	336	12	32	44	610
WUAT02008551.1	Potri.011G153400.1	61290	49898	63030	89450	50682	65452	55686	54030
WUAT02008555.1	Potri.004G196200.2	1266	1560	2206	2338	1916	2914	2454	1842
WUAT02008560.1	Potri.002G103300.1	87722	129670	103618	141732	147102	208070	154608	104710
WUAT02008562.1	Potri.019G009700.3	198	132	108	150	36	62	6	62
WUAT02008563.1	Potri.012G061000.2	19404	14184	19080	22334	14410	14866	15090	19430
WUAT02008566.1	Potri.007G061721.1	1948	3216	3024	1994	3072	2332	3876	2788
WUAT02008569.1	Potri.011G141400.1	8334	12186	12574	12524	9054	13146	16532	11734
WUAT02008574.1	Potri.010G158250.4	117000	72478	88030	129580	91668	93150	95684	80362
WUAT02008576.1	Potri.013G143400.2	64	34	32	60	48	34	24	30
WUAT02008578.1	Potri.001G390800.3	6116	4304	6258	8908	4122	8658	6752	4808
WUAT02008581.1	Potri.013G163200.1	210	368	16	314	144	478	2	188
WUAT02008582.1	Potri.016G143100.1	6888	7174	12402	16862	12448	15338	11228	10340
WUAT02008583.1	Potri.001G233400.10	31870	29078	31098	50222	27662	32392	35872	27458
WUAT02008587.1	Potri.007G062242.1	14828	7338	180854	16424	7578	12672	12872	11408
WUAT02008589.1	Potri.008G035600.10	5104	2852	4728	5560	3218	6560	6476	7084
WUAT02008593.1	Potri.013G066640.1	154	88	152	170	64	0	206	148
WUAT02008595.1	Potri.014G043700.1	23536	18922	23174	30134	16680	20462	21522	21168
WUAT02008596.1	Potri.013G143400.2	70672	77546	100014	121708	53982	77652	67704	60244
WUAT02008597.1	Potri.008G224210.1	18	58	16	134	4	274	150	32
WUAT02008598.1	Potri.001G124200.1	4530	4580	5420	4920	4572	2698	2440	3142
WUAT02008600.1	Potri.010G052500.1	300	46	70	30	42	286	82	232
WUAT02008601.1	Potri.014G095400.1	568	278	1904	964	410	348	380	932
WUAT02008605.1	Potri.004G174600.2	14728	19980	18236	30880	17290	21116	18014	19072
WUAT02008609.1	Potri.013G143400.2	53102	39884	51992	69816	38518	42250	46174	38412
WUAT02008611.1	Potri.010G117400.1	38	52	32	80	44	38	94	24
WUAT02008612.1	Potri.013G141912.1	12	6	0	0	4	0	4	6
WUAT02008614.1	Potri.007G047700.1	3270	2020	3008	3538	3812	2708	3892	2066
WUAT02008615.1	Potri.012G066900.5	6854	5594	5848	8178	6500	6904	6952	6026
WUAT02008618.1	Potri.001G309500.3	295136	272354	229738	398472	195174	176894	206098	213348
WUAT02008620.1	Potri.001G468100.2	71094	38122	42368	107218	9518	15816	13220	29200
WUAT02008627.1	Potri.013G041400.1	16292	12282	16200	28010	2826	4736	3316	9886
WUAT02008633.1	Potri.013G137900.2	7712	6634	6210	10460	6086	6766	6156	5556
WUAT02008637.1	Potri.008G221801.2	2364	2202	2600	3476	2178	3912	3912	2380
WUAT02008641.1	Potri.005G107600.1	1886	1714	1630	2966	1172	3086	1818	1216
WUAT02008646.1	Potri.001G305400.1	17678	16770	25764	35434	25466	26412	30302	21442
