Gene_ID	subject_id	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
WUAT02008102.1	Potri.001G397600.6	34336	25974	28412	27124	20412	19596	22380	21558
WUAT02008104.1	Potri.006G004400.2	7606	6746	6048	6816	8960	22560	15582	18236
WUAT02008105.1	Potri.013G046300.4	8640	6978	8984	6084	6550	7444	6880	8148
WUAT02008106.1	Potri.013G138490.1	7824	6248	6156	6056	6654	7616	10552	7630
WUAT02008107.1	Potri.005G220600.8	3252	3942	3642	4398	3670	2672	3388	2762
WUAT02008110.1	Potri.005G041101.3	16072	13918	15254	12020	18088	28794	21174	27482
WUAT02008111.1	Potri.010G166100.6	29684	24242	26530	24748	27236	33716	33988	38264
WUAT02008114.1	Potri.001G352400.1	13498	15620	16760	17100	39072	35292	47230	43664
WUAT02008115.1	Potri.016G023500.5	15678	17374	17572	16814	23076	24466	27128	30228
WUAT02008119.1	Potri.007G020100.1	1918	1542	1214	1574	1600	1332	1416	1368
WUAT02008123.1	Potri.019G079200.3	14302	12030	12356	13116	9936	8818	12686	10220
WUAT02008125.1	Potri.013G042900.1	4782	2774	4720	3894	3502	4276	4330	4042
WUAT02008128.1	Potri.005G154350.1	696	610	560	592	712	754	1252	1058
WUAT02008133.1	Potri.004G029400.1	40668	31744	34746	32374	28254	33044	39760	31772
WUAT02008137.1	Potri.013G066600.1	8210	3736	3350	4470	4100	4814	4016	3232
WUAT02008142.1	Potri.013G162600.1	118086	117798	190620	122618	91018	24164	50168	35990
WUAT02008143.1	Potri.006G086200.1	3328	734	1208	2722	1886	1442	2732	3300
WUAT02008144.1	Potri.016G073500.2	1192	924	1294	1036	968	6142	6076	3904
WUAT02008149.1	Potri.013G143400.2	1970	1418	1646	1318	1122	962	1754	1150
WUAT02008151.1	Potri.009G053800.1	45746	38466	42800	38474	44956	40474	48280	42416
WUAT02008155.1	Potri.002G003600.14	38040	30746	35710	35980	44314	53212	61606	55656
WUAT02008159.1	Potri.011G085200.3	356	138	264	308	160	610	192	74
WUAT02008160.1	Potri.003G045500.1	99764	72050	68298	75718	55552	52782	107162	75732
WUAT02008162.1	Potri.013G143400.2	0	6	6	4	16	0	2	12
WUAT02008164.1	Potri.001G441040.1	2484	3164	4882	11548	10478	28706	45432	29688
WUAT02008165.1	Potri.001G250200.2	148	196	136	230	194	130	300	94
WUAT02008167.1	Potri.001G097600.2	20748	11126	16768	11082	15858	23224	46526	33086
WUAT02008168.1	Potri.013G136466.1	20896	17488	18406	19874	31554	37098	46714	42650
WUAT02008169.1	Potri.006G202500.1	1458	524	1250	1042	186	78	316	242
WUAT02008170.1	Potri.001G026100.1	1246	572	918	1128	1322	2140	1188	170
WUAT02008175.1	Potri.008G110800.1	125566	72128	198504	115034	55546	1550	4752	2980
WUAT02008178.1	Potri.003G094800.1	966	480	830	516	378	314	502	436
WUAT02008180.1	Potri.017G069600.4	11128	9062	10148	8262	9458	13042	19284	16638
WUAT02008181.1	Potri.018G145800.2	29626	26720	25044	28078	24924	34164	40188	39978
WUAT02008182.1	Potri.014G175500.6	1818	1688	1512	1590	1182	1920	2860	2106
WUAT02008187.1	Potri.003G125700.3	3658	2224	3926	5676	2020	4454	6330	7090
WUAT02008188.1	Potri.010G052500.1	18	40	28	2	8	34	14	46
WUAT02008191.1	Potri.006G038400.4	19840	15812	16140	17520	15384	13000	16772	15952
WUAT02008196.1	Potri.015G121000.1	20304	16032	21912	15814	26146	38130	34304	37676
WUAT02008200.1	Potri.002G178200.1	57944	49308	48524	40916	52382	72172	54948	50176
WUAT02008201.1	Potri.001G450401.1	30922	24208	40918	18716	13376	10240	11200	27622
WUAT02008208.1	Potri.016G062500.6	1662	1682	1540	1606	1106	2254	3998	2342
WUAT02008209.1	Potri.001G004500.1	8790	6422	4278	6480	6112	4524	8806	4822
WUAT02008212.1	Potri.011G131300.1	6846	5902	8534	6318	4774	3694	4914	5004
WUAT02008213.1	Potri.005G160100.3	8900	8220	6050	8714	14516	37490	23004	13890
WUAT02008214.1	Potri.016G132600.1	17212	17428	13792	14652	15380	40382	37954	39022
WUAT02008222.1	Potri.007G061861.1	358	618	610	630	1228	948	690	920
WUAT02008226.1	Potri.018G123200.1	12302	11390	15384	10566	11940	12854	16482	14244
WUAT02008227.1	Potri.003G151700.1	94002	92758	138160	107444	99114	54030	83430	79416
WUAT02008231.1	Potri.009G050100.5	634	854	454	446	550	2216	1554	1086
WUAT02008236.1	Potri.002G189400.1	2386	1510	2226	1982	2374	2806	2720	3192
WUAT02008242.1	Potri.014G135590.1	2	0	0	4	0	6	24	14
WUAT02008245.1	Potri.002G245700.2	11136	11972	10094	10856	10940	10860	14716	13230
WUAT02008246.1	Potri.012G031250.1	11024	7914	10216	9032	11010	12256	12754	11204
WUAT02008249.1	Potri.007G011500.6	1566	1842	1252	1790	1690	3456	4604	5730
WUAT02008250.1	Potri.009G030600.1	2026	2262	3300	2472	2790	2350	4016	3070
WUAT02008254.1	Potri.013G136466.1	27732	21580	22990	21082	16586	20120	32140	35468
WUAT02008259.1	Potri.009G014500.5	47510	33364	27400	35444	27772	24266	33558	35260
WUAT02008263.1	Potri.010G104500.1	47436	26668	28526	30458	46606	60498	80772	65916
WUAT02008266.1	Potri.006G143300.1	16200	16926	16158	15598	16788	22678	29288	30354
WUAT02008267.1	Potri.002G008800.1	582	1506	1494	884	382	96	230	220
WUAT02008269.1	Potri.014G159300.5	10356	9762	9826	8980	10062	11978	12702	12188
WUAT02008272.1	Potri.013G133550.2	690	548	426	358	364	1254	886	478
WUAT02008276.1	Potri.001G349100.8	91534	62038	50724	50936	41542	140316	164796	124176
WUAT02008278.1	Potri.008G034900.1	2216	1454	1412	1574	1258	1558	2136	1924
WUAT02008280.1	Potri.011G074501.1	422	320	318	330	368	382	574	340
WUAT02008281.1	Potri.001G106951.1	36	146	64	92	166	128	492	40
WUAT02008284.1	Potri.011G110700.10	54930	26934	39520	33376	29600	22738	29682	26266
WUAT02008285.1	Potri.019G079200.3	1760	704	3620	698	618	3658	8212	3080
WUAT02008286.1	Potri.015G008500.2	11736	11242	11866	11820	12418	15296	16936	15486
WUAT02008290.1	Potri.011G084150.1	38498	30558	32926	28862	25782	32636	46450	41076
WUAT02008291.1	Potri.014G185804.1	74	6	42	14	32	16	80	166
WUAT02008299.1	Potri.013G143400.2	34452	30858	29104	27648	25532	28312	32826	31000
WUAT02008301.1	Potri.004G138600.4	3282	2840	3058	2554	3034	3044	2920	3216
WUAT02008303.1	Potri.001G161400.8	26766	25036	23444	27498	18106	35202	35078	32416
WUAT02008304.1	Potri.016G000200.1	4488	2290	2800	2648	3640	3592	4476	4008
WUAT02008305.1	Potri.016G131900.1	58070	18478	33030	65690	142908	308498	374302	176114
WUAT02008308.1	Potri.003G161700.1	30120	32940	35218	28952	31318	13372	29310	19542
WUAT02008312.1	Potri.008G069000.2	17634	20012	24184	23526	19214	6572	10580	5990
WUAT02008313.1	Potri.005G107066.1	4782	4424	5114	3862	4888	11334	9380	4966
WUAT02008316.1	Potri.006G134400.1	18540	17522	18394	15496	17518	13280	14282	15130
WUAT02008317.1	Potri.013G133550.2	10212	7554	5856	9034	7670	9826	11152	9684
WUAT02008321.1	Potri.005G144200.2	12164	9842	8756	12602	11608	14408	17130	21198
WUAT02008326.1	Potri.019G028400.1	5884	8976	5930	8652	15530	14806	13372	8558
WUAT02008330.1	Potri.013G092500.1	790	904	870	758	764	994	1264	728
WUAT02008334.1	Potri.009G167000.3	2082	7434	11490	1884	2186	2400	4264	2350
WUAT02008335.1	Potri.018G065800.4	11660	7578	7048	7764	6252	4590	4890	5300
WUAT02008341.1	Potri.005G063500.1	4154	2890	5326	3704	4022	6562	5434	5018
WUAT02008344.1	Potri.013G140850.1	23282	23704	26732	24212	28780	30830	32180	34284
WUAT02008353.1	Potri.001G256700.2	61128	38348	37540	43366	25516	52918	32576	19720
WUAT02008358.1	Potri.010G168500.11	9990	8866	9474	9396	18106	10134	11192	14560
WUAT02008362.1	Potri.010G052500.1	4382	4944	5968	6782	5180	1996	3720	2440
WUAT02008366.1	Potri.006G199400.1	5900	4214	5794	3622	4238	3674	4978	4320
WUAT02008367.1	Potri.013G139112.2	1510	268	728	1836	898	3784	810	1144
WUAT02008371.1	Potri.016G138000.6	28814	27098	31768	27776	27948	23608	28662	30430
WUAT02008372.1	Potri.008G074800.1	13534	9586	11106	9890	10046	13782	18952	19834
WUAT02008376.1	Potri.007G045700.4	17662	16486	16432	16930	19198	15074	26054	19884
WUAT02008377.1	Potri.013G143400.2	650	536	1160	846	446	2264	4336	2102
WUAT02008384.1	Potri.001G102200.1	14100	10686	13076	11226	24140	32504	27286	31164
WUAT02008390.1	Potri.008G121500.1	30	78	18	64	38	88	72	34
WUAT02008391.1	Potri.010G241200.1	5932	4792	5132	3922	2576	2780	4580	2870
WUAT02008393.1	Potri.001G313900.1	10	16	36	8	22	10	26	10
WUAT02008394.1	Potri.013G010000.1	35394	42486	35110	36366	40272	35900	40022	39182
WUAT02008395.1	Potri.003G120600.1	858	632	220	184	644	552	916	460
WUAT02008397.1	Potri.005G039800.1	41954	16380	26428	25224	10642	2276	5922	3698
WUAT02008398.1	Potri.015G023300.1	104270	93656	88060	85034	92538	111422	124218	104502
WUAT02008403.1	Potri.002G163200.3	190706	123786	209910	214762	187754	24570	48614	30702
WUAT02008407.1	Potri.003G168100.2	32166	33380	37328	38402	39878	31722	38600	39320
WUAT02008410.1	Potri.005G239500.1	22268	19488	20268	14682	14806	18174	30482	22456
WUAT02008413.1	Potri.008G095500.4	19522	20794	23396	19008	4450	3222	6554	5038
WUAT02008415.1	Potri.013G138900.1	316	216	256	212	228	450	442	494
WUAT02008416.1	Potri.001G176900.1	9768	9676	11674	9998	8134	9842	10766	11638
WUAT02008419.1	Potri.012G039300.1	2	84	14	8	2	0	24	4
WUAT02008420.1	Potri.014G143100.2	2710	4520	3404	3474	2960	1260	3744	1534
WUAT02008426.1	Potri.001G209500.3	3472	2336	2470	1918	2772	2988	3190	3058
WUAT02008431.1	Potri.006G127400.1	1654	1648	1474	1480	1284	2096	2272	1686
WUAT02008434.1	Potri.008G224210.1	55582	39288	53262	38856	47396	42064	48752	53444
WUAT02008435.1	Potri.013G136466.1	156	24	94	28	32	94	60	176
WUAT02008438.1	Potri.004G189400.2	8	88	8	18	76	10	2	8
WUAT02008442.1	Potri.012G031250.1	12	40	12	16	4	4	6	8
WUAT02008443.1	Potri.001G026000.3	23236	22554	22032	22400	23418	28398	34150	31200
WUAT02008444.1	Potri.012G031250.1	111560	97316	113042	118554	95666	139376	201142	199596
WUAT02008454.1	Potri.012G069700.2	17834	16370	19490	14912	16734	17324	20370	18740
WUAT02008456.1	Potri.005G091800.1	5854	3716	4736	4516	4106	4316	5726	4788
WUAT02008460.1	Potri.009G044300.1	54	86	42	92	46	70	68	68
WUAT02008461.1	Potri.010G231500.1	37070	44962	41158	32774	42640	103074	87210	91078
WUAT02008470.1	Potri.016G104900.1	2826	2142	3066	2434	2176	3942	6800	5144
WUAT02008476.1	Potri.002G224000.2	8	26	74	14	14	48	2	20
WUAT02008477.1	Potri.006G080700.2	21744	19816	19014	17292	16712	18592	26364	22154
WUAT02008485.1	Potri.008G046200.9	35334	28948	31380	29438	24242	27166	35080	37514
WUAT02008488.1	Potri.008G130200.8	24480	21124	20882	19862	18008	25166	26256	42912
WUAT02008491.1	Potri.002G221400.1	19048	14364	23152	21760	10242	20340	25594	30450
WUAT02008494.1	Potri.010G073100.1	70	24	84	42	48	74	84	220
WUAT02008496.1	Potri.003G201200.4	296	304	244	184	224	254	330	180
WUAT02008497.1	Potri.015G133700.1	13772	12918	13162	11442	14010	13514	14294	10874
WUAT02008498.1	Potri.008G071500.1	5142	4664	4478	2916	2060	5938	5834	7600
WUAT02008502.1	Potri.003G146500.1	4850	4304	4398	3616	6120	4018	5542	4042
WUAT02008506.1	Potri.003G220100.1	35948	30916	30614	33272	32628	52188	59106	49246
WUAT02008507.1	Potri.011G162900.1	186	164	84	136	130	54	258	120
WUAT02008511.1	Potri.013G133550.1	12012	10950	11060	10898	16644	13142	14408	17526
WUAT02008515.1	Potri.006G165100.8	58182	41862	53314	53110	69324	86448	89814	82776
WUAT02008519.1	Potri.013G085500.1	6422	4274	4472	3948	6124	4802	5328	5102
WUAT02008522.1	Potri.002G235700.5	37926	29032	26612	34114	32256	34412	42942	37504
WUAT02008524.1	Potri.018G124100.3	9326	5744	8022	6352	8270	9720	10146	7722
WUAT02008525.1	Potri.002G090900.5	276	194	220	292	280	310	158	344
WUAT02008528.1	Potri.011G037000.5	0	6	10	14	8	14	8	24
WUAT02008529.1	Potri.001G018600.2	86366	74572	82390	66318	69058	121760	139466	122638
WUAT02008533.1	Potri.002G034200.2	10964	6592	9588	7964	9226	10318	12594	11428
WUAT02008534.1	Potri.009G153600.2	4870	3192	6328	3172	4064	7350	8828	10122
WUAT02008540.1	Potri.009G026000.2	14376	15750	21566	17994	13870	3086	5826	4064
WUAT02008543.1	Potri.004G125150.1	410	136	298	194	100	54	258	218
WUAT02008551.1	Potri.011G153400.1	67126	52628	49360	57374	49852	60142	69058	59302
WUAT02008555.1	Potri.004G196200.2	1630	1166	1792	1452	1082	1952	2584	1728
WUAT02008560.1	Potri.002G103300.1	74372	74428	90682	82042	157196	165134	197052	201052
WUAT02008562.1	Potri.019G009700.3	202	42	30	118	88	56	302	100
WUAT02008563.1	Potri.012G061000.2	18948	14424	16878	15044	16402	13144	15792	16590
WUAT02008566.1	Potri.007G061721.1	1950	2542	2486	1752	3116	2478	2244	3548
WUAT02008569.1	Potri.011G141400.1	9110	7694	8498	8034	9740	12384	14296	13800
WUAT02008574.1	Potri.010G158250.4	113762	75874	112212	77142	94806	87460	104362	100160
WUAT02008576.1	Potri.013G143400.2	42	30	24	44	70	68	52	38
WUAT02008578.1	Potri.001G390800.3	8394	4152	5198	4972	4160	5000	5506	5836
WUAT02008581.1	Potri.013G163200.1	568	10	102	176	266	164	1148	270
WUAT02008582.1	Potri.016G143100.1	10536	10904	9388	11296	15794	16832	20886	13958
WUAT02008583.1	Potri.001G233400.10	34762	23138	29804	25324	31374	30934	46096	34080
WUAT02008587.1	Potri.007G062242.1	10078	12646	10082	13696	12628	12232	9102	14720
WUAT02008589.1	Potri.008G035600.10	4172	4588	2354	4146	5152	6238	5842	2134
WUAT02008593.1	Potri.013G066640.1	2	140	158	156	14	164	8	140
WUAT02008595.1	Potri.014G043700.1	23912	18386	20760	19738	21682	18174	21492	24214
WUAT02008596.1	Potri.013G143400.2	105172	82810	78730	81978	52928	60942	101930	64386
WUAT02008597.1	Potri.008G224210.1	12	2	56	22	34	34	0	18
WUAT02008598.1	Potri.001G124200.1	3238	4224	4178	3042	2976	5366	3738	2384
WUAT02008600.1	Potri.010G052500.1	130	154	270	2	104	228	420	38
WUAT02008601.1	Potri.014G095400.1	1516	654	448	612	296	228	806	780
WUAT02008605.1	Potri.004G174600.2	10646	12706	15370	15438	27710	16586	23188	26660
WUAT02008609.1	Potri.013G143400.2	61704	51106	49014	41040	35430	38272	46568	36128
WUAT02008611.1	Potri.010G117400.1	120	48	38	78	30	88	108	38
WUAT02008612.1	Potri.013G141912.1	0	6	4	0	4	12	4	6
WUAT02008614.1	Potri.007G047700.1	3416	2736	1656	2130	1836	2584	5490	3096
WUAT02008615.1	Potri.012G066900.5	6110	5246	6820	4984	7100	6778	7488	7268
WUAT02008618.1	Potri.001G309500.3	264908	216478	260358	225432	207536	204150	248490	186394
WUAT02008620.1	Potri.001G468100.2	62096	42848	81206	46964	48280	17556	20410	16200
WUAT02008627.1	Potri.013G041400.1	15392	13822	14278	14236	6016	2930	7228	3952
WUAT02008633.1	Potri.013G137900.2	8484	5428	6468	6578	6060	5724	7636	6714
WUAT02008637.1	Potri.008G221801.2	2086	3308	2072	1966	2216	2906	3238	3192
WUAT02008641.1	Potri.005G107600.1	2094	1426	1470	1814	1264	1408	2478	2152
WUAT02008646.1	Potri.001G305400.1	17986	18828	19406	17944	22564	27752	32878	26530
WUAT02008650.1	Potri.006G105100.1	35054	40454	41586	28370	32174	53746	43694	32526
WUAT02008651.1	Potri.006G102000.3	11314	9682	8818	9766	9394	12168	13562	11188
WUAT02008656.1	Potri.013G061200.1	20806	11924	13796	12314	18022	79774	61690	74674
WUAT02008659.1	Potri.012G024400.1	4478	4870	5148	3732	6700	11968	9668	13000
WUAT02008668.1	Potri.013G143400.2	1954	1842	1346	1516	978	2654	4186	4554
WUAT02008676.1	Potri.004G083200.1	5262	1292	4180	4458	4220	4626	5760	3914
WUAT02008677.1	Potri.010G099200.1	21868	19978	23744	17242	17476	17732	21880	16814
WUAT02008679.1	Potri.006G222000.1	2	0	0	0	2	0	0	0
WUAT02008681.1	Potri.001G004200.3	11152	10146	10650	9212	11976	15956	14476	15134
WUAT02008684.1	Potri.002G044300.1	21946	18788	19184	20240	15970	28526	39114	40548
WUAT02008686.1	Potri.012G039300.1	8584	8398	8596	8222	8822	9228	12146	11160
WUAT02008690.1	Potri.006G060900.3	40814	25412	35860	26416	29976	35556	46862	50636
WUAT02008691.1	Potri.009G151500.2	11258	11456	12606	11258	11494	11862	15544	12798
WUAT02008692.1	Potri.002G043200.1	31790	19852	24762	26468	31198	35624	43136	52112
WUAT02008695.1	Potri.003G120600.1	26356	24238	24308	21350	35294	40856	43870	45354
WUAT02008696.1	Potri.013G163200.1	0	16	0	0	0	2	4	6
WUAT02008697.1	Potri.013G016800.2	36466	31346	35028	28072	33354	34862	39102	33744
WUAT02008699.1	Potri.018G034700.1	7956	6992	8370	6970	9206	8076	9832	8978
WUAT02008700.1	Potri.013G133550.2	23314	26572	28322	20258	34374	35830	42934	31248
WUAT02008701.1	Potri.013G143400.2	26	28	12	34	54	60	64	118
WUAT02008703.1	Potri.018G077766.8	7322	4846	4746	4944	4232	4934	7984	6166
WUAT02008705.1	Potri.007G062242.2	3232	2698	5484	2548	8690	10168	5298	3832
WUAT02008709.1	Potri.013G074800.1	70	52	134	72	74	58	84	120
WUAT02008712.1	Potri.007G107200.1	8640	7240	6722	6932	9502	10214	13804	12150
WUAT02008713.1	Potri.018G150000.7	20590	32154	30878	29378	26666	23410	24768	28818
WUAT02008718.1	Potri.002G231250.3	19290	18934	23176	27838	52432	21042	93464	33952
WUAT02008719.1	Potri.015G088200.4	9410	8058	8720	8568	9480	9348	10006	12176
WUAT02008723.1	Potri.007G026200.3	33336	35108	24162	22410	21300	17046	27190	21924
WUAT02008726.1	Potri.001G134425.1	8018	7020	7578	8608	11194	14552	13618	17180
WUAT02008730.1	Potri.014G056400.1	1898	2742	1994	1362	2264	978	3100	870
WUAT02008731.1	Potri.001G310500.4	35634	24414	22770	31472	42666	53286	55558	55050
WUAT02008739.1	Potri.014G195500.2	10	12	6	10	0	4	2	4
WUAT02008740.1	Potri.001G142300.10	18954	15724	17436	15572	16522	15300	22324	20286
WUAT02008745.1	Potri.007G062402.1	616	358	324	654	532	552	602	792
WUAT02008749.1	Potri.013G150800.4	7850	10168	10732	9750	7756	4038	6014	5998
WUAT02008754.1	Potri.013G008200.1	16392	16322	14320	18962	8428	5740	3800	6126
WUAT02008758.1	Potri.016G043500.2	87890	72442	73010	77702	64308	73424	119270	100972
WUAT02008763.1	Potri.009G037900.3	10396	13332	11864	12968	14678	12022	14168	11592
WUAT02008768.1	Potri.008G126600.1	14	46	52	22	48	22	276	78
WUAT02008771.1	Potri.008G188000.1	104614	89496	95386	94532	50898	53366	67808	49764
WUAT02008778.1	Potri.003G097700.5	2538	1564	2438	1518	2132	2450	3094	2270
WUAT02008780.1	Potri.014G070900.1	23722	20054	21790	19956	15480	21484	22162	22788
WUAT02008789.1	Potri.010G199100.2	1522	2284	2314	2024	1236	720	1674	1002
WUAT02008793.1	Potri.004G104800.4	6896	10478	11604	9440	10082	3410	3586	5290
WUAT02008794.1	Potri.003G197200.3	77238	57872	74578	60866	72694	80560	95498	92818
WUAT02008800.1	Potri.001G183100.1	84800	67114	61800	72952	45610	48340	81674	54936
WUAT02008804.1	Potri.001G043200.2	1590	2408	2294	1684	2578	2606	3012	1224
WUAT02008807.1	Potri.015G061001.4	21760	24038	22980	24900	18342	25278	27168	27248
WUAT02008808.1	Potri.001G142200.1	1180	526	1004	1130	954	3064	3472	1536
WUAT02008813.1	Potri.006G085400.2	63382	50238	54636	50242	61832	58640	73718	61812
WUAT02008821.1	Potri.013G047300.2	54966	45376	42488	52254	127996	129494	95298	87618
WUAT02008822.1	Potri.018G006100.1	15052	11174	13264	11500	12366	13324	15728	12750
WUAT02008826.1	Potri.002G143200.1	23790	20690	22638	22092	17034	18628	24928	20022
WUAT02008827.1	Potri.017G123700.1	16590	17566	21590	12954	9854	6368	6866	7970
WUAT02008835.1	Potri.001G312800.9	7580	7848	6158	10348	4138	4872	6544	5666
WUAT02008839.1	Potri.002G031550.1	13174	9134	9864	9398	13680	12896	16072	12648
WUAT02008845.1	Potri.005G191300.1	19850	21488	24252	17504	36214	27340	21976	20564
WUAT02008848.1	Potri.007G097700.2	11350	9406	8808	10948	7410	11628	21064	19590
WUAT02008849.1	Potri.005G000100.2	17590	12834	12446	15330	11440	18728	23312	23736
WUAT02008852.1	Potri.018G074300.1	19956	17924	24430	19808	22594	23546	31284	33768
WUAT02008853.1	Potri.001G101700.6	37680	27740	36208	31698	30042	23988	28238	25262
WUAT02008857.1	Potri.016G098600.1	62570	55472	65470	60920	61094	83510	114540	108666
WUAT02008863.1	Potri.006G281200.1	24142	21518	22762	22158	21702	24528	25882	24430
WUAT02008871.1	Potri.014G185948.1	1358	1596	848	774	1514	3910	2558	1014
WUAT02008874.1	Potri.019G092500.1	4	0	6	14	2	56	16	24
WUAT02008875.1	Potri.014G115500.1	8468	8158	7382	6680	14320	12612	12328	13638
WUAT02008879.1	Potri.003G043500.1	47428	35476	39722	39378	49012	52462	58558	53620
WUAT02008880.1	Potri.004G125150.1	462	686	658	414	478	632	620	1138
WUAT02008883.1	Potri.003G040800.1	2310	1366	1468	1558	1248	1206	1796	2260
WUAT02008884.1	Potri.013G142232.5	38232	33814	46388	46174	58570	62116	63772	79410
WUAT02008890.1	Potri.013G143400.2	1660	1018	1060	1104	1114	4398	6418	2960
WUAT02008893.1	Potri.005G204100.4	7442	7324	6848	7246	6658	6560	7032	6742
WUAT02008894.1	Potri.008G022248.1	40918	40394	38988	34296	26892	31466	35542	37464
WUAT02008899.1	Potri.013G162600.1	1758	3052	864	2332	1118	2826	2086	1794
WUAT02008900.1	Potri.017G079800.6	3792	3346	3880	3090	3498	3870	5044	3226
WUAT02008901.1	Potri.013G141912.1	60	76	40	152	78	22	78	70
WUAT02008902.1	Potri.006G163301.1	26478	20348	23196	26088	18130	13694	16262	21332
WUAT02008905.1	Potri.016G094201.1	6	8	20	10	8	10	8	2
WUAT02008906.1	Potri.001G139400.2	12984	12876	14734	9196	16124	19366	24458	14904
WUAT02008907.1	Potri.013G141912.1	5056	4038	3932	2326	5068	13934	10614	17008
WUAT02008908.1	Potri.013G143400.2	7820	5604	5536	5388	5370	3632	4498	2890
WUAT02008911.1	Potri.013G133550.2	38206	33924	30000	32166	36930	37300	74168	43926
WUAT02008916.1	Potri.007G062582.1	25504	28080	25084	24802	43448	38956	45850	37226
WUAT02008919.1	Potri.001G061400.10	600	394	498	458	596	480	626	484
WUAT02008920.1	Potri.011G011101.1	20646	22072	17102	22702	13748	10170	21100	15492
WUAT02008921.1	Potri.014G125700.1	4378	5310	4998	2936	9682	8554	5366	5232
WUAT02008924.1	Potri.010G089200.1	63468	35716	61464	40074	56140	79270	78470	83248
WUAT02008926.1	Potri.005G258700.8	16	32	78	4	34	60	30	22
WUAT02008929.1	Potri.002G004000.2	4078	3752	3162	3956	7992	4746	6066	6378
WUAT02008933.1	Potri.013G163000.1	890	518	2034	1838	1318	842	3212	1562
WUAT02008935.1	Potri.018G084800.1	4492	2864	2762	2752	1844	3690	4128	3980
WUAT02008937.1	Potri.016G074800.1	452	12	34	10	46	28	8	28
WUAT02008938.1	Potri.002G130200.1	6188	3948	4244	3338	3272	3172	5752	5932
