Gene_ID	subject_id	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
WUAT02004307.1	Potri.002G021800.1	131230	102114	91712	99606	97580	90682	107430	112984
WUAT02004308.1	Potri.002G007800.5	47732	31560	39754	47402	51934	29840	32332	43782
WUAT02004309.1	Potri.001G308600.1	9252	5808	16320	4316	19890	24736	33144	23630
WUAT02004311.1	Potri.013G133550.2	0	10	2	2	8	8	2	2
WUAT02004312.1	Potri.014G017800.3	20072	9404	11198	7280	8612	5398	8508	11380
WUAT02004317.1	Potri.011G113784.1	34	108	54	132	108	158	322	54
WUAT02004318.1	Potri.001G160600.1	11882	4862	7378	5696	7788	6632	7362	4812
WUAT02004320.1	Potri.004G213400.1	26304	28644	27024	24082	25752	21054	33642	35730
WUAT02004321.1	Potri.008G224111.1	189026	175678	174076	278372	221106	176668	258828	267416
WUAT02004325.1	Potri.005G015400.1	3802	5404	4152	3604	4460	13808	4690	4850
WUAT02004339.1	Potri.018G099400.7	5620	6182	10880	4548	10872	12672	14554	15140
WUAT02004343.1	Potri.019G039700.1	13196	6748	7664	19374	29138	15422	10974	14946
WUAT02004344.1	Potri.009G099032.1	1150	1150	20000	466	1066	854	1854	514
WUAT02004346.1	Potri.004G021500.7	12	18	12	4	2	12	8	10
WUAT02004348.1	Potri.001G106951.1	3910	3532	4932	2696	5096	11192	6150	4658
WUAT02004351.1	Potri.009G116700.1	8594	10294	10220	6216	7208	11814	12026	9662
WUAT02004353.1	Potri.012G125300.2	56846	54242	60166	52190	56928	59176	71262	69728
WUAT02004354.1	Potri.013G142760.3	206	156	28	196	194	376	652	102
WUAT02004356.1	Potri.001G253100.4	4710	1940	4174	3828	4938	3308	4106	3476
WUAT02004357.1	Potri.005G226000.8	33114	33220	33802	30684	43936	23404	35808	40290
WUAT02004360.1	Potri.012G058400.2	2156	1820	3048	1834	2280	376	1788	2430
WUAT02004361.1	Potri.009G161001.1	12020	9290	9154	9716	13104	35206	39896	13768
WUAT02004366.1	Potri.002G224000.2	5790	4872	5742	4894	6874	14002	8848	8860
WUAT02004369.1	Potri.001G313900.1	642	466	808	264	540	1474	746	690
WUAT02004372.1	Potri.013G162800.1	814	650	626	632	1062	1308	840	944
WUAT02004374.1	Potri.001G051400.2	4476	3938	4370	3856	4418	4338	5660	5224
WUAT02004375.1	Potri.001G312800.9	3520	3524	2812	4118	4810	5944	5844	4132
WUAT02004377.1	Potri.013G139112.2	258	50	202	90	326	314	228	154
WUAT02004381.1	Potri.008G143700.10	2328	2166	2450	2224	1902	4122	3018	2658
WUAT02004384.1	Potri.013G140260.3	7046	8194	8860	5952	11506	9804	14442	9424
WUAT02004386.1	Potri.001G312800.9	56104	53976	52240	92606	22736	71950	55818	58194
WUAT02004388.1	Potri.001G312800.9	8644	7644	9284	4450	14868	29256	30474	16874
WUAT02004390.1	Potri.012G005000.18	1814	1738	1386	838	3776	1456	6112	4082
WUAT02004391.1	Potri.009G123100.1	20384	23784	28060	14690	22664	21910	25264	26264
WUAT02004393.1	Potri.017G036400.1	44910	45466	46148	36320	45352	62368	54770	49798
WUAT02004398.1	Potri.004G047000.1	7254	6326	10412	6956	6720	13750	10444	10246
WUAT02004399.1	Potri.017G151800.1	15230	10664	12536	10028	7430	7598	14560	9822
WUAT02004402.1	Potri.010G052500.1	32706	23722	33690	24126	40258	29074	38580	40924
WUAT02004411.1	Potri.002G133900.2	8168	7224	7452	6168	7658	9186	8968	7420
WUAT02004415.1	Potri.009G096700.3	3086	1432	1488	2602	1662	880	2246	2644
WUAT02004416.1	Potri.002G091200.1	1214	302	6662	2056	2306	802	8312	664
WUAT02004420.1	Potri.014G097700.1	13290	15712	15910	11904	11106	15930	20824	15064
WUAT02004421.1	Potri.010G232600.2	4936	4880	6822	4568	4632	5322	6492	5674
WUAT02004423.1	Potri.001G418100.1	1646	1808	2522	1284	1704	2274	1328	2054
WUAT02004425.1	Potri.006G163301.1	438	272	292	318	452	544	694	106
WUAT02004429.1	Potri.004G094400.1	86396	81486	84034	83120	75164	94180	96478	83762
WUAT02004430.1	Potri.008G168300.2	18858	18828	20218	20268	17570	20574	19856	18680
WUAT02004433.1	Potri.013G058900.3	62	108	64	44	104	258	70	54
WUAT02004434.1	Potri.009G101500.6	9128	7164	8854	7892	10524	13950	11512	9958
WUAT02004436.1	Potri.002G216600.5	29584	19118	23782	24344	27066	25270	29252	26548
WUAT02004438.1	Potri.008G163300.6	101458	91028	105880	92174	134948	155696	172924	113938
WUAT02004447.1	Potri.001G356700.1	164	210	260	394	222	364	352	258
WUAT02004449.1	Potri.001G130800.12	490	500	506	544	694	230	170	404
WUAT02004451.1	Potri.018G096028.3	32810	34004	31446	28320	29852	27434	27858	29240
WUAT02004453.1	Potri.014G136466.1	1580	1118	1554	1092	1434	2062	1574	1150
WUAT02004457.1	Potri.017G139500.1	614	254	532	404	778	564	1240	762
WUAT02004460.1	Potri.013G143400.2	5440	2932	3644	1646	7330	1922	5052	8290
WUAT02004464.1	Potri.019G092300.1	13100	6944	9798	12444	6734	518	4180	7638
WUAT02004465.1	Potri.013G143400.2	1800	1218	1004	1396	642	914	1028	1746
WUAT02004466.1	Potri.005G172200.3	11746	8804	11756	10388	20034	13744	12162	12526
WUAT02004469.1	Potri.014G095400.1	14722	14888	14914	10894	12500	18798	19386	15848
WUAT02004471.1	Potri.003G108500.1	28	24	4	16	6	8	12	20
WUAT02004473.1	Potri.001G032400.1	51280	26602	26690	22316	78234	23578	50360	33334
WUAT02004474.1	Potri.008G144700.2	54472	42554	50424	35928	43526	67288	52442	50414
WUAT02004479.1	Potri.013G012100.1	3482	3324	4242	3350	3962	4122	3136	3956
WUAT02004483.1	Potri.002G209602.1	135704	138844	165696	164348	127460	174864	126436	122422
WUAT02004485.1	Potri.005G119400.1	18	46	6	24	12	90	38	34
WUAT02004487.1	Potri.018G093600.2	13514	7900	10568	5838	28412	35578	42048	22808
WUAT02004490.1	Potri.002G076100.2	10368	7574	9980	7916	9304	9400	12314	11648
WUAT02004492.1	Potri.015G095900.1	32446	28924	38028	24066	28392	32184	36922	31476
WUAT02004493.1	Potri.013G142232.6	6922	4628	5372	4852	6762	5236	6872	6264
WUAT02004501.1	Potri.003G043700.5	63568	69322	76518	52128	52364	63366	86504	68040
WUAT02004503.1	Potri.016G055600.6	1198	898	1398	1662	892	966	2742	802
WUAT02004506.1	Potri.005G134400.1	47364	50076	47522	49338	42612	89184	62976	62206
WUAT02004507.1	Potri.010G126600.1	6274	6494	8128	6360	6150	5380	8268	7920
WUAT02004510.1	Potri.010G137900.1	10822	6276	9346	8828	8506	11686	11194	9132
WUAT02004513.1	Potri.016G056200.5	27438	23952	27402	26784	28576	20210	21452	24432
WUAT02004514.1	Potri.011G084251.1	8682	3576	6458	6492	5786	6036	5784	5352
WUAT02004516.1	Potri.013G133550.2	110	160	64	10	64	258	26	36
WUAT02004519.1	Potri.016G043900.1	2598	2012	2628	2526	2998	2938	3492	2456
WUAT02004520.1	Potri.011G164700.3	66630	56660	61096	57642	61942	82810	65464	65264
WUAT02004523.1	Potri.013G142232.6	4850	3694	3920	5544	4820	4172	5144	4954
WUAT02004526.1	Potri.001G175700.1	1774	2098	2750	1386	2438	2040	3140	2408
WUAT02004528.1	Potri.002G188200.2	58576	47860	58198	54362	51154	43822	61780	55664
WUAT02004533.1	Potri.013G131300.3	12820	15284	16418	14742	24504	19238	13382	14884
WUAT02004536.1	Potri.014G185948.1	3066	510	720	332	2520	402	642	956
WUAT02004537.1	Potri.007G062582.1	27530	17806	21122	20576	17638	16292	23986	25036
WUAT02004541.1	Potri.015G013400.2	19414	13866	16516	17080	15358	14256	14150	14922
WUAT02004542.1	Potri.013G139112.2	12950	10358	11378	10938	11486	8910	9288	12034
WUAT02004546.1	Potri.006G193500.1	60310	47806	56980	49312	79198	50262	72124	70248
WUAT02004551.1	Potri.003G138200.3	836	364	716	1038	1066	1858	2248	1772
WUAT02004552.1	Potri.006G082900.3	10990	9916	10952	8704	9584	10064	14046	13272
WUAT02004554.1	Potri.014G075300.1	12938	11876	13332	10014	12990	9376	12094	16230
WUAT02004555.1	Potri.013G143400.2	12934	16860	13388	11742	19156	50828	19430	26536
WUAT02004559.1	Potri.013G143400.2	682	414	1516	1548	1392	2424	1160	722
WUAT02004562.1	Potri.011G094500.2	8620	8990	8636	5904	6292	6756	11996	8876
WUAT02004565.1	Potri.005G079200.1	246	234	228	102	376	722	292	180
WUAT02004567.1	Potri.008G224210.1	0	14	14	4	2	4	0	2
WUAT02004569.1	Potri.019G125600.1	14090	12224	14400	16378	10982	12134	10524	16234
WUAT02004580.1	Potri.009G020900.1	1848	1568	1648	1380	1738	2818	2658	2172
WUAT02004586.1	Potri.014G096700.1	38778	28114	30962	21816	40042	47970	37906	34646
WUAT02004587.1	Potri.015G058301.3	21310	23234	22084	21438	21208	23076	28930	24926
WUAT02004589.1	Potri.002G127700.1	12240	6696	9764	11084	11766	6680	6874	10516
WUAT02004590.1	Potri.010G028700.1	104	220	292	82	252	118	204	122
WUAT02004591.1	Potri.006G275000.1	120186	112184	96528	162920	65160	80840	108168	106930
WUAT02004592.1	Potri.014G145000.7	116	602	1324	202	82	1136	120	700
WUAT02004601.1	Potri.014G080800.1	13442	12266	14536	12334	13660	19320	16814	13074
WUAT02004605.1	Potri.010G071000.1	100746	82388	103214	90538	70340	79084	127548	102006
WUAT02004609.1	Potri.012G031250.1	6720	8576	10936	6584	10404	15456	9488	15052
WUAT02004610.1	Potri.012G105900.4	6776	7908	7432	7842	6412	18584	9908	8164
WUAT02004613.1	Potri.004G189700.2	43832	41250	45866	46240	44286	35364	44466	42420
WUAT02004618.1	Potri.014G185948.1	3988	7012	5434	4632	4120	8446	7026	6840
WUAT02004622.1	Potri.001G312800.7	27964	12678	15890	17154	24968	16450	21578	25056
WUAT02004625.1	Potri.011G037000.5	102	162	372	68	644	1488	906	424
WUAT02004626.1	Potri.009G050700.6	13490	10654	10722	8190	18760	11926	13498	14180
WUAT02004628.1	Potri.003G058300.1	10256	11196	10436	8150	9818	11128	15576	12692
WUAT02004634.1	Potri.009G153600.2	572	376	858	474	1216	1204	1128	1036
WUAT02004640.1	Potri.001G014401.1	9594	9596	9430	8528	10358	17070	15148	10048
WUAT02004641.1	Potri.001G016200.1	4980	1902	3128	3180	4250	6930	7888	7400
WUAT02004644.1	Potri.006G204900.2	21354	16886	18294	18454	15948	27528	25974	25266
WUAT02004645.1	Potri.007G061901.1	28328	24898	34410	28302	33042	26586	17382	28006
WUAT02004647.1	Potri.002G114200.1	30	56	4	34	22	10	22	78
WUAT02004649.1	Potri.001G312800.9	252	624	200	350	364	256	342	800
WUAT02004651.1	Potri.011G152900.1	27062	23312	24402	23454	24126	18388	27046	29694
WUAT02004653.1	Potri.001G324200.1	2362	2398	2308	2290	1888	3432	3344	2486
WUAT02004654.1	Potri.013G133550.2	8500	6004	5556	5002	7178	5660	7612	9340
WUAT02004659.1	Potri.001G312800.9	31846	36000	29888	35874	33008	147744	42426	37952
WUAT02004667.1	Potri.010G144400.1	11066	4958	8644	9898	14406	3368	6972	11012
WUAT02004669.1	Potri.016G069100.1	72	282	108	54	32	46	62	102
WUAT02004676.1	Potri.013G162200.1	17148	17884	24250	15478	28726	14130	22946	23524
WUAT02004679.1	Potri.019G023012.1	1290	1232	1692	1402	2076	4188	3890	1252
WUAT02004681.1	Potri.006G046500.3	7048	11684	12228	8342	23330	23590	14668	12560
WUAT02004684.1	Potri.001G014401.1	830	802	1500	366	2234	340	1428	1118
WUAT02004689.1	Potri.017G138900.8	5218	6478	5514	6612	5626	12442	7072	7400
WUAT02004690.1	Potri.005G154350.1	43314	29568	34876	36234	38582	35278	36336	37418
WUAT02004694.1	Potri.010G049700.2	4854	2762	3530	3714	4548	3098	5298	4406
WUAT02004695.1	Potri.012G031250.1	22610	14358	17088	15520	15626	20284	26360	23632
WUAT02004698.1	Potri.013G138900.1	52716	24966	31636	24914	32466	23390	47142	28818
WUAT02004699.1	Potri.001G067300.1	35806	27628	31398	28738	34102	30206	38450	33414
WUAT02004700.1	Potri.002G160800.2	18528	23272	30212	20274	25988	48360	37822	14740
WUAT02004707.1	Potri.005G108200.1	3962	4324	6452	2872	13438	6904	5684	5368
WUAT02004708.1	Potri.016G007300.2	24348	21416	21368	20532	24502	30132	27934	28758
WUAT02004712.1	Potri.013G121000.2	2182	1164	3232	1822	5370	3030	3586	6708
WUAT02004713.1	Potri.013G134800.1	2666	4400	4644	4050	8396	4578	5546	5034
WUAT02004716.1	Potri.005G094200.3	14734	12094	15502	14534	14130	22328	13886	14512
WUAT02004718.1	Potri.001G006600.1	966	1732	2416	562	2718	3272	2110	2202
WUAT02004720.1	Potri.010G125200.1	4446	2112	3554	3472	2936	1530	2398	2222
WUAT02004721.1	Potri.014G147900.1	46072	38934	36984	39380	36440	41332	45406	48904
WUAT02004722.1	Potri.012G088900.1	17456	16574	19842	15282	16662	10414	17070	17050
WUAT02004726.1	Potri.005G095200.2	23466	18926	23342	20278	21378	30588	28042	23164
WUAT02004730.1	Potri.003G212000.1	10288	12180	14530	11594	12104	19236	13616	15668
WUAT02004731.1	Potri.008G126400.2	9564	6290	7756	5598	7104	7412	7934	7736
WUAT02004732.1	Potri.016G004900.2	14202	17340	16646	21122	17880	10678	13992	12302
WUAT02004735.1	Potri.007G122900.1	318976	260696	283128	308248	311002	432172	356388	338614
WUAT02004739.1	Potri.002G007100.2	13462	9918	10136	8422	10818	11892	12002	14506
WUAT02004743.1	Potri.006G249800.1	118	88	130	184	124	150	22	272
WUAT02004744.1	Potri.002G042500.3	33522	27216	29870	25674	35820	27348	34994	33260
WUAT02004745.1	Potri.013G051400.2	18386	10270	15834	17662	21198	21708	17580	17638
WUAT02004746.1	Potri.017G063900.2	8566	8688	9916	8076	7252	1462	9178	13388
WUAT02004758.1	Potri.012G031250.1	1254	1080	4740	1062	2250	1610	1190	1598
WUAT02004762.1	Potri.017G079400.1	11814	10654	18254	5030	17264	2084	31056	19492
WUAT02004765.1	Potri.010G052500.1	1460	1266	1146	702	1540	1370	1736	1256
WUAT02004767.1	Potri.008G224210.1	290	322	370	382	360	786	726	512
WUAT02004771.1	Potri.001G312800.7	1596	700	952	2302	1418	1234	874	1464
WUAT02004784.1	Potri.005G210000.1	25842	12434	13424	13182	15014	11776	21534	16524
WUAT02004785.1	Potri.011G080400.3	1230	530	936	832	626	322	528	780
WUAT02004788.1	Potri.015G085700.4	45562	31552	40566	37298	55336	41350	41744	45614
WUAT02004789.1	Potri.005G091200.2	77736	57780	69758	59022	55736	49848	86418	77404
WUAT02004793.1	Potri.013G163000.1	43670	35528	43206	29588	43066	31424	54992	53472
WUAT02004798.1	Potri.003G108200.1	5872	3582	4280	3452	6690	5564	4900	5832
WUAT02004799.1	Potri.011G137400.1	1680	1412	1538	1500	1360	2268	1636	1558
WUAT02004802.1	Potri.001G044700.2	2040	1452	1466	1426	1512	1508	1970	2292
WUAT02004804.1	Potri.001G341100.5	27652	32500	27768	25174	25100	26872	36122	31334
WUAT02004808.1	Potri.014G057000.1	16	28	6	30	0	16	2	16
WUAT02004821.1	Potri.009G134500.1	11280	20236	20426	10902	15288	43410	18274	10326
WUAT02004829.1	Potri.002G235500.3	5508	2292	3390	4358	4680	1560	2524	3790
WUAT02004831.1	Potri.008G037700.1	20358	11956	15038	10754	14200	10004	16080	18896
WUAT02004832.1	Potri.008G017800.1	52188	36202	38854	49818	51164	21390	31670	40884
WUAT02004834.1	Potri.001G180100.4	52532	45932	54642	39558	65480	48024	55606	45788
WUAT02004837.1	Potri.013G143400.2	22	414	370	146	164	150	354	1088
WUAT02004840.1	Potri.013G142124.1	10	10	12	20	10	22	2	10
WUAT02004843.1	Potri.013G143400.2	914	956	756	680	824	934	1242	1512
WUAT02004844.1	Potri.001G074000.3	9514	12190	14934	8922	10338	6092	14708	16202
WUAT02004851.1	Potri.005G111700.1	2674	4346	2448	4042	2764	12908	4062	5798
WUAT02004852.1	Potri.007G032800.1	496	594	526	632	1230	766	818	818
WUAT02004853.1	Potri.008G201500.1	614	238	572	458	532	124	476	352
WUAT02004857.1	Potri.001G335300.1	2174	2260	3674	2456	14116	3568	3210	5908
WUAT02004858.1	Potri.013G142232.2	116	122	94	66	40	340	72	72
WUAT02004861.1	Potri.006G080300.1	13426	11244	14002	11786	13934	13270	19432	16126
WUAT02004863.1	Potri.006G069700.1	7714	5706	7512	6804	6922	12846	7790	7268
WUAT02004865.1	Potri.004G210200.13	44212	42718	46590	47516	48444	125034	76614	56496
WUAT02004866.1	Potri.011G134200.17	3416	6448	3732	4136	4578	4426	4946	8298
WUAT02004867.1	Potri.016G045200.1	8314	4858	7390	6856	9934	11390	12574	8728
WUAT02004870.1	Potri.001G229000.2	18824	18054	19478	17094	17910	30386	26792	21158
WUAT02004875.1	Potri.012G058400.2	3458	1016	1472	2292	2218	362	3054	2738
WUAT02004878.1	Potri.002G233500.1	2824	2954	3180	2266	2782	3068	4110	3508
WUAT02004879.1	Potri.006G133400.3	4818	6214	6864	5366	5566	41790	14992	11924
WUAT02004883.1	Potri.002G099200.1	40236	39518	39850	35242	39058	43432	45882	43852
WUAT02004884.1	Potri.017G073300.1	3910	2944	3576	2866	3764	9240	5618	5228
WUAT02004886.1	Potri.010G019000.2	16	8	16	6	22	8	6	2
WUAT02004888.1	Potri.013G092500.1	1350	1304	1168	1298	2122	2476	1834	1556
WUAT02004890.1	Potri.009G020900.1	14930	9186	8010	14050	5686	7160	6402	11202
WUAT02004893.1	Potri.010G052500.1	44	58	46	58	24	16	48	52
WUAT02004901.1	Potri.009G018800.2	26674	25514	24500	19984	19742	38554	35066	28610
WUAT02004902.1	Potri.006G051100.4	10138	8500	6634	4860	8488	9586	11308	6346
WUAT02004905.1	Potri.009G158700.2	31158	24334	35714	24734	27758	22524	47904	37554
WUAT02004906.1	Potri.001G457700.1	21592	8532	13516	11058	19138	10308	16726	14480
WUAT02004910.1	Potri.014G066200.1	14164	13132	15190	13646	14074	22008	16858	15690
WUAT02004915.1	Potri.001G142300.10	4188	3794	4036	3644	4622	5166	3986	4304
WUAT02004920.1	Potri.005G116400.2	135740	148992	130076	140942	84698	228328	134334	119192
WUAT02004923.1	Potri.001G082900.1	3912	2988	4754	3490	8084	6332	5392	4432
WUAT02004924.1	Potri.004G209700.20	31128	21278	27688	22900	34532	14070	19960	32582
WUAT02004927.1	Potri.001G251100.2	742	564	1466	438	546	226	338	532
WUAT02004937.1	Potri.012G072800.3	9252	6148	5826	3708	5914	3434	7224	6596
WUAT02004938.1	Potri.019G018400.3	4112	8398	6112	2886	6714	4910	4934	6180
WUAT02004940.1	Potri.001G441040.1	54	32	10	40	48	52	72	20
WUAT02004942.1	Potri.001G234300.4	41038	38108	46760	28084	59182	43998	66892	40974
WUAT02004947.1	Potri.014G116600.5	2666	2404	2748	2576	2876	2876	3052	2604
WUAT02004951.1	Potri.003G181100.1	11536	12406	13306	9666	14300	10386	14524	12950
WUAT02004960.1	Potri.014G052600.9	87848	86380	84572	81308	87492	92176	117754	100998
WUAT02004965.1	Potri.018G052200.1	5226	5622	7324	6982	5656	11642	8450	7228
WUAT02004966.1	Potri.001G312800.7	64	116	84	54	144	94	44	64
WUAT02004969.1	Potri.008G058500.14	33118	26246	24136	20142	27642	31722	28566	32664
WUAT02004970.1	Potri.004G226300.1	132660	161450	149798	105796	106140	149710	190124	152592
WUAT02004972.1	Potri.013G138201.1	0	12	0	0	0	2	0	2
WUAT02004973.1	Potri.014G074200.11	2790	1918	2230	1968	2202	4800	4784	2490
WUAT02004978.1	Potri.001G126100.1	52388	42010	39732	36150	34586	33864	43258	51158
WUAT02004979.1	Potri.001G356800.10	7524	7026	8456	6760	6586	7610	9004	7860
WUAT02004984.1	Potri.011G039400.2	3612	2296	3364	1968	3720	10704	5576	5350
WUAT02004988.1	Potri.011G074150.1	74	188	152	164	170	212	108	72
WUAT02004992.1	Potri.010G236890.1	52	160	10	34	68	54	20	40
WUAT02004996.1	Potri.009G058600.2	29334	23434	26016	22148	25270	19584	31012	32192
WUAT02004998.1	Potri.015G066400.5	178	42	204	156	364	68	6	260
WUAT02004999.1	Potri.012G110800.1	3272	2810	3678	2536	2478	354	2194	3034
WUAT02005002.1	Potri.014G131000.8	23876	19090	23578	23188	21560	27304	26940	24358
WUAT02005005.1	Potri.011G057000.1	6866	10908	11778	10164	5960	14614	10558	10442
WUAT02005007.1	Potri.005G099800.1	3928	3718	6034	3224	4870	4982	4818	5534
WUAT02005009.1	Potri.004G026200.3	198	208	150	44	26	100	230	54
WUAT02005010.1	Potri.011G075051.1	1044	298	678	600	986	758	1244	206
WUAT02005011.1	Potri.015G028200.1	16854	11710	15044	11538	14072	12550	14890	15454
WUAT02005015.1	Potri.001G042600.1	224	216	208	102	118	238	96	122
WUAT02005016.1	Potri.008G126100.1	5042	4914	5014	3608	6060	8242	7196	5344
WUAT02005023.1	Potri.013G140260.3	334	446	368	588	464	1558	874	444
WUAT02005027.1	Potri.001G019100.3	544	1024	2896	2250	1478	1152	1064	2614
WUAT02005032.1	Potri.013G142124.1	5360	2432	4302	3088	3252	3862	3014	3072
WUAT02005041.1	Potri.006G003700.2	10310	11234	10062	12752	8448	25636	12970	15166
WUAT02005050.1	Potri.005G206700.2	87760	61956	62792	47054	67054	147366	95910	82944
WUAT02005059.1	Potri.012G034901.9	34748	31502	33266	32880	31164	41664	41938	38062
WUAT02005060.1	Potri.006G163301.1	45946	40856	39440	50328	50564	103966	75568	56426
WUAT02005065.1	Potri.017G044600.12	32736	33914	30706	28724	29594	40936	38674	37058
WUAT02005068.1	Potri.013G141700.3	6730	6240	7658	5686	6322	2604	5884	7256
WUAT02005072.1	Potri.011G082300.2	1598	1570	2606	2880	1340	2786	1762	2100
WUAT02005073.1	Potri.013G012400.1	5940	4642	3940	3470	3796	4912	5408	4898
WUAT02005077.1	Potri.001G359400.1	4000	3634	5904	4778	4380	6902	7118	3040
WUAT02005080.1	Potri.002G230700.3	556	390	934	706	566	578	998	660
WUAT02005082.1	Potri.006G259600.3	418	490	270	330	392	610	362	566
WUAT02005089.1	Potri.013G139080.1	128	222	104	90	70	204	106	90
WUAT02005090.1	Potri.013G143400.2	14518	11962	14014	10504	11168	16298	15220	13916
WUAT02005091.1	Potri.018G086000.2	53502	48136	52872	41794	51564	50268	53040	60022
WUAT02005092.1	Potri.003G176600.1	25246	28988	29220	24410	21788	22336	37526	28004
WUAT02005094.1	Potri.010G052500.1	148	134	524	94	214	306	216	124
WUAT02005096.1	Potri.013G079600.2	264	632	404	366	376	602	806	592
WUAT02005098.1	Potri.011G123000.2	10	38	2	18	0	0	0	60
WUAT02005099.1	Potri.013G161900.1	10010	4256	5466	9084	10066	2630	3596	7148
WUAT02005100.1	Potri.011G138400.2	81344	103098	90606	83480	70478	107090	114568	103372
WUAT02005101.1	Potri.019G024200.4	6362	8110	8454	5346	9196	12832	11210	9956
WUAT02005104.1	Potri.008G204400.2	32366	23660	25850	23686	25136	18962	29710	30764
WUAT02005106.1	Potri.011G074868.1	26490	20090	21126	30708	13376	40622	23722	17986
WUAT02005108.1	Potri.005G113600.4	654	938	828	998	692	1832	1296	1234
WUAT02005109.1	Potri.013G140850.1	1312	850	1056	894	804	872	1174	1298
WUAT02005110.1	Potri.005G173300.3	13824	11300	14642	12974	13898	16580	17148	14736
WUAT02005113.1	Potri.001G129800.1	1932	1832	2270	1622	2290	3192	3124	3170
WUAT02005116.1	Potri.004G159000.2	18	42	22	16	40	24	14	30
WUAT02005122.1	Potri.003G146000.1	59536	49768	52688	53420	45176	63980	66332	67456
WUAT02005124.1	Potri.003G215100.3	24518	22132	21150	18542	22474	24994	21484	21128
WUAT02005131.1	Potri.007G014400.4	13480	12326	15478	13850	12266	17908	16996	14302
WUAT02005136.1	Potri.008G070300.9	62280	56992	63024	54976	52106	47776	63436	70128
