Gene_ID	subject_id	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
WUAT02005007.1	Potri.005G099800.1	4384	7332	5106	5076	5440	7574	5556	7872
WUAT02005009.1	Potri.004G026200.3	42	86	196	110	76	436	86	28
WUAT02005010.1	Potri.011G075051.1	786	962	674	944	412	1348	1468	1308
WUAT02005011.1	Potri.015G028200.1	14796	19836	11432	20282	14640	21572	14386	24472
WUAT02005015.1	Potri.001G042600.1	178	312	124	172	70	152	440	128
WUAT02005016.1	Potri.008G126100.1	5486	6342	7034	7946	3890	5252	8850	8004
WUAT02005023.1	Potri.013G140260.3	306	478	406	330	466	264	286	484
WUAT02005027.1	Potri.001G019100.3	2544	1234	1034	484	2980	2834	1388	1684
WUAT02005032.1	Potri.013G142124.1	3588	3152	4822	3238	4348	3010	3988	2876
WUAT02005041.1	Potri.006G003700.2	9526	13022	15094	13492	11310	16534	17000	19258
WUAT02005050.1	Potri.005G206700.2	63522	62472	106492	60866	62976	85970	85884	90930
WUAT02005059.1	Potri.012G034901.9	27108	42068	33568	32718	34170	39264	39846	56322
WUAT02005060.1	Potri.006G163301.1	42966	53936	46812	44798	50512	75528	47028	96058
WUAT02005065.1	Potri.017G044600.12	27960	35586	42086	34058	26216	38186	30552	43968
WUAT02005068.1	Potri.013G141700.3	7010	11592	7896	9830	7130	15350	7862	14498
WUAT02005072.1	Potri.011G082300.2	1234	3210	2472	1592	1602	3208	2606	2042
WUAT02005073.1	Potri.013G012400.1	4638	3948	3602	3826	3934	4492	4938	5476
WUAT02005077.1	Potri.001G359400.1	6058	5152	2658	5828	2446	2378	2722	4016
WUAT02005080.1	Potri.002G230700.3	958	432	1060	816	428	1008	734	618
WUAT02005082.1	Potri.006G259600.3	416	536	196	630	722	740	560	566
WUAT02005089.1	Potri.013G139080.1	94	116	102	106	94	76	138	120
WUAT02005090.1	Potri.013G143400.2	15148	17110	16076	16498	12492	14450	13952	21624
WUAT02005091.1	Potri.018G086000.2	47392	61818	50564	60012	47080	73742	50248	68824
WUAT02005092.1	Potri.003G176600.1	22798	35152	30466	26918	20512	26312	18714	43592
WUAT02005094.1	Potri.010G052500.1	56	160	112	92	174	126	108	166
WUAT02005096.1	Potri.013G079600.2	350	380	434	414	388	470	600	720
WUAT02005098.1	Potri.011G123000.2	2	4	0	6	0	0	0	4
WUAT02005099.1	Potri.013G161900.1	8736	7328	5510	10546	13906	14910	7212	9702
WUAT02005100.1	Potri.011G138400.2	77854	98372	148670	107830	70390	101466	84144	115320
WUAT02005101.1	Potri.019G024200.4	5880	10830	10274	11048	6630	20758	10962	16096
WUAT02005104.1	Potri.008G204400.2	33284	32850	24980	31026	30502	36038	43682	37506
WUAT02005106.1	Potri.011G074868.1	24504	21246	32916	20896	14062	16134	23620	18982
WUAT02005108.1	Potri.005G113600.4	326	1370	1222	674	1368	1370	1356	2178
WUAT02005109.1	Potri.013G140850.1	1394	982	1060	1098	1216	1198	1276	1410
WUAT02005110.1	Potri.005G173300.3	13202	17186	14122	16016	14330	17670	17346	23062
WUAT02005113.1	Potri.001G129800.1	2070	2758	2106	2562	2606	2292	1550	2782
WUAT02005116.1	Potri.004G159000.2	18	10	12	20	20	16	10	8
WUAT02005122.1	Potri.003G146000.1	56324	62660	48070	63334	43926	45074	43572	63298
WUAT02005124.1	Potri.003G215100.3	21478	27644	26372	24068	20860	34466	23658	35026
WUAT02005131.1	Potri.007G014400.4	17164	15326	14258	14602	14590	19276	13262	19832
WUAT02005136.1	Potri.008G070300.9	62178	68370	59312	70292	61968	83394	63792	84000
WUAT02005140.1	Potri.013G142548.1	61632	34594	36510	42276	52996	28914	33776	33332
WUAT02005141.1	Potri.007G062302.2	144	76	78	60	54	68	110	184
WUAT02005144.1	Potri.008G124300.1	61294	68106	69422	69900	65350	70108	56706	68880
WUAT02005149.1	Potri.010G158400.1	3206	1934	1850	2322	1554	2758	2222	3236
WUAT02005158.1	Potri.008G006100.2	25730	36324	38064	35002	34394	51346	38578	56738
WUAT02005159.1	Potri.006G163900.1	68718	84706	70436	78324	66634	90300	76752	96112
WUAT02005160.1	Potri.017G007400.1	5892	6756	8036	7916	5616	9018	7488	9512
WUAT02005162.1	Potri.006G120700.1	5872	5760	3300	5088	3802	3978	4486	4606
WUAT02005163.1	Potri.010G184900.1	35008	36900	34554	38264	23752	43898	38750	51442
WUAT02005168.1	Potri.011G125200.5	1118	720	1722	1132	548	1320	1476	1098
WUAT02005176.1	Potri.010G042000.1	1336	2408	1188	2898	1984	2414	1842	2306
WUAT02005179.1	Potri.009G011000.8	28076	15850	14240	13928	15278	13614	12578	4714
WUAT02005180.1	Potri.003G067400.1	3046	5406	3618	44718	3566	27806	4510	6758
WUAT02005186.1	Potri.016G019900.1	66978	58820	58468	63404	79220	80866	53974	76594
WUAT02005194.1	Potri.013G133550.2	60	70	90	64	24	34	36	76
WUAT02005202.1	Potri.005G113600.4	158	156	118	140	92	132	134	104
WUAT02005207.1	Potri.013G092500.1	372	2994	182	670	916	404	458	1190
WUAT02005208.1	Potri.013G143400.2	526	534	288	232	188	352	458	680
WUAT02005210.1	Potri.014G190900.2	1180	1186	958	1078	1040	1374	1176	1516
WUAT02005212.1	Potri.001G357000.2	15474	17260	13876	17272	11680	15986	13448	18414
WUAT02005218.1	Potri.005G167300.7	20	70	20	6	18	2	24	24
WUAT02005220.1	Potri.013G143400.2	158	340	204	182	226	240	238	368
WUAT02005221.1	Potri.001G134425.1	22406	28876	25838	27924	21888	32104	27160	38744
WUAT02005222.1	Potri.017G106900.4	102940	115342	54502	96478	68380	106228	80090	100522
WUAT02005225.1	Potri.012G104500.1	84702	87590	80760	92220	60562	83834	70094	105276
WUAT02005226.1	Potri.011G001800.1	8520	7864	8428	11584	7588	10202	4996	11952
WUAT02005232.1	Potri.004G211500.2	30956	36830	37268	34250	30304	39626	35712	43684
WUAT02005237.1	Potri.015G136700.5	1472	1298	642	1382	534	910	862	1308
WUAT02005238.1	Potri.002G043200.1	18	26	4	26	12	86	22	4
WUAT02005240.1	Potri.006G144900.1	9016	8236	4204	7370	4358	9980	5172	9348
WUAT02005244.1	Potri.007G062242.1	56	50	62	46	82	64	70	136
WUAT02005247.1	Potri.013G133550.2	2064	3310	1788	3000	2390	4504	2226	4912
WUAT02005248.1	Potri.013G121700.2	49990	61758	65958	60578	55700	70402	66180	89662
WUAT02005253.1	Potri.007G020100.1	996	1408	1124	1034	1068	964	1254	2260
WUAT02005254.1	Potri.010G159800.3	110982	91604	65758	104308	114742	299150	175358	179818
WUAT02005257.1	Potri.010G093900.2	35122	39366	41790	38208	34532	39694	38852	56802
WUAT02005258.1	Potri.019G068300.2	34	88	94	122	58	28	66	88
WUAT02005260.1	Potri.013G162700.1	2	2	4	8	0	0	0	0
WUAT02005262.1	Potri.016G089300.1	30140	32000	20036	24532	19892	22056	31786	32296
WUAT02005266.1	Potri.012G088100.1	25538	34618	32386	34178	28904	48504	28892	45088
WUAT02005268.1	Potri.018G058300.4	198	130	236	158	148	228	134	162
WUAT02005270.1	Potri.010G153500.2	35138	48826	44024	47188	35380	64464	50274	64500
WUAT02005278.1	Potri.012G016900.2	7082	8272	5842	7448	8904	12260	6114	12370
WUAT02005280.1	Potri.013G087100.1	33400	34242	22312	32192	30190	37408	34740	44976
WUAT02005284.1	Potri.014G161100.1	1934	5418	1768	3534	4096	1356	1504	2106
WUAT02005288.1	Potri.015G076650.22	62948	85008	69748	81926	58308	99438	45230	129586
WUAT02005290.1	Potri.011G075051.1	468	470	754	568	622	686	288	598
WUAT02005293.1	Potri.013G162200.1	90052	71904	79050	69594	68118	63198	67792	68494
WUAT02005298.1	Potri.003G092300.1	704	440	436	534	788	550	420	646
WUAT02005301.1	Potri.007G069500.3	0	10	8	10	14	2	16	6
WUAT02005302.1	Potri.008G224210.1	10460	12662	11498	11492	9426	12410	10158	15728
WUAT02005311.1	Potri.001G312800.9	10148	24212	13696	13058	15788	15920	12356	19926
WUAT02005314.1	Potri.013G136466.1	78	56	34	50	62	16	6	0
WUAT02005316.1	Potri.015G101900.1	12274	14428	10314	15138	10540	11560	9364	15300
WUAT02005317.1	Potri.003G043700.5	612	712	776	874	976	1118	526	1230
WUAT02005318.1	Potri.013G094800.7	8414	10462	7838	8428	10274	7910	9916	13672
WUAT02005320.1	Potri.011G028400.1	6660	10460	9660	10008	5664	31592	21168	44210
WUAT02005321.1	Potri.010G052500.1	184	36	16	80	10	76	124	14
WUAT02005322.1	Potri.004G137100.2	48	62	74	26	82	36	8	40
WUAT02005325.1	Potri.002G248100.1	6040	5844	7262	4876	5746	5860	5906	6800
WUAT02005326.1	Potri.009G136900.2	185414	126944	916474	288638	91782	588586	437638	446070
WUAT02005333.1	Potri.012G045800.1	35420	44300	39088	45830	32566	36342	36496	44300
WUAT02005335.1	Potri.010G245100.5	1826	1932	1984	1000	1644	1984	27934	1226
WUAT02005338.1	Potri.002G074800.1	5996	5112	7656	4232	5702	5226	4728	7324
WUAT02005342.1	Potri.004G002900.2	21652	34650	30898	30196	22150	39098	32728	32166
WUAT02005345.1	Potri.006G247000.2	58	106	42	100	84	106	14	90
WUAT02005347.1	Potri.001G215500.1	21122	26810	28054	28562	21732	26902	25302	34882
WUAT02005349.1	Potri.016G094201.1	4	10	4	2	16	0	12	2
WUAT02005350.1	Potri.006G166000.2	37390	40544	46452	37018	25598	35140	32952	43390
WUAT02005351.1	Potri.014G034100.2	5630	6408	5034	5444	5594	7008	6274	7494
WUAT02005352.1	Potri.001G171000.3	10776	6212	4958	6318	6530	5654	5636	4522
WUAT02005356.1	Potri.007G145700.1	11130	13264	17066	13074	8588	10988	6424	13832
WUAT02005360.1	Potri.006G219500.5	10898	13586	7796	12238	13738	11570	7354	11892
WUAT02005365.1	Potri.013G140260.1	4220	6400	3750	7206	5458	8380	6870	7620
WUAT02005366.1	Potri.011G043300.1	58888	70346	48282	62478	51176	62244	54824	78142
WUAT02005369.1	Potri.005G217800.1	192	518	212	452	262	838	250	342
WUAT02005370.1	Potri.013G139112.2	16344	24126	22104	20542	19840	26322	18034	27934
WUAT02005382.1	Potri.013G029300.2	62	40	94	66	26	114	58	76
WUAT02005383.1	Potri.001G111800.1	24488	27622	22956	26916	23722	26184	24752	35482
WUAT02005385.1	Potri.014G081600.1	70	36	296	72	54	34	14	446
WUAT02005387.1	Potri.002G128700.11	44218	53376	39688	47460	44522	52432	49050	62120
WUAT02005392.1	Potri.006G197700.3	40352	79276	45832	61534	29150	46614	38700	79368
WUAT02005396.1	Potri.005G093000.5	26080	32694	33516	31750	26934	40426	25120	37138
WUAT02005397.1	Potri.013G142124.1	18778	29764	27788	22584	15654	28538	23858	31362
WUAT02005398.1	Potri.016G127900.1	3252	4214	3168	4256	3810	4052	2878	5472
WUAT02005401.1	Potri.004G025800.1	142	156	122	272	178	200	110	112
WUAT02005404.1	Potri.004G229800.2	2964	4702	2262	3440	1748	2138	2180	5104
WUAT02005409.1	Potri.011G134700.3	20484	22164	11740	20232	20586	21392	20850	19296
WUAT02005410.1	Potri.016G074000.1	10366	9776	8148	11476	18232	7384	6954	11756
WUAT02005419.1	Potri.018G063500.3	355166	341118	276002	422530	354664	296334	168318	334834
WUAT02005421.1	Potri.007G041100.3	46082	42274	25996	38794	37612	44106	46794	40518
WUAT02005424.1	Potri.001G048900.2	24996	32716	30980	27304	17428	26614	21608	37672
WUAT02005428.1	Potri.006G237500.5	2658	3740	866	2030	1798	1150	1198	3108
WUAT02005433.1	Potri.002G013100.1	8502	11654	12134	12050	8860	12656	10802	18014
WUAT02005437.1	Potri.013G139670.1	17074	23798	19882	21932	24060	24794	18142	40934
WUAT02005438.1	Potri.001G029600.4	22432	28928	28600	24786	21300	30886	27438	31962
WUAT02005442.1	Potri.010G219500.1	690	240	256	478	338	464	404	220
WUAT02005443.1	Potri.007G093600.1	2294	4408	2668	2068	1736	2774	3542	4008
WUAT02005446.1	Potri.017G084100.1	27488	27828	29500	30604	27986	29480	31506	37426
WUAT02005447.1	Potri.010G039700.3	22342	26150	24298	25196	21408	29354	27108	33078
WUAT02005452.1	Potri.017G125400.19	6896	8050	8236	8010	7230	8128	7532	9852
WUAT02005455.1	Potri.004G206000.4	8322	8886	8028	9374	9016	13968	10438	10902
WUAT02005469.1	Potri.017G076400.14	6730	12594	9978	10900	8076	11926	11352	12442
WUAT02005470.1	Potri.002G033900.1	76438	87500	75620	65450	68302	64548	49406	131630
WUAT02005473.1	Potri.008G128500.1	142070	99826	81998	131252	125758	196364	301292	131310
WUAT02005477.1	Potri.003G006200.7	1600	2834	1136	1830	2986	3374	1798	3158
WUAT02005478.1	Potri.011G074150.1	932	7756	646	1264	4880	2110	1244	2710
WUAT02005482.1	Potri.004G204600.1	14236	19040	14670	15954	16136	19516	14188	22106
WUAT02005486.1	Potri.009G010800.1	2582	1376	978	1268	1480	1014	1238	1764
WUAT02005491.1	Potri.006G242100.1	25702	33006	20688	26490	25346	24294	21900	33348
WUAT02005492.1	Potri.013G142972.1	126	94	166	98	114	138	96	122
WUAT02005496.1	Potri.004G186400.1	1984	1524	2134	1908	1702	2480	1368	2248
WUAT02005499.1	Potri.013G140260.3	94	202	128	24	142	44	696	698
WUAT02005500.1	Potri.009G044000.4	8400	14644	7520	9406	10462	9610	11150	10620
WUAT02005505.1	Potri.009G102201.1	344	216	216	242	174	252	124	108
WUAT02005507.1	Potri.011G112700.8	4484	6120	7880	6200	6344	7400	5144	10238
WUAT02005513.1	Potri.013G163300.2	31874	41420	29420	35536	31210	38174	44350	44140
WUAT02005522.1	Potri.013G141912.1	66	34	6	12	22	8	4	16
WUAT02005527.1	Potri.001G473100.2	3308	3608	2850	3552	5130	6114	3064	5552
WUAT02005531.1	Potri.013G143400.2	1958	2842	690	1704	3588	3918	2430	1492
WUAT02005536.1	Potri.012G032300.1	3286	4458	4690	4620	3086	3916	4928	4850
WUAT02005544.1	Potri.012G031250.1	44	50	24	60	22	100	98	60
WUAT02005545.1	Potri.018G075000.5	46170	48412	21652	51074	54148	99394	71756	75346
WUAT02005547.1	Potri.009G119300.1	14660	15042	13542	17246	10790	13806	9164	18598
WUAT02005549.1	Potri.013G133550.2	1756	1336	1040	1456	1126	1048	1306	1650
WUAT02005550.1	Potri.017G017400.2	6624	20538	6652	7322	5110	14204	17494	13976
WUAT02005554.1	Potri.001G066800.1	35814	38996	26518	40654	27308	37604	35640	41014
WUAT02005560.1	Potri.005G167300.7	14	8	12	4	24	8	10	8
WUAT02005563.1	Potri.013G133550.2	240	348	358	294	366	364	738	634
WUAT02005566.1	Potri.004G218300.1	63448	77846	59958	77566	70078	119854	73606	99488
WUAT02005568.1	Potri.013G143400.2	29318	30006	26636	29790	17028	18094	20054	23760
WUAT02005573.1	Potri.017G058300.6	3128	4476	3242	4010	4292	4776	4588	4836
WUAT02005576.1	Potri.008G224093.1	238	222	188	166	166	420	500	138
WUAT02005581.1	Potri.010G172500.1	14106	21134	18104	17012	21294	20422	17432	24294
WUAT02005585.1	Potri.008G046800.9	7382	3944	3718	2838	2940	2590	3974	5210
WUAT02005587.1	Potri.001G312800.7	728	824	1374	1376	1056	1330	964	1670
WUAT02005588.1	Potri.002G254400.1	20086	20762	17922	19388	23236	20558	16124	24076
WUAT02005590.1	Potri.014G185948.1	26766	26766	29060	28478	23486	39714	30494	36848
WUAT02005600.1	Potri.019G027580.1	4	0	2	4	0	2	0	6
WUAT02005604.1	Potri.014G012800.1	10420	14728	14126	15110	9162	16338	18574	20566
WUAT02005608.1	Potri.013G133550.2	31646	37840	33342	36930	27796	37096	37910	44350
WUAT02005609.1	Potri.006G047600.1	26952	30686	54226	34092	17760	28122	27064	37514
WUAT02005612.1	Potri.001G047100.1	23254	25124	16918	23484	20606	31568	22526	29628
WUAT02005619.1	Potri.015G083000.3	88750	119172	146910	116840	63712	100938	115050	113850
WUAT02005621.1	Potri.007G032800.1	30280	37776	26724	38816	27124	39434	38896	47864
WUAT02005622.1	Potri.001G312800.9	19904	25052	27602	26342	21540	22376	22594	32720
WUAT02005623.1	Potri.005G246000.2	14592	7244	31014	8436	9156	18114	14386	27122
WUAT02005627.1	Potri.011G163700.2	23890	29478	24490	24050	24388	22028	18166	28092
WUAT02005635.1	Potri.013G143400.2	5944	8534	7494	7960	7408	9064	8100	9910
WUAT02005636.1	Potri.013G139112.2	692	800	818	506	748	298	456	624
WUAT02005637.1	Potri.012G031250.1	6	0	2	0	2	2	2	2
WUAT02005640.1	Potri.002G011800.1	540	788	552	462	622	578	710	954
WUAT02005644.1	Potri.002G069100.2	490	272	228	212	292	206	392	294
WUAT02005649.1	Potri.008G008100.7	26650	40766	31454	29928	27722	35442	32328	34776
WUAT02005653.1	Potri.013G152800.3	3932	5926	6756	4352	4076	1670	5624	4290
WUAT02005654.1	Potri.013G029300.2	6	16	6	40	38	14	8	48
WUAT02005659.1	Potri.014G120600.8	177484	186102	90962	144622	139082	226120	205726	189144
WUAT02005660.1	Potri.018G123200.3	17508	16054	17950	16180	14204	20430	20016	19044
WUAT02005662.1	Potri.008G224093.1	379868	359536	246960	383544	343282	194176	246896	277760
WUAT02005666.1	Potri.001G382400.1	282	542	150	364	572	296	1204	942
WUAT02005669.1	Potri.013G163300.2	372	794	662	678	624	830	734	532
WUAT02005670.1	Potri.014G010100.1	4	6	10	10	26	4	2	34
WUAT02005671.1	Potri.013G136466.1	35838	36256	34664	36912	30170	38878	41020	48656
WUAT02005680.1	Potri.010G192400.1	31320	36934	88808	34990	29870	34932	26960	46312
WUAT02005687.1	Potri.009G137800.2	70642	81932	82182	83626	64336	94730	75942	93164
WUAT02005689.1	Potri.011G158100.1	1372	2594	1768	1420	2520	1830	1794	4734
WUAT02005698.1	Potri.015G049500.3	24524	27270	24598	27734	23328	32360	29068	36022
WUAT02005702.1	Potri.001G383800.8	2422	1018	2162	4186	4048	4890	1584	2988
WUAT02005703.1	Potri.010G052500.1	148	84	78	22	42	38	56	102
WUAT02005707.1	Potri.009G058000.1	32932	37828	33028	38706	27134	38950	32724	50276
WUAT02005708.1	Potri.001G061200.1	27876	34278	29942	32370	22836	20068	21174	37678
WUAT02005711.1	Potri.004G065400.1	6712	9704	7132	7372	7724	8022	8152	13236
WUAT02005712.1	Potri.006G108300.3	19368	22682	18758	23136	24474	16892	17124	16684
WUAT02005716.1	Potri.006G151300.1	11902	13852	13226	14800	11772	11052	12332	10632
WUAT02005719.1	Potri.008G054100.1	7836	9194	8860	8794	7940	8662	9510	10402
WUAT02005727.1	Potri.007G076900.3	42	56	28	22	74	48	30	2
WUAT02005729.1	Potri.008G037800.1	23476	25406	26386	25350	23076	29840	24504	29800
WUAT02005730.1	Potri.004G216700.4	13244	4782	10952	7840	7564	5614	7160	4018
WUAT02005731.1	Potri.017G050900.1	2706	3628	3826	2382	2750	2986	2880	3666
WUAT02005732.1	Potri.013G093400.3	31028	44438	44884	39414	28594	51260	41912	53816
WUAT02005733.1	Potri.001G312800.9	104	82	56	8	276	18	76	60
WUAT02005734.1	Potri.010G000301.1	5554	4866	3068	5144	3128	5874	7124	10036
WUAT02005740.1	Potri.013G143400.2	54	64	50	24	16	40	46	10
WUAT02005743.1	Potri.010G215200.14	9004	10128	7244	9086	8476	8776	8656	12390
WUAT02005752.1	Potri.013G138490.1	4726	9888	1680	4516	4202	3896	3808	3304
WUAT02005756.1	Potri.009G099032.1	1996	1646	932	1790	1720	972	856	1456
WUAT02005757.1	Potri.013G077700.2	49206	58472	51982	47672	47188	47896	44216	53468
WUAT02005758.1	Potri.005G217300.12	9014	10238	7408	9618	9482	12266	8488	11634
WUAT02005761.1	Potri.008G159500.8	51494	56728	75628	67148	48260	71470	77358	81388
WUAT02005762.1	Potri.013G133550.2	402	686	546	510	574	480	610	432
WUAT02005766.1	Potri.011G074201.1	6	12	4	4	2	12	0	0
WUAT02005767.1	Potri.006G181100.3	754	972	1082	792	866	1008	834	1164
WUAT02005770.1	Potri.006G135200.2	2660	2932	1412	2908	1968	2034	1692	3070
WUAT02005773.1	Potri.004G202400.4	28730	24940	18586	28224	22872	21492	19678	28166
WUAT02005775.1	Potri.015G044600.1	24134	42560	41156	31024	58408	27478	18630	43456
WUAT02005778.1	Potri.013G011900.4	58042	76914	76084	73226	48382	84162	65570	96678
WUAT02005779.1	Potri.014G124100.5	66622	74554	39590	73664	77816	89648	67092	83214
WUAT02005782.1	Potri.002G110500.3	28450	30960	32260	29786	24050	28918	26210	33780
WUAT02005783.1	Potri.013G140850.1	8864	10962	6450	11026	6740	8060	9154	13884
WUAT02005784.1	Potri.014G185948.1	13390	15388	12576	14744	13956	11416	12014	17588
WUAT02005788.1	Potri.015G082500.1	72946	67878	46270	67728	35138	53616	50322	68552
WUAT02005793.1	Potri.001G312800.7	65184	77118	60756	72624	75500	118364	66234	103338
WUAT02005797.1	Potri.001G328000.2	26158	32898	34962	33684	29360	34874	35838	35948
WUAT02005800.1	Potri.008G112000.2	6	6	2	0	6	0	4	8
WUAT02005801.1	Potri.001G464800.1	28656	27248	18964	15888	27862	6726	3670	9618
WUAT02005804.1	Potri.008G225001.1	2	2	8	2	0	0	0	0
WUAT02005806.1	Potri.010G191800.2	27046	31608	29030	30786	29168	31244	32258	34384
WUAT02005807.1	Potri.007G086900.1	30678	35584	36252	34534	29748	46908	38130	52572
WUAT02005811.1	Potri.001G136200.3	5604	8862	4588	5796	5868	11724	7460	14544
WUAT02005812.1	Potri.001G354400.1	434	518	552	482	606	604	374	750
WUAT02005813.1	Potri.006G154600.2	2810	3136	2460	2110	1880	2260	2890	4280
WUAT02005815.1	Potri.010G038700.15	41970	21098	6330	28780	42988	9190	6140	22402
WUAT02005819.1	Potri.012G090600.3	2146	1828	1744	2598	2568	3206	2026	5668
WUAT02005820.1	Potri.005G099400.3	22582	25122	41378	30646	24892	23488	21806	28488
WUAT02005821.1	Potri.012G071400.1	2910	1598	790	1376	1594	1876	2020	1736
WUAT02005824.1	Potri.013G035350.1	42740	46126	37436	43428	41554	53066	46008	54820
WUAT02005825.1	Potri.010G213900.1	37752	45382	24488	36488	28918	14124	14810	27532
WUAT02005828.1	Potri.003G201200.4	23320	23156	17286	27332	11302	21696	16208	19788
WUAT02005830.1	Potri.005G180600.1	4942	5694	4622	5514	4378	6634	4944	7840
WUAT02005832.1	Potri.008G171200.5	46780	52420	40374	56190	40604	42944	44412	71040
WUAT02005837.1	Potri.016G056500.1	39766	43688	10358	45946	10878	19392	21272	34602
WUAT02005838.1	Potri.009G158800.1	25800	32694	18734	36726	22752	42050	25182	52626
WUAT02005841.1	Potri.014G017000.3	14	6	2	2	0	0	2	2
WUAT02005842.1	Potri.018G001800.3	98316	99520	87220	89552	87710	101460	96778	129286
WUAT02005846.1	Potri.001G312800.9	11654	10828	8468	12438	8410	12122	9720	23198
WUAT02005847.1	Potri.013G163100.2	138	96	34	94	140	54	68	16
WUAT02005848.1	Potri.019G013800.2	212	294	150	184	398	226	298	260
WUAT02005851.1	Potri.016G078300.1	5832	5776	4580	4820	8708	5152	4682	7130
WUAT02005853.1	Potri.003G031900.3	8506	16592	17618	18878	11786	27608	14382	24850
WUAT02005857.1	Potri.010G039900.1	11894	13932	14824	13744	13112	16378	14606	15976
WUAT02005860.1	Potri.008G105200.5	42082	49080	48670	46284	39036	46250	42978	57668
WUAT02005866.1	Potri.010G038700.15	4	2	2	4	2	0	40	8
WUAT02005869.1	Potri.013G137900.2	120	134	156	144	162	280	92	104
WUAT02005873.1	Potri.006G232700.1	5408	6724	4992	6894	5670	5958	6108	6980
WUAT02005878.1	Potri.014G158200.11	21924	26482	23570	22314	29782	47720	51016	61396
WUAT02005882.1	Potri.011G124700.1	9148	9118	8016	8152	7324	7192	7048	9500
WUAT02005886.1	Potri.013G142232.6	5992	9096	6710	8662	4034	6662	5586	10038
WUAT02005892.1	Potri.011G162500.1	44514	57144	47316	48622	51034	55338	47298	66706
WUAT02005896.1	Potri.012G058000.6	22020	28808	30444	28944	24040	35472	24468	36320
