Gene_ID	subject_id	H_T1_Rep1	H_T1_Rep2	H_T1_Rep3	H_T1_Rep4	H_T2_Rep1	H_T2_Rep2	H_T2_Rep3	H_T2_Rep4
WUAT02007839.1	Potri.012G031250.1	0	2	4	8	0	6	0	0
WUAT02007840.1	Potri.007G113300.5	30066	46364	30430	57376	30082	38124	38758	42562
WUAT02007841.1	Potri.006G101800.6	17126	19610	14106	20256	9314	16810	16020	16478
WUAT02007844.1	Potri.011G073900.2	25192	29756	21452	29552	22620	25968	27198	19502
WUAT02007845.1	Potri.007G061781.1	7464	6544	7154	7662	7812	8588	7994	6996
WUAT02007846.1	Potri.001G157400.1	25150	53574	39748	55732	39802	45794	42596	53046
WUAT02007848.1	Potri.014G014700.4	2	0	4	6	0	0	0	0
WUAT02007849.1	Potri.013G151000.1	6576	9636	9918	12214	9420	10520	12756	12018
WUAT02007851.1	Potri.019G040100.15	206	904	740	690	388	412	644	730
WUAT02007853.1	Potri.013G133550.2	1882	2662	3336	4572	2642	5826	3900	2460
WUAT02007867.1	Potri.006G038400.4	3014	2492	1804	2938	2778	2614	2592	3238
WUAT02007868.1	Potri.005G033900.2	12048	6436	12324	9976	15606	13030	13796	12588
WUAT02007871.1	Potri.019G040100.15	2022	3854	3382	2734	2248	2588	5698	4358
WUAT02007872.1	Potri.010G227000.4	26970	64802	28900	61316	24608	34694	33200	37844
WUAT02007875.1	Potri.018G086700.1	80706	143610	66778	136866	78506	90956	105138	78084
WUAT02007878.1	Potri.003G091200.1	30	48	20	46	34	20	102	20
WUAT02007885.1	Potri.013G133550.2	2198	5430	1926	3638	2086	2012	4016	3748
WUAT02007886.1	Potri.019G068500.1	66632	81038	102770	97430	106650	77964	98640	122296
WUAT02007889.1	Potri.001G202100.1	40060	7208	17400	3430	87816	8426	11510	4840
WUAT02007892.1	Potri.013G157900.1	167570	92674	114714	133222	142512	147660	131520	150990
WUAT02007894.1	Potri.013G105200.2	7806	6858	12864	9868	8898	10782	9552	7766
WUAT02007896.1	Potri.006G231200.4	155946	71242	155712	121928	197574	154328	162364	161222
WUAT02007898.1	Potri.013G141912.1	20110	13416	26338	18200	31238	27896	17252	24304
WUAT02007899.1	Potri.015G110000.3	8478	6406	7566	10144	8580	10288	8050	8454
WUAT02007903.1	Potri.012G133600.4	53094	65780	61456	77438	64796	69104	68706	72070
WUAT02007907.1	Potri.010G168700.1	44	34	30	110	54	74	58	36
WUAT02007908.1	Potri.018G034600.1	238	64	72	158	372	192	216	422
WUAT02007912.1	Potri.011G113575.1	1770	2140	1720	3014	3090	2992	2424	3244
WUAT02007921.1	Potri.003G031200.1	6328	5732	5588	7322	5738	6136	6640	7610
WUAT02007922.1	Potri.008G042400.2	13954	15342	19036	19046	22336	26248	23682	25256
WUAT02007923.1	Potri.016G075000.1	22	32	18	58	40	66	104	30
WUAT02007927.1	Potri.006G271200.2	16146	20798	18740	25124	18280	20760	18568	21764
WUAT02007930.1	Potri.010G052500.1	42868	51376	63072	68496	51066	68404	57034	68840
WUAT02007931.1	Potri.011G103401.1	294	506	548	386	448	670	446	410
WUAT02007933.1	Potri.013G138900.1	42	84	98	140	62	32	106	164
WUAT02007934.1	Potri.013G139670.1	28	62	38	106	48	44	32	60
WUAT02007939.1	Potri.006G144500.1	408	908	588	784	486	418	618	500
WUAT02007940.1	Potri.016G138700.2	19212	29272	17338	24364	20272	22542	18204	16844
WUAT02007947.1	Potri.004G064600.4	4920	4658	4732	7296	7176	7136	7308	6820
WUAT02007948.1	Potri.016G046600.1	31580	26882	24872	31318	25742	32396	32244	29204
WUAT02007950.1	Potri.019G132450.1	216	508	346	392	280	304	480	200
WUAT02007951.1	Potri.013G133550.2	2246	2916	2280	3732	2270	3514	2654	3222
WUAT02007953.1	Potri.004G222900.1	4894	3180	7654	5830	8304	6506	5498	6302
WUAT02007955.1	Potri.013G133550.1	10	4	10	22	6	20	14	8
WUAT02007957.1	Potri.002G201300.1	28074	29628	36244	42202	35492	40310	34902	43770
WUAT02007966.1	Potri.013G162700.1	4334	6508	4894	7306	4058	5048	3832	3546
WUAT02007975.1	Potri.001G036100.4	6764	5588	7018	7994	7942	8904	7904	8650
WUAT02007976.1	Potri.016G128900.3	1200	550	1540	740	972	558	1040	2440
WUAT02007979.1	Potri.003G104300.4	1558	2718	2138	1802	2662	1798	1756	2184
WUAT02007984.1	Potri.006G163301.1	9216	7692	8408	10010	10058	8944	10116	10574
WUAT02007987.1	Potri.014G128400.1	8230	3456	2960	3400	4120	2522	3824	5044
WUAT02007988.1	Potri.018G043700.1	22716	19730	23544	28810	25454	27620	26086	28846
WUAT02007989.1	Potri.012G058400.2	204	892	1864	646	570	1176	774	592
WUAT02007990.1	Potri.012G024700.7	52242	50666	48958	42544	33658	93844	142052	93282
WUAT02007993.1	Potri.001G158900.3	46920	52330	71672	48384	61756	67198	65384	65314
WUAT02007997.1	Potri.013G143400.2	134	112	176	240	190	154	110	122
WUAT02007998.1	Potri.011G027800.1	6482	9986	4902	13824	3184	4284	3264	3598
WUAT02008002.1	Potri.004G038400.3	2688	4042	3772	5858	2840	2714	2082	2310
WUAT02008006.1	Potri.003G124200.2	2934	1746	3102	2520	2302	3502	3656	2764
WUAT02008007.1	Potri.001G266700.3	51382	65934	72772	74104	73532	72932	70490	84830
WUAT02008011.1	Potri.006G153900.1	23470	33216	23408	32776	37230	34254	34474	34526
WUAT02008012.1	Potri.002G245200.1	1866	2438	1722	1958	1460	3564	2540	2282
WUAT02008014.1	Potri.009G093500.1	5612	5550	6476	8358	10100	8828	9690	8670
WUAT02008015.1	Potri.010G034300.1	172	6	28	14	18	36	4	30
WUAT02008016.1	Potri.007G062061.1	40792	35446	37496	37672	40936	44012	46934	50562
WUAT02008021.1	Potri.018G005600.1	14374	8170	16606	12114	12640	13908	9692	12252
WUAT02008022.1	Potri.007G011600.3	694	354	804	730	576	742	652	664
WUAT02008024.1	Potri.001G323600.8	1170	418	1810	2344	2204	2520	1764	2512
WUAT02008026.1	Potri.005G251000.2	106104	297360	98268	262326	104534	230322	147076	185130
WUAT02008027.1	Potri.013G142100.1	92	1684	2404	910	932	920	2496	2718
WUAT02008029.1	Potri.002G261800.3	49036	53784	48400	41464	77928	80412	78154	66196
WUAT02008031.1	Potri.005G140200.3	3274	2296	4598	4400	5894	6508	6372	6638
WUAT02008033.1	Potri.013G136466.1	2586	852	8280	1340	8836	5668	3268	3504
WUAT02008043.1	Potri.017G129100.14	9756	9782	8300	14326	7540	7104	7790	7610
WUAT02008044.1	Potri.014G097800.4	7434	8064	7568	9142	8888	11446	11304	10878
WUAT02008047.1	Potri.015G084800.1	15128	12618	14670	17078	20520	15736	18158	20086
WUAT02008053.1	Potri.013G145400.3	9664	11576	13720	14968	12826	13464	12878	14406
WUAT02008056.1	Potri.008G055500.7	41874	28200	55094	38794	67270	55846	56350	71428
WUAT02008057.1	Potri.012G058400.2	30	102	64	1250	2	10	20	402
WUAT02008067.1	Potri.012G031250.1	0	0	0	0	0	2	0	0
WUAT02008070.1	Potri.015G098900.5	6986	6026	8432	8776	9136	9642	9308	8892
WUAT02008071.1	Potri.011G032900.4	3560	4838	1928	4252	2848	5904	3708	4798
WUAT02008074.1	Potri.013G113000.1	165650	67496	84082	274540	105348	83596	90094	110816
WUAT02008075.1	Potri.004G016900.1	10712	14728	9000	12774	9376	15888	12236	13190
WUAT02008078.1	Potri.012G135200.2	44	28	60	64	58	28	48	64
WUAT02008079.1	Potri.013G138000.1	39376	47206	44100	53392	45692	47978	49168	50678
WUAT02008080.1	Potri.002G255800.4	18750	30728	28534	34456	29836	56154	53056	44738
WUAT02008083.1	Potri.010G077100.1	4746	7218	3292	5242	5192	5398	4324	3794
WUAT02008084.1	Potri.010G202100.1	1502	2432	2806	3502	3094	3062	4324	1790
WUAT02008087.1	Potri.006G136600.1	9692	5860	11280	8006	13854	11442	11462	11078
WUAT02008089.1	Potri.013G133550.2	42	26	88	68	84	78	84	98
WUAT02008092.1	Potri.013G143400.2	16054	13298	17286	16682	17606	15792	16738	19930
WUAT02008093.1	Potri.001G285600.4	105370	85942	132880	119224	146292	119240	118196	139762
WUAT02008095.1	Potri.003G048150.1	0	2	0	2	2	0	0	0
WUAT02008098.1	Potri.010G052500.1	330	148	190	278	318	122	276	252
WUAT02008101.1	Potri.011G045500.1	10432	10234	12334	13748	14364	14266	15448	14838
WUAT02008102.1	Potri.001G397600.6	32082	22098	31224	35666	40828	39340	37066	33346
WUAT02008104.1	Potri.006G004400.2	6492	6766	5076	9288	5478	5322	7116	7084
WUAT02008105.1	Potri.013G046300.4	7844	7166	7058	10024	8114	6984	7462	10594
WUAT02008106.1	Potri.013G138490.1	6286	5442	5764	7620	6216	7480	7526	8638
WUAT02008107.1	Potri.005G220600.8	5698	3878	7488	5918	8328	6670	6180	5370
WUAT02008110.1	Potri.005G041101.3	13328	16022	14740	17828	15012	14274	14768	17322
WUAT02008111.1	Potri.010G166100.6	21446	32430	26732	35454	29016	34028	31992	31860
WUAT02008114.1	Potri.001G352400.1	9200	10962	7754	16028	9220	10798	10728	10808
WUAT02008115.1	Potri.016G023500.5	13572	29028	18258	25382	16774	17800	20096	22438
WUAT02008119.1	Potri.007G020100.1	1310	2154	2760	2584	2384	3504	2504	3008
WUAT02008123.1	Potri.019G079200.3	14322	14200	19980	16520	22534	18350	18248	16054
WUAT02008125.1	Potri.013G042900.1	4570	4470	3748	5624	4366	6960	5424	5392
WUAT02008128.1	Potri.005G154350.1	852	1122	826	868	902	508	510	1046
WUAT02008133.1	Potri.004G029400.1	35610	28664	34838	40490	36652	39472	41596	39958
WUAT02008137.1	Potri.013G066600.1	7486	3786	5528	5422	7202	7850	7354	8356
WUAT02008142.1	Potri.013G162600.1	221070	95840	283810	159442	351084	288328	283914	215478
WUAT02008143.1	Potri.006G086200.1	2522	2842	1366	3648	3186	3314	3458	484
WUAT02008144.1	Potri.016G073500.2	892	512	890	1218	1192	1050	1190	1080
WUAT02008149.1	Potri.013G143400.2	2182	1724	1852	2752	2248	1538	1878	1952
WUAT02008151.1	Potri.009G053800.1	40104	39618	42456	48674	53054	54958	59596	66596
WUAT02008155.1	Potri.002G003600.14	28000	41618	35452	58236	39372	45378	37746	48692
WUAT02008159.1	Potri.011G085200.3	352	180	576	506	630	408	238	534
WUAT02008160.1	Potri.003G045500.1	71202	69790	51096	81638	51082	63422	73556	76978
WUAT02008162.1	Potri.013G143400.2	2	10	28	50	0	4	12	2
WUAT02008164.1	Potri.001G441040.1	1632	8688	4374	15892	2500	5406	2166	3184
WUAT02008165.1	Potri.001G250200.2	112	84	196	324	214	322	234	272
WUAT02008167.1	Potri.001G097600.2	8296	19446	6268	17444	6484	11240	20426	17372
WUAT02008168.1	Potri.013G136466.1	15806	21742	13896	26604	17102	16988	18690	19998
WUAT02008169.1	Potri.006G202500.1	1434	362	1176	376	1284	738	324	662
WUAT02008170.1	Potri.001G026100.1	430	862	1518	696	1138	628	1948	2348
WUAT02008175.1	Potri.008G110800.1	207152	9536	265038	68554	322606	238650	154246	114528
WUAT02008178.1	Potri.003G094800.1	492	292	576	762	906	1132	1104	1340
WUAT02008180.1	Potri.017G069600.4	8944	14336	10094	16510	7856	10562	11282	10372
WUAT02008181.1	Potri.018G145800.2	23420	38066	29552	49784	27724	40890	34570	35034
WUAT02008182.1	Potri.014G175500.6	1866	1650	1666	2198	2142	1828	2166	1820
WUAT02008187.1	Potri.003G125700.3	10394	5892	4426	8506	9722	4236	7846	6330
WUAT02008188.1	Potri.010G052500.1	0	78	8	128	2	14	52	84
WUAT02008191.1	Potri.006G038400.4	49182	17820	17978	23836	21960	20930	18520	19838
WUAT02008196.1	Potri.015G121000.1	15130	19274	25116	25894	17804	29200	23290	25250
WUAT02008200.1	Potri.002G178200.1	51808	33246	36748	50048	46366	41744	48038	47016
WUAT02008201.1	Potri.001G450401.1	18092	17268	40604	10128	21450	21828	27592	25842
WUAT02008208.1	Potri.016G062500.6	1760	1858	1838	2402	1392	1018	1920	1074
WUAT02008209.1	Potri.001G004500.1	5194	5684	5560	8320	4066	6240	7192	6226
WUAT02008212.1	Potri.011G131300.1	6174	9018	8390	10412	10608	11066	8384	10358
WUAT02008213.1	Potri.005G160100.3	5438	7582	5354	7570	5772	6292	8350	8544
WUAT02008214.1	Potri.016G132600.1	12188	20402	17094	26864	13156	12658	14918	14456
WUAT02008222.1	Potri.007G061861.1	320	428	1122	338	554	706	882	884
WUAT02008226.1	Potri.018G123200.1	13994	13806	15164	18556	13628	14708	15392	15018
WUAT02008227.1	Potri.003G151700.1	138776	78702	212802	129716	259122	213102	212058	209732
WUAT02008231.1	Potri.009G050100.5	884	1240	586	754	478	848	948	1830
WUAT02008236.1	Potri.002G189400.1	1814	2260	2064	2824	2050	2870	2306	3078
WUAT02008242.1	Potri.014G135590.1	2	0	0	14	10	0	0	4
WUAT02008245.1	Potri.002G245700.2	11330	15148	16466	18072	13988	15958	17298	16496
WUAT02008246.1	Potri.012G031250.1	9700	9490	12498	15914	13854	12368	11262	10766
WUAT02008249.1	Potri.007G011500.6	1046	2466	1234	2334	1142	1436	1794	1788
WUAT02008250.1	Potri.009G030600.1	4396	2832	4396	4062	6064	3116	3818	3788
WUAT02008254.1	Potri.013G136466.1	30654	52366	18020	30874	17092	25334	22050	28570
WUAT02008259.1	Potri.009G014500.5	36490	35890	57294	41734	46512	47684	53628	65356
WUAT02008263.1	Potri.010G104500.1	23548	34312	24830	33206	20264	29322	33294	29648
WUAT02008266.1	Potri.006G143300.1	14446	25760	17384	21728	15616	21692	19790	22700
WUAT02008267.1	Potri.002G008800.1	656	2640	2108	2622	2844	3566	4112	5822
WUAT02008269.1	Potri.014G159300.5	8138	11468	10414	13584	9512	11270	9410	11256
WUAT02008272.1	Potri.013G133550.2	598	1016	1158	1466	492	562	372	1002
WUAT02008276.1	Potri.001G349100.8	67092	56534	58836	84054	51810	81712	53762	50598
WUAT02008278.1	Potri.008G034900.1	2020	1354	1404	2474	2066	2352	2480	1868
WUAT02008280.1	Potri.011G074501.1	332	306	336	596	430	650	284	346
WUAT02008281.1	Potri.001G106951.1	30	44	70	90	46	100	154	106
WUAT02008284.1	Potri.011G110700.10	44522	20016	26630	26744	36658	42850	44464	51912
WUAT02008285.1	Potri.019G079200.3	1268	14800	740	10504	770	1726	500	384
WUAT02008286.1	Potri.015G008500.2	9292	16000	14704	18522	14828	17592	17006	18636
WUAT02008290.1	Potri.011G084150.1	32060	36968	24560	41190	29764	31554	36700	30908
WUAT02008291.1	Potri.014G185804.1	40	88	60	214	52	12	6	28
WUAT02008299.1	Potri.013G143400.2	30238	34802	27510	39692	33352	36138	34938	36068
WUAT02008301.1	Potri.004G138600.4	3614	2640	3236	3642	3582	3342	3392	3884
WUAT02008303.1	Potri.001G161400.8	23656	51092	27128	38728	23710	26714	28804	33918
WUAT02008304.1	Potri.016G000200.1	3342	2032	3458	4424	4594	3052	3288	5332
WUAT02008305.1	Potri.016G131900.1	40830	13166	12448	24174	11192	11972	11528	12678
WUAT02008308.1	Potri.003G161700.1	35224	45980	45832	38552	37892	47436	48764	75408
WUAT02008312.1	Potri.008G069000.2	30330	21868	43492	33126	50308	38758	29414	32254
WUAT02008313.1	Potri.005G107066.1	4358	3610	5200	8890	6514	5010	5878	4104
WUAT02008316.1	Potri.006G134400.1	19506	20816	22154	17890	25292	26952	29950	32630
WUAT02008317.1	Potri.013G133550.2	7514	7246	9358	10084	11412	10294	9238	9590
WUAT02008321.1	Potri.005G144200.2	10732	11282	8824	10624	9508	11950	10952	11892
WUAT02008326.1	Potri.019G028400.1	3952	4890	3194	7788	5292	3926	3594	3752
WUAT02008330.1	Potri.013G092500.1	1174	854	942	1530	852	888	1438	1388
WUAT02008334.1	Potri.009G167000.3	2136	11420	9308	3408	2936	3442	3274	2746
WUAT02008335.1	Potri.018G065800.4	9132	7038	8162	9428	9224	8240	8440	8076
WUAT02008341.1	Potri.005G063500.1	5008	4136	3114	6160	6972	3128	5934	5082
WUAT02008344.1	Potri.013G140850.1	30380	27118	33182	36314	40688	37548	34824	30090
WUAT02008353.1	Potri.001G256700.2	37444	50190	38938	51434	31476	51894	33788	31612
WUAT02008358.1	Potri.010G168500.11	10914	8992	10796	9660	15902	13450	16014	14122
WUAT02008362.1	Potri.010G052500.1	6078	5418	9742	6300	10682	9318	8484	9720
WUAT02008366.1	Potri.006G199400.1	3870	4968	5492	4614	7126	5884	6886	7452
WUAT02008367.1	Potri.013G139112.2	388	458	1706	6648	1568	802	302	502
WUAT02008371.1	Potri.016G138000.6	33076	36680	49552	40270	47332	46146	40946	51598
WUAT02008372.1	Potri.008G074800.1	15298	9902	7062	11974	14970	10320	13276	11196
WUAT02008376.1	Potri.007G045700.4	12880	23828	18890	20710	18090	17158	25582	26234
WUAT02008377.1	Potri.013G143400.2	816	1712	1912	3254	812	3248	782	928
WUAT02008384.1	Potri.001G102200.1	13184	10824	13182	13436	12196	13772	10310	11706
WUAT02008390.1	Potri.008G121500.1	46	54	34	74	46	78	58	46
WUAT02008391.1	Potri.010G241200.1	4306	2486	2566	5292	4192	3668	4078	4286
WUAT02008393.1	Potri.001G313900.1	20	8	4	18	14	12	42	26
WUAT02008394.1	Potri.013G010000.1	39730	43464	43432	49636	35028	36580	40906	43686
WUAT02008395.1	Potri.003G120600.1	230	404	488	276	172	496	660	460
WUAT02008397.1	Potri.005G039800.1	25062	23522	31548	24122	40442	32328	24338	25340
WUAT02008398.1	Potri.015G023300.1	97306	111054	97492	116838	90416	92674	97554	102392
WUAT02008403.1	Potri.002G163200.3	194902	59970	87656	84922	129950	179028	237716	275632
WUAT02008407.1	Potri.003G168100.2	31700	31730	40742	39936	53136	50628	48008	52308
WUAT02008410.1	Potri.005G239500.1	15126	19244	13366	19004	17340	19246	28212	18602
WUAT02008413.1	Potri.008G095500.4	21252	15646	88460	22732	58174	36072	19582	26678
WUAT02008415.1	Potri.013G138900.1	318	364	146	332	138	174	254	308
WUAT02008416.1	Potri.001G176900.1	9838	12516	15694	13684	16522	16596	16480	16094
WUAT02008419.1	Potri.012G039300.1	20	14	6	8	8	10	38	26
WUAT02008420.1	Potri.014G143100.2	3336	5226	3664	4720	4216	3914	5358	4146
WUAT02008426.1	Potri.001G209500.3	2156	2956	2288	2876	2838	3002	2914	4058
WUAT02008431.1	Potri.006G127400.1	1990	1670	1824	2352	2540	2562	2290	1700
WUAT02008434.1	Potri.008G224210.1	43102	34426	41726	44264	52194	46314	52022	64852
WUAT02008435.1	Potri.013G136466.1	122	14	36	136	174	200	84	62
WUAT02008438.1	Potri.004G189400.2	14	30	132	24	32	18	8	60
WUAT02008442.1	Potri.012G031250.1	14	18	6	12	30	10	14	12
WUAT02008443.1	Potri.001G026000.3	20184	31872	26586	33964	27928	32122	29612	31704
WUAT02008444.1	Potri.012G031250.1	93434	205774	127202	170522	102040	120696	108982	109500
WUAT02008454.1	Potri.012G069700.2	13538	21966	14280	23384	17092	15480	19712	26690
WUAT02008456.1	Potri.005G091800.1	6368	4500	6342	5770	6356	7034	6206	6638
WUAT02008460.1	Potri.009G044300.1	22	76	34	100	44	30	40	116
WUAT02008461.1	Potri.010G231500.1	27896	44602	31910	67274	35978	44158	61304	51994
WUAT02008470.1	Potri.016G104900.1	2858	4566	2698	4888	2324	3426	3494	3344
WUAT02008476.1	Potri.002G224000.2	18	20	26	82	50	24	22	16
WUAT02008477.1	Potri.006G080700.2	17314	24436	24822	23642	22938	22188	29484	25966
WUAT02008485.1	Potri.008G046200.9	31016	30778	33370	36902	31250	35190	40338	33260
WUAT02008488.1	Potri.008G130200.8	24066	18626	27050	25888	32172	25000	29808	27256
WUAT02008491.1	Potri.002G221400.1	16750	26626	28826	38718	34828	39672	25530	32818
WUAT02008494.1	Potri.010G073100.1	28	78	50	124	112	32	60	46
WUAT02008496.1	Potri.003G201200.4	94	202	342	202	204	194	250	404
WUAT02008497.1	Potri.015G133700.1	11840	12744	11992	15186	12640	13098	16784	15582
WUAT02008498.1	Potri.008G071500.1	3902	7622	2764	4438	3130	4384	6378	4508
WUAT02008502.1	Potri.003G146500.1	2998	2370	3896	3028	4292	4056	3382	2900
WUAT02008506.1	Potri.003G220100.1	27112	42464	36956	44946	34094	40490	39894	40392
WUAT02008507.1	Potri.011G162900.1	136	144	188	146	74	58	168	184
WUAT02008511.1	Potri.013G133550.1	9546	10944	10702	16214	9360	11646	16374	17144
WUAT02008515.1	Potri.006G165100.8	49576	64736	57812	75376	54490	65070	57078	65018
WUAT02008519.1	Potri.013G085500.1	3486	4388	4690	6984	5056	6370	6490	6324
WUAT02008522.1	Potri.002G235700.5	28462	39500	32070	40818	34100	44006	38832	45470
WUAT02008524.1	Potri.018G124100.3	10570	5472	11228	10372	11822	11880	10988	12604
WUAT02008525.1	Potri.002G090900.5	310	264	218	234	324	196	386	380
WUAT02008528.1	Potri.011G037000.5	16	2	10	8	10	12	10	6
WUAT02008529.1	Potri.001G018600.2	84914	140818	73752	148540	69512	83406	91752	94216
WUAT02008533.1	Potri.002G034200.2	9942	8218	10518	13350	10568	9462	10026	9994
WUAT02008534.1	Potri.009G153600.2	8608	4094	5944	3800	5666	5314	3832	5054
WUAT02008540.1	Potri.009G026000.2	19522	12716	39728	20104	40212	39834	33922	33458
WUAT02008543.1	Potri.004G125150.1	308	294	110	906	158	306	314	214
WUAT02008551.1	Potri.011G153400.1	60814	49652	64524	78396	63856	73726	77730	72454
WUAT02008555.1	Potri.004G196200.2	1186	1900	1168	3286	1810	1626	1884	1456
WUAT02008560.1	Potri.002G103300.1	65916	70654	94622	107194	97998	113348	108066	117732
WUAT02008562.1	Potri.019G009700.3	134	68	152	52	276	126	28	200
WUAT02008563.1	Potri.012G061000.2	16702	18856	23500	18924	25086	23056	27370	26208
WUAT02008566.1	Potri.007G061721.1	1510	2406	2094	3214	1920	1682	2520	2260
WUAT02008569.1	Potri.011G141400.1	5772	11604	9146	13070	9416	8770	11672	13010
WUAT02008574.1	Potri.010G158250.4	110320	57680	102650	87678	118720	129746	144144	120350
WUAT02008576.1	Potri.013G143400.2	22	32	32	52	16	30	68	38
WUAT02008578.1	Potri.001G390800.3	4130	5120	8104	9640	5110	6970	6370	5922
WUAT02008581.1	Potri.013G163200.1	230	12	230	596	96	176	4	256
WUAT02008582.1	Potri.016G143100.1	7158	11064	6392	8934	4476	6590	6366	10616
WUAT02008583.1	Potri.001G233400.10	25786	25266	30026	30910	36686	32494	34746	37558
WUAT02008587.1	Potri.007G062242.1	11478	12416	10546	14176	11550	51416	10916	15618
WUAT02008589.1	Potri.008G035600.10	1896	5768	6834	7474	4226	4774	4776	4662
WUAT02008593.1	Potri.013G066640.1	212	130	88	196	236	232	188	88
WUAT02008595.1	Potri.014G043700.1	21458	21874	23078	25804	26654	25666	26462	30046
WUAT02008596.1	Potri.013G143400.2	65256	85680	67740	124618	53770	80942	77294	86602
WUAT02008597.1	Potri.008G224210.1	120	24	16	62	56	0	50	12
WUAT02008598.1	Potri.001G124200.1	3376	2306	3828	4602	7344	6174	4920	4438
WUAT02008600.1	Potri.010G052500.1	4	200	94	196	90	174	216	100
WUAT02008601.1	Potri.014G095400.1	668	424	1300	928	1364	1486	876	730
WUAT02008605.1	Potri.004G174600.2	11978	10204	16862	14536	17966	16308	14588	13206
WUAT02008609.1	Potri.013G143400.2	49106	65530	39732	59684	45760	56340	50660	48876
WUAT02008611.1	Potri.010G117400.1	30	24	28	48	26	72	44	52
WUAT02008612.1	Potri.013G141912.1	120	4	2	4	2	2	2	0
WUAT02008614.1	Potri.007G047700.1	2172	1650	1934	2206	1696	1722	2718	1692
WUAT02008615.1	Potri.012G066900.5	5526	5548	6004	7362	7148	7654	7998	9348
WUAT02008618.1	Potri.001G309500.3	251782	259350	278768	276762	350954	251194	300876	345206
WUAT02008620.1	Potri.001G468100.2	69800	21184	59214	42486	92422	77770	76304	91892
WUAT02008627.1	Potri.013G041400.1	19122	15838	21162	26914	23952	25740	18754	18344
WUAT02008633.1	Potri.013G137900.2	6214	6024	5918	7892	8034	6042	7618	8480
WUAT02008637.1	Potri.008G221801.2	1952	2122	2430	4386	3424	3810	3294	3070
