Gene_ID	subject_id	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4
WUAT02006630.1	Potri.002G243600.8	121608	47856	51916	79760	114806	99896	122748	123540
WUAT02006631.1	Potri.011G074150.1	1580	1406	1200	1762	1970	1794	2856	4726
WUAT02006633.1	Potri.002G145200.1	8484	14040	11050	9924	10994	8864	11536	16724
WUAT02006634.1	Potri.003G107400.1	3096	5668	3378	5402	4558	3298	3958	4240
WUAT02006635.1	Potri.013G136466.1	4	6	2	8	6	30	4	10
WUAT02006643.1	Potri.008G044500.1	8716	10746	7946	10332	13256	15902	11472	18176
WUAT02006644.1	Potri.007G058500.1	1022	2966	2612	2830	3188	2042	2810	3760
WUAT02006648.1	Potri.011G123700.2	8236	6368	4256	7744	10268	6356	9146	7850
WUAT02006652.1	Potri.019G014344.1	24554	28242	25402	27272	33956	27108	25690	23776
WUAT02006657.1	Potri.012G043000.7	2390	5046	2758	3910	3238	3132	2536	2476
WUAT02006661.1	Potri.003G110800.2	12348	15020	11486	15664	15758	12602	13724	16622
WUAT02006666.1	Potri.013G142124.1	6956	8696	5538	7724	7700	6336	8222	6846
WUAT02006671.1	Potri.004G043500.3	30948	19110	18318	21410	29988	22700	30736	34342
WUAT02006672.1	Potri.013G143400.2	826	796	810	750	720	584	572	814
WUAT02006675.1	Potri.011G068100.1	17614	33606	21040	25698	22148	15436	20312	12916
WUAT02006676.1	Potri.013G140260.3	18	50	102	6	8	14	16	18
WUAT02006679.1	Potri.008G075800.11	7722	9486	9006	11518	11386	11134	12242	14042
WUAT02006682.1	Potri.010G196000.1	3406	2924	7840	2938	278	288	1342	144
WUAT02006683.1	Potri.015G065800.2	16194	18050	15542	20646	24824	18026	16298	16632
WUAT02006684.1	Potri.018G063000.5	394	364	262	594	1166	382	724	1052
WUAT02006688.1	Potri.006G250400.2	77588	110772	76778	106944	77282	76826	57780	49910
WUAT02006691.1	Potri.012G100600.2	1014	1550	1278	1446	884	868	2360	5150
WUAT02006692.1	Potri.006G179900.3	4236	5838	4458	7806	4574	2626	3660	1752
WUAT02006697.1	Potri.017G072340.1	177748	133500	161896	120808	112736	151644	145650	193230
WUAT02006699.1	Potri.010G146000.1	3454	4124	3532	3968	4110	4272	4626	6910
WUAT02006701.1	Potri.002G058700.1	14490	26896	20412	25782	18540	12352	22160	19658
WUAT02006706.1	Potri.017G101500.1	21426	21548	23798	23412	23540	22292	22932	26340
WUAT02006707.1	Potri.014G153700.2	15854	16178	10830	18770	15480	11006	9354	10882
WUAT02006711.1	Potri.005G257800.3	170	954	216	690	862	758	58	336
WUAT02006714.1	Potri.004G175800.11	24748	25636	22788	27514	28480	24664	30394	30858
WUAT02006715.1	Potri.017G086600.3	3254	5962	4154	8198	4844	4476	4110	5918
WUAT02006716.1	Potri.002G205400.1	16962	17428	19476	24106	16666	15416	12948	18444
WUAT02006721.1	Potri.001G403400.3	18956	28244	12830	21940	17600	14644	12970	10802
WUAT02006731.1	Potri.006G216900.6	6952	12340	9410	13510	11108	6362	8166	9674
WUAT02006733.1	Potri.001G369100.1	12722	9346	18934	30130	21376	13668	12970	19676
WUAT02006734.1	Potri.006G175300.5	4230	4440	4722	4504	4946	3930	5408	5766
WUAT02006737.1	Potri.006G040100.1	13930	11880	8906	12792	15680	12622	12820	13054
WUAT02006738.1	Potri.009G137200.3	50960	30612	30154	41882	45874	36580	45976	63056
WUAT02006742.1	Potri.008G078900.4	66412	62900	51914	76544	110738	88294	89650	109100
WUAT02006744.1	Potri.009G043200.1	3604	8306	7612	3874	6364	4698	4674	3164
WUAT02006750.1	Potri.003G173900.3	22	84	18	212	36	46	36	8
WUAT02006752.1	Potri.002G191400.2	254216	285430	375986	274328	228634	335624	288922	500290
WUAT02006753.1	Potri.011G030200.1	38	944	1104	342	1220	478	1044	1260
WUAT02006755.1	Potri.001G234200.1	15634	17798	13972	16168	16916	14976	19268	28502
WUAT02006760.1	Potri.013G140850.1	534	422	376	848	776	1282	152	1560
WUAT02006764.1	Potri.013G162200.1	172	200	192	434	894	572	1542	692
WUAT02006770.1	Potri.T124704.1	1094	1508	1110	994	1340	914	1090	1032
WUAT02006773.1	Potri.001G312800.7	6678	9252	5418	9104	9408	8084	5796	6984
WUAT02006774.1	Potri.013G139080.1	248	352	186	646	230	150	230	282
WUAT02006775.1	Potri.002G026100.1	7052	8286	9642	7142	11176	8136	17008	8986
WUAT02006778.1	Potri.013G137077.1	29716	30444	28852	35054	44782	34468	34916	27898
WUAT02006782.1	Potri.013G029300.2	68	62	32	276	66	118	40	50
WUAT02006783.1	Potri.010G000301.1	34	28	58	28	56	34	60	24
WUAT02006784.1	Potri.010G252900.1	19472	27774	19072	23516	22356	16886	19008	18718
WUAT02006785.1	Potri.017G123700.1	19498	22266	22926	33834	15208	11264	15766	10164
WUAT02006786.1	Potri.015G071800.3	2842	3604	2894	3750	34492	28328	30460	16868
WUAT02006787.1	Potri.014G042200.1	42762	42310	27296	47020	37906	27488	29548	33762
WUAT02006791.1	Potri.008G101500.3	6852	5424	3630	9314	8328	5072	7890	8716
WUAT02006796.1	Potri.013G139112.2	20308	27734	22656	36076	24172	22170	18750	22534
WUAT02006801.1	Potri.001G097500.2	30526	54310	37080	58722	23524	27786	18412	18582
WUAT02006805.1	Potri.009G139700.1	91136	39896	56058	35882	24736	34066	51196	41924
WUAT02006806.1	Potri.009G146100.3	1626	2066	1380	2360	2190	2052	2316	2746
WUAT02006807.1	Potri.014G049200.1	1082	1758	1334	1298	1682	1520	1798	1924
WUAT02006809.1	Potri.011G074700.2	132	140	130	26	10	54	152	18
WUAT02006810.1	Potri.001G239600.2	5990	6234	7222	6580	6896	5332	6126	7526
WUAT02006813.1	Potri.003G159500.1	6	0	2	28	0	0	0	0
WUAT02006814.1	Potri.005G003300.1	506	578	414	726	644	314	342	432
WUAT02006816.1	Potri.018G087700.1	8022	6970	5920	8860	7806	5126	6120	6688
WUAT02006818.1	Potri.005G247600.1	180	1284	1396	5382	29988	18048	10530	7228
WUAT02006823.1	Potri.008G221801.2	13354	17116	15250	17874	14616	14616	15454	19290
WUAT02006828.1	Potri.006G188700.1	10	54	80	56	22	52	94	208
WUAT02006832.1	Potri.013G141912.1	13852	20622	14882	21822	19568	19648	19788	17048
WUAT02006836.1	Potri.013G013700.3	55312	69746	63410	82336	102452	82338	67416	116176
WUAT02006837.1	Potri.014G185948.1	2102	2938	2594	3226	3762	2830	4088	5022
WUAT02006842.1	Potri.005G190700.1	22978	26750	29100	25242	32374	31890	35754	42680
WUAT02006845.1	Potri.001G123500.10	113004	143798	110844	116780	130864	106936	128894	152968
WUAT02006848.1	Potri.002G143000.8	17102	22312	15120	19632	20244	16302	16860	20564
WUAT02006854.1	Potri.002G132300.1	2236	5792	5116	3756	4180	1530	2922	1860
WUAT02006855.1	Potri.001G312800.9	38836	64128	50308	57972	61706	47782	47632	54774
WUAT02006859.1	Potri.001G091001.1	2264	2382	1762	2384	2458	1664	3106	3254
WUAT02006860.1	Potri.003G220300.1	79090	129810	128698	126034	70692	77716	75554	87360
WUAT02006864.1	Potri.017G106300.3	28772	38432	32262	36800	33464	29886	26954	30684
WUAT02006865.1	Potri.004G132300.1	6704	10814	6326	14672	9330	2034	3982	2822
WUAT02006868.1	Potri.013G039100.2	1946	296	268	1104	830	1116	1878	1632
WUAT02006869.1	Potri.001G256000.2	3130	4128	2750	4286	3344	2696	3022	4208
WUAT02006873.1	Potri.006G134450.1	460	1212	714	744	1070	1056	1502	2160
WUAT02006874.1	Potri.003G124200.2	3924	6754	5208	9138	4072	3488	3052	3194
WUAT02006877.1	Potri.013G133550.2	8302	7828	6234	9244	18658	14442	13092	18412
WUAT02006881.1	Potri.011G074201.1	17142	14538	13196	17774	18414	19964	16126	18622
WUAT02006886.1	Potri.012G031250.1	662	744	628	848	790	678	690	1028
WUAT02006887.1	Potri.017G134900.1	2012	5206	4694	5812	2754	2140	3256	3988
WUAT02006890.1	Potri.014G115700.1	554	1210	1004	1108	1784	950	5536	3190
WUAT02006891.1	Potri.008G167600.3	19118	24268	18344	24416	33336	24742	26846	38646
WUAT02006895.1	Potri.001G101300.3	4008	6816	4254	7938	5302	3558	4284	8184
WUAT02006899.1	Potri.013G074800.1	2360	1944	1428	2482	2754	2620	2270	3200
WUAT02006904.1	Potri.006G189300.4	71554	105856	62808	96392	69658	54518	57434	64782
WUAT02006906.1	Potri.002G140000.1	6326	8698	6716	7776	7520	6688	6034	7966
WUAT02006913.1	Potri.003G117500.1	37686	50494	49062	53434	47492	51488	43944	66604
WUAT02006914.1	Potri.006G122100.1	5642	4482	4016	4376	6184	5742	8416	10268
WUAT02006922.1	Potri.011G074067.1	4028	1582	1814	2084	10942	12198	6492	4554
WUAT02006926.1	Potri.012G126500.4	3938	6572	3968	6500	5258	5024	4664	5878
WUAT02006928.1	Potri.011G049600.4	13730	11744	12072	12860	14868	13296	13610	16992
WUAT02006929.1	Potri.013G133550.2	48	12	10	6	2	4	2	22
WUAT02006931.1	Potri.013G133550.2	228	430	320	274	438	408	336	306
WUAT02006939.1	Potri.006G238200.2	30734	46796	39940	48278	38214	36012	48880	67578
WUAT02006940.1	Potri.002G093500.5	61428	72764	53590	75198	65876	47762	57864	61832
WUAT02006942.1	Potri.015G023500.2	18140	23704	22296	18954	20384	21574	18714	20692
WUAT02006944.1	Potri.002G117200.1	7308	11550	9126	11738	13748	12290	12114	13790
WUAT02006948.1	Potri.013G142124.1	34	156	208	10	256	116	26	126
WUAT02006949.1	Potri.001G362300.3	14642	11702	13730	15338	43776	42816	30746	34776
WUAT02006953.1	Potri.007G052700.3	3732	2484	1480	3246	1462	1864	1730	1854
WUAT02006958.1	Potri.013G142760.3	13094	21028	14568	18524	17634	14950	15254	19326
WUAT02006960.1	Potri.010G114000.1	6	32	34	8	16	10	16	30
WUAT02006961.1	Potri.013G136466.1	1214	512	438	1014	562	348	248	286
WUAT02006963.1	Potri.006G258100.5	21460	29956	25660	26572	31786	20918	26432	25846
WUAT02006966.1	Potri.007G061881.1	0	22	0	8	22	4	4	6
WUAT02006967.1	Potri.003G129600.3	5924	7596	6640	6870	8720	7636	8312	8978
WUAT02006968.1	Potri.012G031250.1	214	128	134	272	14	0	24	30
WUAT02006971.1	Potri.001G462700.1	7316	7672	7190	9940	9504	6944	8522	9622
WUAT02006972.1	Potri.005G063300.4	892	1480	1832	634	2858	1566	4024	2800
WUAT02006973.1	Potri.011G074067.1	1866	3956	4404	3954	2068	2596	3268	4042
WUAT02006974.1	Potri.005G186900.2	26766	32382	27778	27286	28746	26190	25770	26934
WUAT02006976.1	Potri.014G074200.2	28082	27040	20770	26162	26456	23116	28236	32480
WUAT02006977.1	Potri.019G018400.2	6094	7040	7128	7754	4684	3356	3992	4348
WUAT02006979.1	Potri.018G121100.3	10580	8496	3852	6132	7632	3168	3204	3714
WUAT02006980.1	Potri.005G089200.9	11596	15890	11400	17944	12142	9468	10524	11102
WUAT02006981.1	Potri.008G225001.1	8	16	184	18	22	58	64	244
WUAT02006985.1	Potri.007G062242.1	27752	33348	26910	33882	58734	41894	38722	50414
WUAT02006989.1	Potri.004G168400.1	3286	3058	4086	4530	4328	4590	3448	3860
WUAT02006990.1	Potri.012G031250.1	10908	16180	15042	18178	15258	12476	9884	7498
WUAT02006994.1	Potri.013G133550.2	11850	9800	9816	11488	16558	14946	13136	13270
WUAT02006995.1	Potri.015G074700.1	1670	1216	1618	1068	1390	1854	1272	1870
WUAT02006998.1	Potri.014G094900.2	11316	20350	11284	28296	12208	9316	9832	10002
WUAT02007003.1	Potri.005G172200.3	3370	11438	2148	6510	7852	13260	8952	7304
WUAT02007009.1	Potri.011G068200.1	234	248	146	238	210	232	264	334
WUAT02007012.1	Potri.006G048900.1	23758	27908	27410	33136	29594	27902	28130	30350
WUAT02007031.1	Potri.002G164601.1	7462	8566	7814	7832	6546	6254	6370	6594
WUAT02007034.1	Potri.004G167400.1	32860	36590	29512	39214	35830	32806	25800	23908
WUAT02007035.1	Potri.013G133550.2	682	270	180	406	130	150	344	228
WUAT02007038.1	Potri.001G470900.1	60	64	110	170	72	168	66	24
WUAT02007039.1	Potri.006G054800.3	3620	6036	3820	6884	5876	4254	4972	4462
WUAT02007042.1	Potri.001G441040.1	28	172	98	114	22	56	76	114
WUAT02007044.1	Potri.011G139100.1	1438	1888	1526	2178	1710	1436	7110	1630
WUAT02007045.1	Potri.012G058400.2	2534	3284	2232	3476	6494	3876	4580	10060
WUAT02007047.1	Potri.017G099900.1	2782	3016	1980	3314	2722	2222	2112	2340
WUAT02007048.1	Potri.016G073100.1	74170	86298	64120	81322	90608	91530	77876	91842
WUAT02007049.1	Potri.009G062200.5	454	798	596	730	606	478	614	738
WUAT02007053.1	Potri.007G008000.5	9450	9796	8226	10438	12530	12528	9492	9290
WUAT02007057.1	Potri.013G138900.1	1940	2722	2512	2994	3202	3010	4970	4090
WUAT02007061.1	Potri.010G052500.1	33886	39646	35790	41646	50166	51006	50732	52282
WUAT02007068.1	Potri.004G125150.1	3594	5102	3362	4308	10898	9754	7430	8388
WUAT02007069.1	Potri.006G222000.1	4948	7134	4302	8082	10010	8802	8390	10458
WUAT02007070.1	Potri.013G133550.2	980	3050	1058	2732	2346	3274	2810	4044
WUAT02007071.1	Potri.005G260400.1	30192	32074	27990	31920	40564	35062	31500	36356
WUAT02007073.1	Potri.007G147300.3	76210	145590	62492	170758	103054	53964	45130	35436
WUAT02007075.1	Potri.006G249200.2	32310	52202	46728	50828	48252	42632	43534	78696
WUAT02007080.1	Potri.013G143400.2	130	382	206	302	112	304	152	478
WUAT02007084.1	Potri.006G165700.3	352402	336572	327658	326168	359288	253860	188694	141752
WUAT02007088.1	Potri.013G133550.2	131862	49118	70468	68920	212608	118276	149352	153928
WUAT02007090.1	Potri.004G165800.1	128	498	214	556	364	356	394	526
WUAT02007094.1	Potri.001G457700.1	2702	2232	1858	2224	3070	1418	3818	3336
WUAT02007097.1	Potri.013G143400.2	1636	1170	920	2702	1598	1256	1782	2840
WUAT02007100.1	Potri.005G075800.5	654	586	424	546	950	534	808	576
WUAT02007103.1	Potri.001G312800.7	5004	8394	6994	7542	10014	6388	7016	12376
WUAT02007107.1	Potri.015G047500.6	3404	3828	3614	4498	3666	2818	3474	5502
WUAT02007111.1	Potri.001G312800.7	9546	13732	10352	12920	12886	12678	11472	11762
WUAT02007115.1	Potri.003G031900.4	22162	13922	14950	16130	24652	15190	14140	13692
WUAT02007116.1	Potri.010G067700.2	13130	14738	13772	15212	16478	15574	14692	16760
WUAT02007120.1	Potri.008G059600.3	41994	52430	46384	44916	50444	51128	58638	72526
WUAT02007121.1	Potri.002G260600.1	8010	13170	8584	12580	9382	6544	7328	5614
WUAT02007126.1	Potri.005G145900.1	34774	47278	43994	45884	50886	45240	47424	66090
WUAT02007129.1	Potri.014G095400.1	68	94	108	126	76	50	92	254
WUAT02007131.1	Potri.008G054700.4	137298	215098	111020	174756	141792	128200	156292	141436
WUAT02007133.1	Potri.004G030400.1	1758	1448	1284	2058	3780	4328	3424	4596
WUAT02007134.1	Potri.001G066700.4	28510	36880	28116	35702	39744	33904	30242	31954
WUAT02007138.1	Potri.006G160600.2	10734	9982	9568	12302	11010	9226	8490	9828
WUAT02007143.1	Potri.005G154836.1	1178	4148	2050	3514	1540	1820	1358	776
WUAT02007147.1	Potri.010G071500.4	4798	4586	4652	5268	6034	5906	5448	8060
WUAT02007148.1	Potri.001G200500.10	65062	90764	68648	80496	121096	106392	103698	141670
WUAT02007150.1	Potri.015G115701.2	90	12	26	42	46	44	28	60
WUAT02007152.1	Potri.002G110000.1	556	934	690	1032	1354	996	1288	890
WUAT02007154.1	Potri.018G069200.3	1504	386	354	1360	2440	858	858	552
WUAT02007156.1	Potri.003G119800.6	20632	25280	22316	25552	26984	24500	24566	32356
WUAT02007162.1	Potri.010G202200.5	4058	8930	5014	7734	5204	3952	5682	5850
WUAT02007165.1	Potri.001G312800.7	7278	12866	7910	15666	10048	10910	11436	15572
WUAT02007169.1	Potri.001G264900.1	2988	2374	4288	2800	11246	10616	15192	24782
WUAT02007170.1	Potri.009G003500.5	21832	25900	11186	23760	13598	6734	7162	5492
WUAT02007174.1	Potri.009G114300.1	21690	32458	26608	31798	28336	26346	22144	23222
WUAT02007175.1	Potri.007G016100.2	8096	11122	6496	10930	4102	1544	1932	634
WUAT02007177.1	Potri.007G020100.1	12	10	18	42	32	94	6	10
WUAT02007178.1	Potri.008G003300.1	2192	3064	2572	2844	3450	3770	3456	3968
WUAT02007179.1	Potri.003G142100.1	78698	125554	83468	110468	48972	9652	21352	8448
WUAT02007182.1	Potri.005G257800.3	106586	113130	89674	124760	118002	91844	85858	85360
WUAT02007183.1	Potri.017G046200.1	20774	28448	18214	23008	29266	17648	21542	28000
WUAT02007188.1	Potri.014G057000.1	7822	11186	10546	9140	9270	10170	10178	10788
WUAT02007189.1	Potri.012G088700.3	8732	10030	8230	9662	9468	9604	7596	8566
WUAT02007191.1	Potri.001G312800.7	0	0	0	4	2	6	6	2
WUAT02007192.1	Potri.008G177900.3	7366	7962	8866	12196	8488	8984	5622	7764
WUAT02007205.1	Potri.010G052500.1	31694	38900	34916	44196	52056	49390	51046	51722
WUAT02007207.1	Potri.014G081100.8	33648	47136	36608	48056	44126	40620	44558	67644
WUAT02007209.1	Potri.013G133550.2	4	0	0	4	0	0	0	0
WUAT02007215.1	Potri.004G133420.1	16380	11592	10176	9952	24382	28908	28808	43924
WUAT02007217.1	Potri.011G075200.2	2	6	8	2	2	8	8	14
WUAT02007219.1	Potri.013G138000.1	15360	8986	15946	19138	47210	22040	16120	11492
WUAT02007225.1	Potri.017G007400.1	29724	32488	32664	36358	27448	29854	31532	36644
WUAT02007228.1	Potri.003G080900.2	63346	79376	60828	81584	56706	54802	49160	53940
WUAT02007233.1	Potri.005G017600.1	3122	3728	3336	3358	3832	3732	3542	4280
WUAT02007237.1	Potri.008G059100.1	8666	7144	6436	8726	10044	8842	7270	9318
WUAT02007247.1	Potri.013G133550.2	2900	6022	3690	7326	7122	5508	12094	6876
WUAT02007253.1	Potri.002G103800.1	20	206	76	180	22	32	6	12
WUAT02007264.1	Potri.006G145700.7	23796	26358	19496	27366	25040	18268	20884	22130
WUAT02007268.1	Potri.005G049100.5	38836	34832	30016	41722	37168	27624	32724	34962
WUAT02007269.1	Potri.017G101100.5	964	1454	1518	806	1546	1412	1386	1502
WUAT02007272.1	Potri.005G131300.2	1686	2650	1160	2168	1278	538	558	360
WUAT02007273.1	Potri.019G087000.6	71228	78292	71342	100346	96380	86318	93284	93194
WUAT02007277.1	Potri.001G467300.1	4974	13222	8026	10386	10246	4384	6426	7032
WUAT02007282.1	Potri.001G385300.3	2834	2400	1222	2568	4832	7280	5186	6278
WUAT02007284.1	Potri.004G097900.1	206	144	194	242	326	290	226	254
WUAT02007286.1	Potri.013G161900.1	1364	2010	1560	1964	1968	1124	1522	1550
WUAT02007287.1	Potri.001G312800.9	2402	4440	1902	5640	5044	3860	14414	12500
WUAT02007289.1	Potri.009G081200.1	542	1168	1116	1506	1516	1704	1134	2230
WUAT02007294.1	Potri.013G142124.1	668	320	692	262	420	396	452	780
WUAT02007296.1	Potri.012G137800.1	1548	2318	1440	1696	1728	1052	1716	1194
WUAT02007299.1	Potri.010G126900.12	17398	24922	21316	26896	27272	22720	30560	31300
WUAT02007300.1	Potri.004G212600.3	25024	31326	26298	30286	30386	14332	24976	27724
WUAT02007301.1	Potri.010G026100.2	27448	27318	27294	35324	29304	30748	27730	33316
WUAT02007302.1	Potri.014G179700.1	2	0	10	18	0	0	0	4
WUAT02007303.1	Potri.002G139700.4	18160	25768	23862	24776	27764	22058	25722	29296
WUAT02007305.1	Potri.016G093200.2	27446	33972	30932	33606	40760	36010	38072	47086
WUAT02007306.1	Potri.012G058400.2	3052	4040	4916	5170	7172	7198	6474	8576
WUAT02007309.1	Potri.019G036500.1	3186	2116	1812	2816	1572	1736	2164	1620
WUAT02007318.1	Potri.014G060100.3	27618	33674	30190	32296	34150	37210	33288	40924
WUAT02007322.1	Potri.014G002400.1	23508	15516	15632	19382	29976	20234	27244	32264
WUAT02007327.1	Potri.012G031250.1	4586	7804	9372	5470	11988	6758	8324	7240
WUAT02007330.1	Potri.010G004200.4	1492	3476	4116	156	4006	3178	3412	3008
WUAT02007335.1	Potri.008G182766.1	14916	34126	22364	35814	17174	13078	10872	9506
WUAT02007336.1	Potri.006G249000.1	9882	7544	6752	8652	11098	11470	8400	9462
WUAT02007338.1	Potri.013G143400.2	42	94	6	100	6	26	90	42
WUAT02007340.1	Potri.001G312800.7	162	210	134	56	160	58	96	66
WUAT02007345.1	Potri.002G187000.7	11430	13426	11362	20074	16452	16952	14850	17930
WUAT02007348.1	Potri.007G090600.1	214	40	86	52	212	210	90	302
WUAT02007349.1	Potri.014G143600.1	7312	6978	6060	8672	7264	5550	5496	5660
WUAT02007350.1	Potri.004G213400.1	21522	27038	25634	28982	23704	23214	27138	23496
WUAT02007352.1	Potri.013G143400.2	1592	946	1878	1918	12222	14562	17742	19116
WUAT02007353.1	Potri.014G112266.2	1424	2750	1972	2074	2386	2424	2400	3080
WUAT02007356.1	Potri.005G045100.1	14	4	12	14	10	6	12	16
WUAT02007359.1	Potri.002G201500.8	30570	50842	35236	53846	40340	40610	30548	40430
WUAT02007363.1	Potri.012G096500.1	1826	2012	1480	1812	1974	1800	1618	1420
WUAT02007372.1	Potri.005G063400.1	59562	53252	39194	45980	65884	57300	81764	74768
WUAT02007375.1	Potri.011G157000.2	30	10	2	30	2	18	8	6
WUAT02007376.1	Potri.001G144200.1	27450	33614	30114	38400	32752	30248	28320	30424
WUAT02007378.1	Potri.011G075051.1	4504	1274	916	3036	4184	2956	6170	9204
WUAT02007379.1	Potri.015G095500.1	12	42	16	2	14	0	16	16
WUAT02007381.1	Potri.010G136700.1	19426	21584	21610	21704	22724	22890	32270	40414
WUAT02007385.1	Potri.005G091200.2	2314	3396	2904	4708	3110	2836	2110	2274
WUAT02007386.1	Potri.013G139112.1	782	3524	814	1008	1580	1304	990	1300
WUAT02007390.1	Potri.002G001100.6	47710	63282	51836	63532	64870	60744	51008	54942
WUAT02007394.1	Potri.003G131200.1	2086	2508	1344	2202	1652	1026	1628	1608
WUAT02007398.1	Potri.013G138000.1	132	8	50	12	214	100	214	184
WUAT02007399.1	Potri.007G062622.1	2174	2124	1788	3128	3914	4894	3524	4644
WUAT02007401.1	Potri.006G035000.2	2780	2384	2198	2360	2532	1616	2658	2896
WUAT02007404.1	Potri.001G002200.2	18712	59474	20516	53918	30612	48556	28134	44032
WUAT02007408.1	Potri.010G192600.1	7718	6918	4792	8618	8648	6904	6286	8248
WUAT02007410.1	Potri.009G146000.1	2426	4132	2322	3444	4500	4682	5118	7094
WUAT02007416.1	Potri.003G050600.3	20	6	6	2	0	2	18	4
WUAT02007417.1	Potri.006G264500.6	61824	93922	64714	88986	93176	72820	68744	80866
WUAT02007421.1	Potri.013G133550.2	33184	74568	62846	39834	23064	30000	46296	32810
WUAT02007423.1	Potri.010G112200.2	2710	3882	1812	2366	3268	3084	4010	2812
WUAT02007426.1	Potri.001G342933.1	18772	25592	21286	27584	30680	23956	18938	21052
WUAT02007435.1	Potri.004G202466.1	6236	5948	3588	4332	4546	2704	4632	4504
WUAT02007436.1	Potri.018G043700.1	3244	2276	4446	6210	3674	5032	6550	49800
WUAT02007439.1	Potri.018G108200.2	64490	28158	38804	43220	109760	113740	91860	97206
WUAT02007440.1	Potri.009G041800.1	62694	117486	116024	43784	88312	36786	33456	25310
WUAT02007441.1	Potri.013G133550.2	10	34	26	20	58	22	2	10
WUAT02007444.1	Potri.018G008600.10	48646	75176	55258	71624	72458	47194	61484	66942
WUAT02007446.1	Potri.001G342933.1	148	118	186	132	226	206	150	196
WUAT02007448.1	Potri.009G042400.3	7692	5318	4316	6462	10288	5768	7408	17622
WUAT02007452.1	Potri.008G205400.2	3236	3900	6320	6388	4922	4482	5700	19996
WUAT02007453.1	Potri.001G316700.3	12018	12960	12204	17352	17596	14076	17118	20804
